REF_DATE,GEO,New housing price indexes,VALUE,STATUS
2008-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),90.8,NA
2008-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,91.3,NA
2008-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,91,NA
2008-07,"Toronto, Ontario",Total (house and land),74.8,NA
2008-07,"Toronto, Ontario",House only,68,NA
2008-07,"Toronto, Ontario",Land only,88.7,NA
2008-07,"Hamilton, Ontario",Total (house and land),85.8,NA
2008-07,"Hamilton, Ontario",House only,81.6,NA
2008-07,"Hamilton, Ontario",Land only,95.1,NA
2008-07,"St. Catharines-Niagara, Ontario",Total (house and land),86.9,NA
2008-07,"St. Catharines-Niagara, Ontario",House only,83,NA
2008-07,"St. Catharines-Niagara, Ontario",Land only,97.1,NA
2008-07,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),85.7,NA
2008-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,81.6,NA
2008-07,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-07,"London, Ontario",Total (house and land),87,NA
2008-07,"London, Ontario",House only,84.1,NA
2008-07,"London, Ontario",Land only,100.1,NA
2008-07,"Windsor, Ontario",Total (house and land),94.8,NA
2008-07,"Windsor, Ontario",House only,94.7,NA
2008-07,"Windsor, Ontario",Land only,94.7,NA
2008-07,"Greater Sudbury, Ontario",Total (house and land),96.6,NA
2008-07,"Greater Sudbury, Ontario",House only,96.6,NA
2008-07,"Greater Sudbury, Ontario",Land only,97,NA
2008-07,Prairie Region,Total (house and land),98.4,NA
2008-07,Prairie Region,House only,98.8,NA
2008-07,Prairie Region,Land only,97.9,NA
2008-07,Manitoba,Total (house and land),77.6,NA
2008-07,Manitoba,House only,77.6,NA
2008-07,Manitoba,Land only,77.4,NA
2008-07,"Winnipeg, Manitoba",Total (house and land),77.6,NA
2008-07,"Winnipeg, Manitoba",House only,77.6,NA
2008-07,"Winnipeg, Manitoba",Land only,77.4,NA
2008-07,Saskatchewan,Total (house and land),93.8,NA
2008-07,Saskatchewan,House only,99.9,NA
2008-07,Saskatchewan,Land only,77.1,NA
2008-07,"Regina, Saskatchewan",Total (house and land),84,NA
2008-07,"Regina, Saskatchewan",House only,89.8,NA
2008-07,"Regina, Saskatchewan",Land only,66.8,NA
2008-07,"Saskatoon, Saskatchewan",Total (house and land),103,NA
2008-07,"Saskatoon, Saskatchewan",House only,109.7,NA
2008-07,"Saskatoon, Saskatchewan",Land only,85.5,NA
2008-07,Alberta,Total (house and land),100.6,NA
2008-07,Alberta,House only,100.6,NA
2008-07,Alberta,Land only,101,NA
2008-07,"Calgary, Alberta",Total (house and land),91.8,NA
2008-07,"Calgary, Alberta",House only,93.8,NA
2008-07,"Calgary, Alberta",Land only,88.2,NA
2008-07,"Edmonton, Alberta",Total (house and land),109.8,NA
2008-07,"Edmonton, Alberta",House only,107.2,NA
2008-07,"Edmonton, Alberta",Land only,116.3,NA
2008-07,British Columbia,Total (house and land),101.9,NA
2008-07,British Columbia,House only,103.5,NA
2008-07,British Columbia,Land only,100,NA
2008-07,"Vancouver, British Columbia",Total (house and land),100.5,NA
2008-07,"Vancouver, British Columbia",House only,101.4,NA
2008-07,"Vancouver, British Columbia",Land only,99.8,NA
2008-07,"Victoria, British Columbia",Total (house and land),115.3,NA
2008-07,"Victoria, British Columbia",House only,124.9,NA
2008-07,"Victoria, British Columbia",Land only,102.6,NA
2008-08,Canada,Total (house and land),88.2,NA
2008-08,Canada,House only,86.3,NA
2008-08,Canada,Land only,92.9,NA
2008-08,Atlantic Region,Total (house and land),88.6,NA
2008-08,Atlantic Region,House only,89.9,NA
2008-08,Atlantic Region,Land only,84.2,NA
2008-08,Newfoundland and Labrador,Total (house and land),82.6,NA
2008-08,Newfoundland and Labrador,House only,85.3,NA
2008-08,Newfoundland and Labrador,Land only,75.9,NA
2008-08,"St. John's, Newfoundland and Labrador",Total (house and land),82.6,NA
2008-08,"St. John's, Newfoundland and Labrador",House only,85.3,NA
2008-08,"St. John's, Newfoundland and Labrador",Land only,75.9,NA
2008-08,Prince Edward Island,Total (house and land),98.5,NA
2008-08,Prince Edward Island,House only,101.1,NA
2008-08,Prince Edward Island,Land only,87.4,NA
2008-08,"Charlottetown, Prince Edward Island",Total (house and land),98.5,NA
2008-08,"Charlottetown, Prince Edward Island",House only,101.1,NA
2008-08,"Charlottetown, Prince Edward Island",Land only,87.4,NA
2008-08,Nova Scotia,Total (house and land),90.5,NA
2008-08,Nova Scotia,House only,89.6,NA
2008-08,Nova Scotia,Land only,93.9,NA
2008-08,"Halifax, Nova Scotia",Total (house and land),90.5,NA
2008-08,"Halifax, Nova Scotia",House only,89.6,NA
2008-08,"Halifax, Nova Scotia",Land only,93.9,NA
2008-08,New Brunswick,Total (house and land),94,NA
2008-08,New Brunswick,House only,94.4,NA
2008-08,New Brunswick,Land only,93.6,NA
2008-08,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),94,NA
2008-08,"Saint John, Fredericton, and Moncton, New Brunswick",House only,94.4,NA
2008-08,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,93.6,NA
2008-08,Quebec,Total (house and land),88.8,NA
2008-08,Quebec,House only,91,NA
2008-08,Quebec,Land only,83.9,NA
2008-08,"Québec, Quebec",Total (house and land),87.1,NA
2008-08,"Québec, Quebec",House only,91.5,NA
2008-08,"Québec, Quebec",Land only,78.7,NA
2008-08,"Montréal, Quebec",Total (house and land),89,NA
2008-08,"Montréal, Quebec",House only,90.8,NA
2008-08,"Montréal, Quebec",Land only,85.3,NA
2008-08,Ontario,Total (house and land),79.1,NA
2008-08,Ontario,House only,74.4,NA
2008-08,Ontario,Land only,90.2,NA
2008-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),90.8,NA
2008-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,91.3,NA
2008-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,91,NA
2008-08,"Toronto, Ontario",Total (house and land),74.9,NA
2008-08,"Toronto, Ontario",House only,68.2,NA
2008-08,"Toronto, Ontario",Land only,88.7,NA
2008-08,"Hamilton, Ontario",Total (house and land),85.9,NA
2008-08,"Hamilton, Ontario",House only,81.7,NA
2008-08,"Hamilton, Ontario",Land only,95.1,NA
2008-08,"St. Catharines-Niagara, Ontario",Total (house and land),86.9,NA
2008-08,"St. Catharines-Niagara, Ontario",House only,83.1,NA
2008-08,"St. Catharines-Niagara, Ontario",Land only,97.1,NA
2008-08,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),85.9,NA
2008-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,81.8,NA
2008-08,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-08,"London, Ontario",Total (house and land),87,NA
2008-08,"London, Ontario",House only,84.1,NA
2008-08,"London, Ontario",Land only,100.1,NA
2008-08,"Windsor, Ontario",Total (house and land),94.7,NA
2008-08,"Windsor, Ontario",House only,94.5,NA
2008-08,"Windsor, Ontario",Land only,94.7,NA
2008-08,"Greater Sudbury, Ontario",Total (house and land),96.6,NA
2008-08,"Greater Sudbury, Ontario",House only,96.6,NA
2008-08,"Greater Sudbury, Ontario",Land only,97,NA
2008-08,Prairie Region,Total (house and land),97.9,NA
2008-08,Prairie Region,House only,98.1,NA
2008-08,Prairie Region,Land only,97.9,NA
2008-08,Manitoba,Total (house and land),77.7,NA
2008-08,Manitoba,House only,77.8,NA
2008-08,Manitoba,Land only,77.4,NA
2008-08,"Winnipeg, Manitoba",Total (house and land),77.7,NA
2008-08,"Winnipeg, Manitoba",House only,77.8,NA
2008-08,"Winnipeg, Manitoba",Land only,77.4,NA
2008-08,Saskatchewan,Total (house and land),92.3,NA
2008-08,Saskatchewan,House only,97.8,NA
2008-08,Saskatchewan,Land only,77.1,NA
2008-08,"Regina, Saskatchewan",Total (house and land),84,NA
2008-08,"Regina, Saskatchewan",House only,89.8,NA
2008-08,"Regina, Saskatchewan",Land only,66.8,NA
2008-08,"Saskatoon, Saskatchewan",Total (house and land),99.8,NA
2008-08,"Saskatoon, Saskatchewan",House only,105.1,NA
2008-08,"Saskatoon, Saskatchewan",Land only,85.5,NA
2008-08,Alberta,Total (house and land),100.1,NA
2008-08,Alberta,House only,99.9,NA
2008-08,Alberta,Land only,101,NA
2008-08,"Calgary, Alberta",Total (house and land),91.1,NA
2008-08,"Calgary, Alberta",House only,92.7,NA
2008-08,"Calgary, Alberta",Land only,88.1,NA
2008-08,"Edmonton, Alberta",Total (house and land),109.7,NA
2008-08,"Edmonton, Alberta",House only,107.1,NA
2008-08,"Edmonton, Alberta",Land only,116.3,NA
2008-08,British Columbia,Total (house and land),101.8,NA
2008-08,British Columbia,House only,103.4,NA
2008-08,British Columbia,Land only,100,NA
2008-08,"Vancouver, British Columbia",Total (house and land),100.4,NA
2008-08,"Vancouver, British Columbia",House only,101.3,NA
2008-08,"Vancouver, British Columbia",Land only,99.8,NA
2008-08,"Victoria, British Columbia",Total (house and land),115,NA
2008-08,"Victoria, British Columbia",House only,124.4,NA
2008-08,"Victoria, British Columbia",Land only,102.6,NA
2008-09,Canada,Total (house and land),88.3,NA
2008-09,Canada,House only,86.3,NA
2008-09,Canada,Land only,93.1,NA
2008-09,Atlantic Region,Total (house and land),88.5,NA
2008-09,Atlantic Region,House only,89.9,NA
2008-09,Atlantic Region,Land only,84.1,NA
2008-09,Newfoundland and Labrador,Total (house and land),82.6,NA
2008-09,Newfoundland and Labrador,House only,85.3,NA
2008-09,Newfoundland and Labrador,Land only,75.9,NA
2008-09,"St. John's, Newfoundland and Labrador",Total (house and land),82.6,NA
2008-09,"St. John's, Newfoundland and Labrador",House only,85.3,NA
2008-09,"St. John's, Newfoundland and Labrador",Land only,75.9,NA
2008-09,Prince Edward Island,Total (house and land),98.5,NA
2008-09,Prince Edward Island,House only,101.1,NA
2008-09,Prince Edward Island,Land only,87.4,NA
2008-09,"Charlottetown, Prince Edward Island",Total (house and land),98.5,NA
2008-09,"Charlottetown, Prince Edward Island",House only,101.1,NA
2008-09,"Charlottetown, Prince Edward Island",Land only,87.4,NA
2008-09,Nova Scotia,Total (house and land),90.6,NA
2008-09,Nova Scotia,House only,89.8,NA
2008-09,Nova Scotia,Land only,93.9,NA
2008-09,"Halifax, Nova Scotia",Total (house and land),90.6,NA
2008-09,"Halifax, Nova Scotia",House only,89.8,NA
2008-09,"Halifax, Nova Scotia",Land only,93.9,NA
2008-09,New Brunswick,Total (house and land),93.6,NA
2008-09,New Brunswick,House only,94.1,NA
2008-09,New Brunswick,Land only,92.7,NA
2008-09,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),93.6,NA
2008-09,"Saint John, Fredericton, and Moncton, New Brunswick",House only,94.1,NA
2008-09,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,92.7,NA
2008-09,Quebec,Total (house and land),88.7,NA
2008-09,Quebec,House only,90.9,NA
2008-09,Quebec,Land only,83.9,NA
2008-09,"Québec, Quebec",Total (house and land),87.1,NA
2008-09,"Québec, Quebec",House only,91.5,NA
2008-09,"Québec, Quebec",Land only,78.7,NA
2008-09,"Montréal, Quebec",Total (house and land),88.9,NA
2008-09,"Montréal, Quebec",House only,90.6,NA
2008-09,"Montréal, Quebec",Land only,85.3,NA
2008-09,Ontario,Total (house and land),79.1,NA
2008-09,Ontario,House only,74.4,NA
2008-09,Ontario,Land only,90.2,NA
2008-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),91,NA
2008-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,91.6,NA
2008-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,91,NA
2008-09,"Toronto, Ontario",Total (house and land),74.9,NA
2008-09,"Toronto, Ontario",House only,68.2,NA
2008-09,"Toronto, Ontario",Land only,88.7,NA
2008-09,"Hamilton, Ontario",Total (house and land),86.1,NA
2008-09,"Hamilton, Ontario",House only,82,NA
2008-09,"Hamilton, Ontario",Land only,95.1,NA
2008-09,"St. Catharines-Niagara, Ontario",Total (house and land),87.1,NA
2008-09,"St. Catharines-Niagara, Ontario",House only,83.3,NA
2008-09,"St. Catharines-Niagara, Ontario",Land only,97.1,NA
2008-09,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),85.9,NA
2008-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,81.8,NA
2008-09,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-09,"London, Ontario",Total (house and land),87,NA
2008-09,"London, Ontario",House only,84.1,NA
2008-09,"London, Ontario",Land only,100.1,NA
2008-09,"Windsor, Ontario",Total (house and land),94.6,NA
2008-09,"Windsor, Ontario",House only,94.5,NA
2008-09,"Windsor, Ontario",Land only,94.7,NA
2008-09,"Greater Sudbury, Ontario",Total (house and land),96.6,NA
2008-09,"Greater Sudbury, Ontario",House only,96.6,NA
2008-09,"Greater Sudbury, Ontario",Land only,97,NA
2008-09,Prairie Region,Total (house and land),98.1,NA
2008-09,Prairie Region,House only,98,NA
2008-09,Prairie Region,Land only,98.7,NA
2008-09,Manitoba,Total (house and land),78,NA
2008-09,Manitoba,House only,78.1,NA
2008-09,Manitoba,Land only,77.4,NA
2008-09,"Winnipeg, Manitoba",Total (house and land),78,NA
2008-09,"Winnipeg, Manitoba",House only,78.1,NA
2008-09,"Winnipeg, Manitoba",Land only,77.4,NA
2008-09,Saskatchewan,Total (house and land),91.3,NA
2008-09,Saskatchewan,House only,96,NA
2008-09,Saskatchewan,Land only,77.9,NA
2008-09,"Regina, Saskatchewan",Total (house and land),84,NA
2008-09,"Regina, Saskatchewan",House only,89.8,NA
2008-09,"Regina, Saskatchewan",Land only,66.8,NA
2008-09,"Saskatoon, Saskatchewan",Total (house and land),97.6,NA
2008-09,"Saskatoon, Saskatchewan",House only,101.5,NA
2008-09,"Saskatoon, Saskatchewan",Land only,87.1,NA
2008-09,Alberta,Total (house and land),100.4,NA
2008-09,Alberta,House only,99.9,NA
2008-09,Alberta,Land only,101.9,NA
2008-09,"Calgary, Alberta",Total (house and land),91.7,NA
2008-09,"Calgary, Alberta",House only,92.8,NA
2008-09,"Calgary, Alberta",Land only,89.7,NA
2008-09,"Edmonton, Alberta",Total (house and land),109.6,NA
2008-09,"Edmonton, Alberta",House only,107,NA
2008-09,"Edmonton, Alberta",Land only,116.3,NA
2008-09,British Columbia,Total (house and land),101.8,NA
2008-09,British Columbia,House only,103.3,NA
2008-09,British Columbia,Land only,100,NA
2008-09,"Vancouver, British Columbia",Total (house and land),100.3,NA
2008-09,"Vancouver, British Columbia",House only,101.1,NA
2008-09,"Vancouver, British Columbia",Land only,99.8,NA
2008-09,"Victoria, British Columbia",Total (house and land),115.3,NA
2008-09,"Victoria, British Columbia",House only,124.9,NA
2008-09,"Victoria, British Columbia",Land only,102.1,NA
2008-10,Canada,Total (house and land),87.9,NA
2008-10,Canada,House only,85.6,NA
2008-10,Canada,Land only,93.4,NA
2008-10,Atlantic Region,Total (house and land),88.7,NA
2008-10,Atlantic Region,House only,90.2,NA
2008-10,Atlantic Region,Land only,84.1,NA
2008-10,Newfoundland and Labrador,Total (house and land),83,NA
2008-10,Newfoundland and Labrador,House only,85.9,NA
2008-10,Newfoundland and Labrador,Land only,75.9,NA
2008-10,"St. John's, Newfoundland and Labrador",Total (house and land),83,NA
2008-10,"St. John's, Newfoundland and Labrador",House only,85.9,NA
2008-10,"St. John's, Newfoundland and Labrador",Land only,75.9,NA
2008-10,Prince Edward Island,Total (house and land),98.6,NA
2008-10,Prince Edward Island,House only,101.3,NA
2008-10,Prince Edward Island,Land only,87.4,NA
2008-10,"Charlottetown, Prince Edward Island",Total (house and land),98.6,NA
2008-10,"Charlottetown, Prince Edward Island",House only,101.3,NA
2008-10,"Charlottetown, Prince Edward Island",Land only,87.4,NA
2008-10,Nova Scotia,Total (house and land),90.7,NA
2008-10,Nova Scotia,House only,89.9,NA
2008-10,Nova Scotia,Land only,93.9,NA
2008-10,"Halifax, Nova Scotia",Total (house and land),90.7,NA
2008-10,"Halifax, Nova Scotia",House only,89.9,NA
2008-10,"Halifax, Nova Scotia",Land only,93.9,NA
2008-10,New Brunswick,Total (house and land),93.6,NA
2008-10,New Brunswick,House only,94.1,NA
2008-10,New Brunswick,Land only,92.7,NA
2008-10,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),93.6,NA
2008-10,"Saint John, Fredericton, and Moncton, New Brunswick",House only,94.1,NA
2008-10,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,92.7,NA
2008-10,Quebec,Total (house and land),88.7,NA
2008-10,Quebec,House only,90.9,NA
2008-10,Quebec,Land only,83.9,NA
2008-10,"Québec, Quebec",Total (house and land),87.1,NA
2008-10,"Québec, Quebec",House only,91.5,NA
2008-10,"Québec, Quebec",Land only,78.7,NA
2008-10,"Montréal, Quebec",Total (house and land),89,NA
2008-10,"Montréal, Quebec",House only,90.7,NA
2008-10,"Montréal, Quebec",Land only,85.3,NA
2008-10,Ontario,Total (house and land),79.1,NA
2008-10,Ontario,House only,74.3,NA
2008-10,Ontario,Land only,90.2,NA
2008-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),91.1,NA
2008-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,91.6,NA
2008-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,91,NA
2008-10,"Toronto, Ontario",Total (house and land),74.9,NA
2008-10,"Toronto, Ontario",House only,68.1,NA
2008-10,"Toronto, Ontario",Land only,88.7,NA
2008-10,"Hamilton, Ontario",Total (house and land),86,NA
2008-10,"Hamilton, Ontario",House only,81.9,NA
2008-10,"Hamilton, Ontario",Land only,95.1,NA
2008-10,"St. Catharines-Niagara, Ontario",Total (house and land),87.2,NA
2008-10,"St. Catharines-Niagara, Ontario",House only,83.4,NA
2008-10,"St. Catharines-Niagara, Ontario",Land only,97.1,NA
2008-10,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),85.9,NA
2008-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,81.8,NA
2008-10,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-10,"London, Ontario",Total (house and land),87,NA
2008-10,"London, Ontario",House only,84.1,NA
2008-10,"London, Ontario",Land only,100.1,NA
2008-10,"Windsor, Ontario",Total (house and land),94.4,NA
2008-10,"Windsor, Ontario",House only,94.1,NA
2008-10,"Windsor, Ontario",Land only,94.7,NA
2008-10,"Greater Sudbury, Ontario",Total (house and land),96.5,NA
2008-10,"Greater Sudbury, Ontario",House only,96.5,NA
2008-10,"Greater Sudbury, Ontario",Land only,97,NA
2008-10,Prairie Region,Total (house and land),97.1,NA
2008-10,Prairie Region,House only,96,NA
2008-10,Prairie Region,Land only,99.9,NA
2008-10,Manitoba,Total (house and land),78.2,NA
2008-10,Manitoba,House only,78.3,NA
2008-10,Manitoba,Land only,77.8,NA
2008-10,"Winnipeg, Manitoba",Total (house and land),78.2,NA
2008-10,"Winnipeg, Manitoba",House only,78.3,NA
2008-10,"Winnipeg, Manitoba",Land only,77.8,NA
2008-10,Saskatchewan,Total (house and land),90.6,NA
2008-10,Saskatchewan,House only,95.1,NA
2008-10,Saskatchewan,Land only,78.1,NA
2008-10,"Regina, Saskatchewan",Total (house and land),84,NA
2008-10,"Regina, Saskatchewan",House only,89.8,NA
2008-10,"Regina, Saskatchewan",Land only,66.8,NA
2008-10,"Saskatoon, Saskatchewan",Total (house and land),96.1,NA
2008-10,"Saskatoon, Saskatchewan",House only,99.3,NA
2008-10,"Saskatoon, Saskatchewan",Land only,87.4,NA
2008-10,Alberta,Total (house and land),99.3,NA
2008-10,Alberta,House only,97.6,NA
2008-10,Alberta,Land only,103.2,NA
2008-10,"Calgary, Alberta",Total (house and land),91.2,NA
2008-10,"Calgary, Alberta",House only,92.1,NA
2008-10,"Calgary, Alberta",Land only,89.4,NA
2008-10,"Edmonton, Alberta",Total (house and land),107.8,NA
2008-10,"Edmonton, Alberta",House only,102.6,NA
2008-10,"Edmonton, Alberta",Land only,119.7,NA
