REF_DATE,GEO,Client groups,VALUE,STATUS
2005-07,Northwest Territories,Leisure clients,82.6,NA
2005-07,Northwest Territories,Business clients,80.6,NA
2005-07,Nunavut,"Total, all client groups",76.1,NA
2005-07,Nunavut,Leisure clients,78.6,NA
2005-07,Nunavut,Business clients,75.8,NA
2005-10,Canada,"Total, all client groups",84.7,NA
2005-10,Canada,Leisure clients,85.1,NA
2005-10,Canada,Business clients,82.9,NA
2005-10,Atlantic Region,"Total, all client groups",81.3,NA
2005-10,Atlantic Region,Leisure clients,81.6,NA
2005-10,Atlantic Region,Business clients,80.7,NA
2005-10,Newfoundland and Labrador,"Total, all client groups",74.4,NA
2005-10,Newfoundland and Labrador,Leisure clients,70.5,NA
2005-10,Newfoundland and Labrador,Business clients,76,NA
2005-10,Prince Edward Island,"Total, all client groups",76.5,NA
2005-10,Prince Edward Island,Leisure clients,75,NA
2005-10,Prince Edward Island,Business clients,78.4,NA
2005-10,Nova Scotia,"Total, all client groups",85.6,NA
2005-10,Nova Scotia,Leisure clients,89.2,NA
2005-10,Nova Scotia,Business clients,82.8,NA
2005-10,New Brunswick,"Total, all client groups",83.8,NA
2005-10,New Brunswick,Leisure clients,85,NA
2005-10,New Brunswick,Business clients,83,NA
2005-10,Quebec Region,"Total, all client groups",87.4,NA
2005-10,Quebec Region,Leisure clients,88.3,NA
2005-10,Quebec Region,Business clients,85.2,NA
2005-10,Quebec,"Total, all client groups",87.4,NA
2005-10,Quebec,Leisure clients,88.3,NA
2005-10,Quebec,Business clients,85.2,NA
2005-10,Ontario Region,"Total, all client groups",90.7,NA
2005-10,Ontario Region,Leisure clients,93.3,NA
2005-10,Ontario Region,Business clients,89,NA
2005-10,Ontario,"Total, all client groups",90.7,NA
2005-10,Ontario,Leisure clients,93.3,NA
2005-10,Ontario,Business clients,89,NA
2005-10,Prairie Region,"Total, all client groups",76.4,NA
2005-10,Prairie Region,Leisure clients,76.2,NA
2005-10,Prairie Region,Business clients,74.2,NA
2005-10,Manitoba,"Total, all client groups",76,NA
2005-10,Manitoba,Leisure clients,75.8,NA
2005-10,Manitoba,Business clients,75.8,NA
2005-10,Saskatchewan,"Total, all client groups",67.8,NA
2005-10,Saskatchewan,Leisure clients,72,NA
2005-10,Saskatchewan,Business clients,65,NA
2005-10,Alberta,"Total, all client groups",78.4,NA
2005-10,Alberta,Leisure clients,77.6,NA
2005-10,Alberta,Business clients,76.4,NA
2005-10,British Columbia Region,"Total, all client groups",83.4,NA
2005-10,British Columbia Region,Leisure clients,81.6,NA
2005-10,British Columbia Region,Business clients,83.8,NA
2005-10,British Columbia,"Total, all client groups",83.4,NA
2005-10,British Columbia,Leisure clients,81.6,NA
2005-10,British Columbia,Business clients,83.8,NA
2005-10,Territories,"Total, all client groups",80.8,NA
2005-10,Territories,Leisure clients,80.8,NA
2005-10,Territories,Business clients,80.9,NA
2005-10,Yukon,"Total, all client groups",83.1,NA
2005-10,Yukon,Leisure clients,81,NA
2005-10,Yukon,Business clients,84.8,NA
2005-10,Northwest Territories,"Total, all client groups",81,NA
2005-10,Northwest Territories,Leisure clients,81.4,NA
2005-10,Northwest Territories,Business clients,80.8,NA
2005-10,Nunavut,"Total, all client groups",76.1,NA
2005-10,Nunavut,Leisure clients,78.6,NA
2005-10,Nunavut,Business clients,75.8,NA
2006-01,Canada,"Total, all client groups",84,NA
2006-01,Canada,Leisure clients,84.2,NA
2006-01,Canada,Business clients,82.6,NA
2006-01,Atlantic Region,"Total, all client groups",78.6,NA
2006-01,Atlantic Region,Leisure clients,78,NA
2006-01,Atlantic Region,Business clients,78.6,NA
2006-01,Newfoundland and Labrador,"Total, all client groups",72.9,NA
2006-01,Newfoundland and Labrador,Leisure clients,69.8,NA
2006-01,Newfoundland and Labrador,Business clients,74.2,NA
2006-01,Prince Edward Island,"Total, all client groups",70.1,NA
2006-01,Prince Edward Island,Leisure clients,66.6,NA
2006-01,Prince Edward Island,Business clients,75.4,NA
2006-01,Nova Scotia,"Total, all client groups",81.4,NA
2006-01,Nova Scotia,Leisure clients,82.3,NA
2006-01,Nova Scotia,Business clients,80.3,NA
2006-01,New Brunswick,"Total, all client groups",82.4,NA
2006-01,New Brunswick,Leisure clients,84.5,NA
2006-01,New Brunswick,Business clients,81.1,NA
2006-01,Quebec Region,"Total, all client groups",88,NA
2006-01,Quebec Region,Leisure clients,86.9,NA
2006-01,Quebec Region,Business clients,88.4,NA
2006-01,Quebec,"Total, all client groups",88,NA
2006-01,Quebec,Leisure clients,86.9,NA
2006-01,Quebec,Business clients,88.4,NA
2006-01,Ontario Region,"Total, all client groups",88.8,NA
2006-01,Ontario Region,Leisure clients,91.5,NA
2006-01,Ontario Region,Business clients,87.2,NA
2006-01,Ontario,"Total, all client groups",88.8,NA
2006-01,Ontario,Leisure clients,91.5,NA
2006-01,Ontario,Business clients,87.2,NA
2006-01,Prairie Region,"Total, all client groups",78.5,NA
2006-01,Prairie Region,Leisure clients,79.1,NA
2006-01,Prairie Region,Business clients,75.3,NA
2006-01,Manitoba,"Total, all client groups",79.4,NA
2006-01,Manitoba,Leisure clients,77.6,NA
2006-01,Manitoba,Business clients,80.6,NA
2006-01,Saskatchewan,"Total, all client groups",68.5,NA
2006-01,Saskatchewan,Leisure clients,71.7,NA
2006-01,Saskatchewan,Business clients,66.3,NA
2006-01,Alberta,"Total, all client groups",80.7,NA
2006-01,Alberta,Leisure clients,81.8,NA
2006-01,Alberta,Business clients,77,NA
2006-01,British Columbia Region,"Total, all client groups",80.8,NA
2006-01,British Columbia Region,Leisure clients,78.8,NA
2006-01,British Columbia Region,Business clients,81.7,NA
2006-01,British Columbia,"Total, all client groups",80.8,NA
2006-01,British Columbia,Leisure clients,78.8,NA
2006-01,British Columbia,Business clients,81.7,NA
2006-01,Territories,"Total, all client groups",82.1,NA
2006-01,Territories,Leisure clients,81.2,NA
2006-01,Territories,Business clients,82.6,NA
2006-01,Yukon,"Total, all client groups",83.8,NA
2006-01,Yukon,Leisure clients,80.5,NA
2006-01,Yukon,Business clients,86.6,NA
2006-01,Northwest Territories,"Total, all client groups",83.6,NA
2006-01,Northwest Territories,Leisure clients,86.8,NA
2006-01,Northwest Territories,Business clients,82.6,NA
2006-01,Nunavut,"Total, all client groups",77.4,NA
2006-01,Nunavut,Leisure clients,78.9,NA
2006-01,Nunavut,Business clients,77.3,NA
2006-04,Canada,"Total, all client groups",91.5,NA
2006-04,Canada,Leisure clients,92.2,NA
2006-04,Canada,Business clients,88.7,NA
2006-04,Atlantic Region,"Total, all client groups",85.9,NA
2006-04,Atlantic Region,Leisure clients,85.4,NA
2006-04,Atlantic Region,Business clients,85.8,NA
2006-04,Newfoundland and Labrador,"Total, all client groups",82.2,NA
2006-04,Newfoundland and Labrador,Leisure clients,75,NA
2006-04,Newfoundland and Labrador,Business clients,85.4,NA
2006-04,Prince Edward Island,"Total, all client groups",84.3,NA
2006-04,Prince Edward Island,Leisure clients,81.8,NA
2006-04,Prince Edward Island,Business clients,88,NA
2006-04,Nova Scotia,"Total, all client groups",89.1,NA
2006-04,Nova Scotia,Leisure clients,90.7,NA
2006-04,Nova Scotia,Business clients,87.7,NA
2006-04,New Brunswick,"Total, all client groups",86.1,NA
2006-04,New Brunswick,Leisure clients,89.2,NA
2006-04,New Brunswick,Business clients,84.2,NA
2006-04,Quebec Region,"Total, all client groups",92.9,NA
2006-04,Quebec Region,Leisure clients,88.6,NA
2006-04,Quebec Region,Business clients,94.7,NA
2006-04,Quebec,"Total, all client groups",92.9,NA
2006-04,Quebec,Leisure clients,88.6,NA
2006-04,Quebec,Business clients,94.7,NA
2006-04,Ontario Region,"Total, all client groups",98.3,NA
2006-04,Ontario Region,Leisure clients,104.7,NA
2006-04,Ontario Region,Business clients,93.7,NA
2006-04,Ontario,"Total, all client groups",98.3,NA
2006-04,Ontario,Leisure clients,104.7,NA
2006-04,Ontario,Business clients,93.7,NA
2006-04,Prairie Region,"Total, all client groups",82.2,NA
2006-04,Prairie Region,Leisure clients,82.8,NA
2006-04,Prairie Region,Business clients,78,NA
2006-04,Manitoba,"Total, all client groups",81.2,NA
2006-04,Manitoba,Leisure clients,79.8,NA
2006-04,Manitoba,Business clients,82,NA
2006-04,Saskatchewan,"Total, all client groups",68.6,NA
2006-04,Saskatchewan,Leisure clients,71.7,NA
2006-04,Saskatchewan,Business clients,66.4,NA
2006-04,Alberta,"Total, all client groups",85.6,NA
2006-04,Alberta,Leisure clients,87.2,NA
2006-04,Alberta,Business clients,80.5,NA
2006-04,British Columbia Region,"Total, all client groups",92.5,NA
2006-04,British Columbia Region,Leisure clients,90.2,NA
2006-04,British Columbia Region,Business clients,93,NA
2006-04,British Columbia,"Total, all client groups",92.5,NA
2006-04,British Columbia,Leisure clients,90.2,NA
2006-04,British Columbia,Business clients,93,NA
2006-04,Territories,"Total, all client groups",83.8,NA
2006-04,Territories,Leisure clients,84.5,NA
2006-04,Territories,Business clients,83.4,NA
2006-04,Yukon,"Total, all client groups",86.6,NA
2006-04,Yukon,Leisure clients,85.2,NA
2006-04,Yukon,Business clients,87.7,NA
2006-04,Northwest Territories,"Total, all client groups",82.9,NA
2006-04,Northwest Territories,Leisure clients,86.2,NA
2006-04,Northwest Territories,Business clients,81.8,NA
2006-04,Nunavut,"Total, all client groups",78.8,NA
2006-04,Nunavut,Leisure clients,77.9,NA
2006-04,Nunavut,Business clients,79.1,NA
2006-07,Canada,"Total, all client groups",101.1,NA
2006-07,Canada,Leisure clients,102.2,NA
2006-07,Canada,Business clients,96.9,NA
2006-07,Atlantic Region,"Total, all client groups",98.8,NA
2006-07,Atlantic Region,Leisure clients,102.3,NA
2006-07,Atlantic Region,Business clients,95.6,NA
2006-07,Newfoundland and Labrador,"Total, all client groups",90.2,NA
2006-07,Newfoundland and Labrador,Leisure clients,86.3,NA
2006-07,Newfoundland and Labrador,Business clients,91.8,NA
2006-07,Prince Edward Island,"Total, all client groups",116.8,NA
2006-07,Prince Edward Island,Leisure clients,118.7,NA
2006-07,Prince Edward Island,Business clients,112.6,NA
2006-07,Nova Scotia,"Total, all client groups",108.2,NA
2006-07,Nova Scotia,Leisure clients,109.6,NA
2006-07,Nova Scotia,Business clients,106.8,NA
2006-07,New Brunswick,"Total, all client groups",91.9,NA
2006-07,New Brunswick,Leisure clients,100.2,NA
2006-07,New Brunswick,Business clients,87,NA
2006-07,Quebec Region,"Total, all client groups",104,NA
2006-07,Quebec Region,Leisure clients,102.2,NA
2006-07,Quebec Region,Business clients,104.2,NA
2006-07,Quebec,"Total, all client groups",104,NA
2006-07,Quebec,Leisure clients,102.2,NA
2006-07,Quebec,Business clients,104.2,NA
2006-07,Ontario Region,"Total, all client groups",103.7,NA
2006-07,Ontario Region,Leisure clients,108.7,NA
2006-07,Ontario Region,Business clients,100.4,NA
2006-07,Ontario,"Total, all client groups",103.7,NA
2006-07,Ontario,Leisure clients,108.7,NA
2006-07,Ontario,Business clients,100.4,NA
2006-07,Prairie Region,"Total, all client groups",93.4,NA
2006-07,Prairie Region,Leisure clients,93.7,NA
2006-07,Prairie Region,Business clients,84.7,NA
2006-07,Manitoba,"Total, all client groups",82.8,NA
2006-07,Manitoba,Leisure clients,81.1,NA
2006-07,Manitoba,Business clients,83.8,NA
2006-07,Saskatchewan,"Total, all client groups",68.8,NA
2006-07,Saskatchewan,Leisure clients,73.6,NA
2006-07,Saskatchewan,Business clients,65.6,NA
2006-07,Alberta,"Total, all client groups",101.1,NA
2006-07,Alberta,Leisure clients,103.2,NA
2006-07,Alberta,Business clients,89.9,NA
2006-07,British Columbia Region,"Total, all client groups",105.4,NA
2006-07,British Columbia Region,Leisure clients,102.9,NA
2006-07,British Columbia Region,Business clients,105.5,NA
2006-07,British Columbia,"Total, all client groups",105.4,NA
2006-07,British Columbia,Leisure clients,102.9,NA
2006-07,British Columbia,Business clients,105.5,NA
2006-07,Territories,"Total, all client groups",85.2,NA
2006-07,Territories,Leisure clients,86.4,NA
2006-07,Territories,Business clients,84.6,NA
2006-07,Yukon,"Total, all client groups",88.7,NA
2006-07,Yukon,Leisure clients,87.4,NA
2006-07,Yukon,Business clients,89.8,NA
2006-07,Northwest Territories,"Total, all client groups",84.7,NA
2006-07,Northwest Territories,Leisure clients,86.9,NA
2006-07,Northwest Territories,Business clients,84,NA
2006-07,Nunavut,"Total, all client groups",78.2,NA
2006-07,Nunavut,Leisure clients,79.8,NA
2006-07,Nunavut,Business clients,78.1,NA
2006-10,Canada,"Total, all client groups",87.4,NA
2006-10,Canada,Leisure clients,87.4,NA
2006-10,Canada,Business clients,86.7,NA
2006-10,Atlantic Region,"Total, all client groups",82.2,NA
2006-10,Atlantic Region,Leisure clients,81.9,NA
2006-10,Atlantic Region,Business clients,81.9,NA
2006-10,Newfoundland and Labrador,"Total, all client groups",74.9,NA
2006-10,Newfoundland and Labrador,Leisure clients,72,NA
2006-10,Newfoundland and Labrador,Business clients,76.1,NA
2006-10,Prince Edward Island,"Total, all client groups",74.9,NA
2006-10,Prince Edward Island,Leisure clients,73.3,NA
2006-10,Prince Edward Island,Business clients,76.9,NA
2006-10,Nova Scotia,"Total, all client groups",89.3,NA
2006-10,Nova Scotia,Leisure clients,88.6,NA
2006-10,Nova Scotia,Business clients,89.3,NA
2006-10,New Brunswick,"Total, all client groups",83.1,NA
2006-10,New Brunswick,Leisure clients,86.3,NA
2006-10,New Brunswick,Business clients,81.2,NA
2006-10,Quebec Region,"Total, all client groups",89.5,NA
2006-10,Quebec Region,Leisure clients,88.3,NA
2006-10,Quebec Region,Business clients,89.5,NA
2006-10,Quebec,"Total, all client groups",89.5,NA
2006-10,Quebec,Leisure clients,88.3,NA
2006-10,Quebec,Business clients,89.5,NA
2006-10,Ontario Region,"Total, all client groups",92.1,NA
2006-10,Ontario Region,Leisure clients,94.7,NA
2006-10,Ontario Region,Business clients,90.3,NA
2006-10,Ontario,"Total, all client groups",92.1,NA
2006-10,Ontario,Leisure clients,94.7,NA
2006-10,Ontario,Business clients,90.3,NA
2006-10,Prairie Region,"Total, all client groups",84.2,NA
2006-10,Prairie Region,Leisure clients,83.5,NA
2006-10,Prairie Region,Business clients,83.5,NA
2006-10,Manitoba,"Total, all client groups",85.3,NA
2006-10,Manitoba,Leisure clients,85.6,NA
2006-10,Manitoba,Business clients,84.5,NA
2006-10,Saskatchewan,"Total, all client groups",72,NA
2006-10,Saskatchewan,Leisure clients,75.7,NA
2006-10,Saskatchewan,Business clients,69.4,NA
2006-10,Alberta,"Total, all client groups",86.9,NA
2006-10,Alberta,Leisure clients,85.5,NA
2006-10,Alberta,Business clients,87,NA
2006-10,British Columbia Region,"Total, all client groups",83.5,NA
2006-10,British Columbia Region,Leisure clients,82.1,NA
2006-10,British Columbia Region,Business clients,84.3,NA
2006-10,British Columbia,"Total, all client groups",83.5,NA
2006-10,British Columbia,Leisure clients,82.1,NA
2006-10,British Columbia,Business clients,84.3,NA
2006-10,Territories,"Total, all client groups",84.4,NA
2006-10,Territories,Leisure clients,85.6,NA
2006-10,Territories,Business clients,83.8,NA
2006-10,Yukon,"Total, all client groups",86.9,NA
2006-10,Yukon,Leisure clients,85.5,NA
2006-10,Yukon,Business clients,88,NA
2006-10,Northwest Territories,"Total, all client groups",83.5,NA
2006-10,Northwest Territories,Leisure clients,88.6,NA
2006-10,Northwest Territories,Business clients,81.9,NA
2006-10,Nunavut,"Total, all client groups",80.3,NA
2006-10,Nunavut,Leisure clients,82.8,NA
2006-10,Nunavut,Business clients,80,NA
2007-01,Canada,"Total, all client groups",88,NA
2007-01,Canada,Leisure clients,88.4,NA
2007-01,Canada,Business clients,86.7,NA
2007-01,Atlantic Region,"Total, all client groups",80.4,NA
2007-01,Atlantic Region,Leisure clients,81,NA
2007-01,Atlantic Region,Business clients,79.6,NA
2007-01,Newfoundland and Labrador,"Total, all client groups",72.3,NA
2007-01,Newfoundland and Labrador,Leisure clients,69.1,NA
2007-01,Newfoundland and Labrador,Business clients,73.6,NA
2007-01,Prince Edward Island,"Total, all client groups",76.5,NA
2007-01,Prince Edward Island,Leisure clients,75.7,NA
2007-01,Prince Edward Island,Business clients,77.3,NA
2007-01,Nova Scotia,"Total, all client groups",85.6,NA
2007-01,Nova Scotia,Leisure clients,86.8,NA
2007-01,Nova Scotia,Business clients,84.4,NA
2007-01,New Brunswick,"Total, all client groups",82.9,NA
2007-01,New Brunswick,Leisure clients,86.2,NA
2007-01,New Brunswick,Business clients,80.9,NA
2007-01,Quebec Region,"Total, all client groups",89.9,NA
2007-01,Quebec Region,Leisure clients,90.2,NA
2007-01,Quebec Region,Business clients,89.7,NA
2007-01,Quebec,"Total, all client groups",89.9,NA
2007-01,Quebec,Leisure clients,90.2,NA
2007-01,Quebec,Business clients,89.7,NA
2007-01,Ontario Region,"Total, all client groups",91.5,NA
2007-01,Ontario Region,Leisure clients,93.2,NA
2007-01,Ontario Region,Business clients,90.4,NA
2007-01,Ontario,"Total, all client groups",91.5,NA
2007-01,Ontario,Leisure clients,93.2,NA
2007-01,Ontario,Business clients,90.4,NA
2007-01,Prairie Region,"Total, all client groups",86.9,NA
2007-01,Prairie Region,Leisure clients,87.9,NA
2007-01,Prairie Region,Business clients,83.7,NA
2007-01,Manitoba,"Total, all client groups",84,NA
2007-01,Manitoba,Leisure clients,82.6,NA
2007-01,Manitoba,Business clients,84.7,NA
2007-01,Saskatchewan,"Total, all client groups",73.4,NA
2007-01,Saskatchewan,Leisure clients,76.9,NA
2007-01,Saskatchewan,Business clients,70.9,NA
2007-01,Alberta,"Total, all client groups",90.5,NA
2007-01,Alberta,Leisure clients,92.8,NA
2007-01,Alberta,Business clients,86.9,NA
2007-01,British Columbia Region,"Total, all client groups",84.3,NA
2007-01,British Columbia Region,Leisure clients,82.9,NA
2007-01,British Columbia Region,Business clients,84.5,NA
2007-01,British Columbia,"Total, all client groups",84.3,NA
2007-01,British Columbia,Leisure clients,82.9,NA
2007-01,British Columbia,Business clients,84.5,NA
2007-01,Territories,"Total, all client groups",86.4,NA
2007-01,Territories,Leisure clients,86.6,NA
2007-01,Territories,Business clients,86.3,NA
2007-01,Yukon,"Total, all client groups",88.5,NA
2007-01,Yukon,Leisure clients,86.1,NA
2007-01,Yukon,Business clients,90.5,NA
2007-01,Northwest Territories,"Total, all client groups",84.3,NA
2007-01,Northwest Territories,Leisure clients,88.4,NA
2007-01,Northwest Territories,Business clients,82.9,NA
2007-01,Nunavut,"Total, all client groups",84.2,NA
2007-01,Nunavut,Leisure clients,87.3,NA
2007-01,Nunavut,Business clients,83.9,NA
2007-04,Canada,"Total, all client groups",96,NA
2007-04,Canada,Leisure clients,95,NA
2007-04,Canada,Business clients,94.9,NA
2007-04,Atlantic Region,"Total, all client groups",90.3,NA
2007-04,Atlantic Region,Leisure clients,90.4,NA
2007-04,Atlantic Region,Business clients,89.5,NA
2007-04,Newfoundland and Labrador,"Total, all client groups",84.3,NA
2007-04,Newfoundland and Labrador,Leisure clients,78,NA
2007-04,Newfoundland and Labrador,Business clients,87.1,NA
2007-04,Prince Edward Island,"Total, all client groups",93.7,NA
2007-04,Prince Edward Island,Leisure clients,93.3,NA
2007-04,Prince Edward Island,Business clients,93.7,NA
2007-04,Nova Scotia,"Total, all client groups",95.8,NA
2007-04,Nova Scotia,Leisure clients,98.4,NA
2007-04,Nova Scotia,Business clients,93.6,NA
2007-04,New Brunswick,"Total, all client groups",88.7,NA
2007-04,New Brunswick,Leisure clients,90.6,NA
2007-04,New Brunswick,Business clients,87.6,NA
2007-04,Quebec Region,"Total, all client groups",94.7,NA
2007-04,Quebec Region,Leisure clients,91.7,NA
2007-04,Quebec Region,Business clients,95.6,NA
2007-04,Quebec,"Total, all client groups",94.7,NA
2007-04,Quebec,Leisure clients,91.7,NA
2007-04,Quebec,Business clients,95.6,NA
2007-04,Ontario Region,"Total, all client groups",99.7,NA
2007-04,Ontario Region,Leisure clients,100.4,NA
2007-04,Ontario Region,Business clients,99.3,NA
2007-04,Ontario,"Total, all client groups",99.7,NA
2007-04,Ontario,Leisure clients,100.4,NA
2007-04,Ontario,Business clients,99.3,NA
2007-04,Prairie Region,"Total, all client groups",91.3,NA
2007-04,Prairie Region,Leisure clients,91.1,NA
2007-04,Prairie Region,Business clients,88.2,NA
2007-04,Manitoba,"Total, all client groups",85,NA
2007-04,Manitoba,Leisure clients,83.6,NA
2007-04,Manitoba,Business clients,85.7,NA
2007-04,Saskatchewan,"Total, all client groups",74.4,NA
2007-04,Saskatchewan,Leisure clients,78.3,NA
2007-04,Saskatchewan,Business clients,71.7,NA
2007-04,Alberta,"Total, all client groups",96.4,NA
2007-04,Alberta,Leisure clients,97.1,NA
2007-04,Alberta,Business clients,93,NA
2007-04,British Columbia Region,"Total, all client groups",98.9,NA
2007-04,British Columbia Region,Leisure clients,96.6,NA
2007-04,British Columbia Region,Business clients,99.3,NA
2007-04,British Columbia,"Total, all client groups",98.9,NA
2007-04,British Columbia,Leisure clients,96.6,NA
2007-04,British Columbia,Business clients,99.3,NA
2007-04,Territories,"Total, all client groups",87.7,NA
2007-04,Territories,Leisure clients,87.2,NA
2007-04,Territories,Business clients,87.9,NA
2007-04,Yukon,"Total, all client groups",91.3,NA
2007-04,Yukon,Leisure clients,86.9,NA
2007-04,Yukon,Business clients,95.2,NA
2007-04,Northwest Territories,"Total, all client groups",83.8,NA
2007-04,Northwest Territories,Leisure clients,89,NA
2007-04,Northwest Territories,Business clients,82.1,NA
2007-04,Nunavut,"Total, all client groups",84.2,NA
2007-04,Nunavut,Leisure clients,87.3,NA
2007-04,Nunavut,Business clients,83.9,NA
2007-07,Canada,"Total, all client groups",103.6,NA
2007-07,Canada,Leisure clients,103.9,NA
2007-07,Canada,Business clients,100.3,NA
2007-07,Atlantic Region,"Total, all client groups",101.1,NA
2007-07,Atlantic Region,Leisure clients,105.4,NA
2007-07,Atlantic Region,Business clients,97.4,NA
2007-07,Newfoundland and Labrador,"Total, all client groups",89.6,NA
2007-07,Newfoundland and Labrador,Leisure clients,85.1,NA
2007-07,Newfoundland and Labrador,Business clients,91.5,NA
2007-07,Prince Edward Island,"Total, all client groups",123.8,NA
2007-07,Prince Edward Island,Leisure clients,127.1,NA
2007-07,Prince Edward Island,Business clients,117,NA
2007-07,Nova Scotia,"Total, all client groups",109.4,NA
2007-07,Nova Scotia,Leisure clients,114.8,NA
2007-07,Nova Scotia,Business clients,105.3,NA
2007-07,New Brunswick,"Total, all client groups",96.5,NA
2007-07,New Brunswick,Leisure clients,102.1,NA
2007-07,New Brunswick,Business clients,93.1,NA
2007-07,Quebec Region,"Total, all client groups",102.5,NA
2007-07,Quebec Region,Leisure clients,101.5,NA
2007-07,Quebec Region,Business clients,102.1,NA
2007-07,Quebec,"Total, all client groups",102.5,NA
2007-07,Quebec,Leisure clients,101.5,NA
2007-07,Quebec,Business clients,102.1,NA
2007-07,Ontario Region,"Total, all client groups",102.8,NA
2007-07,Ontario Region,Leisure clients,105.6,NA
2007-07,Ontario Region,Business clients,101.1,NA
2007-07,Ontario,"Total, all client groups",102.8,NA
2007-07,Ontario,Leisure clients,105.6,NA
2007-07,Ontario,Business clients,101.1,NA
2007-07,Prairie Region,"Total, all client groups",99.8,NA
2007-07,Prairie Region,Leisure clients,99.3,NA
2007-07,Prairie Region,Business clients,92.2,NA
2007-07,Manitoba,"Total, all client groups",86,NA
2007-07,Manitoba,Leisure clients,86.6,NA
2007-07,Manitoba,Business clients,85,NA
2007-07,Saskatchewan,"Total, all client groups",75.5,NA
2007-07,Saskatchewan,Leisure clients,80.6,NA
2007-07,Saskatchewan,Business clients,72,NA
2007-07,Alberta,"Total, all client groups",108,NA
2007-07,Alberta,Leisure clients,108.5,NA
2007-07,Alberta,Business clients,98.6,NA
2007-07,British Columbia Region,"Total, all client groups",112.5,NA
2007-07,British Columbia Region,Leisure clients,108.9,NA
2007-07,British Columbia Region,Business clients,113.2,NA
2007-07,British Columbia,"Total, all client groups",112.5,NA
2007-07,British Columbia,Leisure clients,108.9,NA
2007-07,British Columbia,Business clients,113.2,NA
2007-07,Territories,"Total, all client groups",89.4,NA
2007-07,Territories,Leisure clients,89.9,NA
2007-07,Territories,Business clients,89.1,NA
2007-07,Yukon,"Total, all client groups",92.9,NA
2007-07,Yukon,Leisure clients,90.2,NA
2007-07,Yukon,Business clients,95.3,NA
2007-07,Northwest Territories,"Total, all client groups",86.6,NA
2007-07,Northwest Territories,Leisure clients,90.3,NA
2007-07,Northwest Territories,Business clients,85.3,NA
2007-07,Nunavut,"Total, all client groups",84.9,NA
2007-07,Nunavut,Leisure clients,87.3,NA
2007-07,Nunavut,Business clients,84.7,NA
2007-10,Canada,"Total, all client groups",91.5,NA
2007-10,Canada,Leisure clients,90.5,NA
2007-10,Canada,Business clients,91.5,NA
2007-10,Atlantic Region,"Total, all client groups",85.5,NA
2007-10,Atlantic Region,Leisure clients,86.1,NA
2007-10,Atlantic Region,Business clients,84.6,NA
2007-10,Newfoundland and Labrador,"Total, all client groups",77.9,NA
2007-10,Newfoundland and Labrador,Leisure clients,74.9,NA
2007-10,Newfoundland and Labrador,Business clients,79.2,NA
2007-10,Prince Edward Island,"Total, all client groups",77.1,NA
2007-10,Prince Edward Island,Leisure clients,75.1,NA
2007-10,Prince Edward Island,Business clients,79.8,NA
2007-10,Nova Scotia,"Total, all client groups",92.2,NA
2007-10,Nova Scotia,Leisure clients,94,NA
2007-10,Nova Scotia,Business clients,90.6,NA
2007-10,New Brunswick,"Total, all client groups",87.1,NA
2007-10,New Brunswick,Leisure clients,91.2,NA
2007-10,New Brunswick,Business clients,84.6,NA
2007-10,Quebec Region,"Total, all client groups",90.2,NA
2007-10,Quebec Region,Leisure clients,88.3,NA
2007-10,Quebec Region,Business clients,90.4,NA
2007-10,Quebec,"Total, all client groups",90.2,NA
2007-10,Quebec,Leisure clients,88.3,NA
2007-10,Quebec,Business clients,90.4,NA
2007-10,Ontario Region,"Total, all client groups",96.6,NA
2007-10,Ontario Region,Leisure clients,96.1,NA
2007-10,Ontario Region,Business clients,96.9,NA
2007-10,Ontario,"Total, all client groups",96.6,NA
2007-10,Ontario,Leisure clients,96.1,NA
2007-10,Ontario,Business clients,96.9,NA
2007-10,Prairie Region,"Total, all client groups",88.5,NA
2007-10,Prairie Region,Leisure clients,88.9,NA
2007-10,Prairie Region,Business clients,87.7,NA
2007-10,Manitoba,"Total, all client groups",90.8,NA
2007-10,Manitoba,Leisure clients,89.1,NA
2007-10,Manitoba,Business clients,91.8,NA
2007-10,Saskatchewan,"Total, all client groups",74.8,NA
2007-10,Saskatchewan,Leisure clients,80.6,NA
2007-10,Saskatchewan,Business clients,70.8,NA
2007-10,Alberta,"Total, all client groups",91.3,NA
2007-10,Alberta,Leisure clients,91.5,NA
2007-10,Alberta,Business clients,91.5,NA
2007-10,British Columbia Region,"Total, all client groups",90.1,NA
2007-10,British Columbia Region,Leisure clients,87.5,NA
2007-10,British Columbia Region,Business clients,91.2,NA
2007-10,British Columbia,"Total, all client groups",90.1,NA
2007-10,British Columbia,Leisure clients,87.5,NA
2007-10,British Columbia,Business clients,91.2,NA
2007-10,Territories,"Total, all client groups",86.8,NA
2007-10,Territories,Leisure clients,87.1,NA
2007-10,Territories,Business clients,86.7,NA
2007-10,Yukon,"Total, all client groups",87.9,NA
2007-10,Yukon,Leisure clients,86.4,NA
2007-10,Yukon,Business clients,89,NA
2007-10,Northwest Territories,"Total, all client groups",86.8,NA
2007-10,Northwest Territories,Leisure clients,90.3,NA
2007-10,Northwest Territories,Business clients,85.7,NA
2007-10,Nunavut,"Total, all client groups",84.9,NA
2007-10,Nunavut,Leisure clients,87.3,NA
2007-10,Nunavut,Business clients,84.7,NA
2008-01,Canada,"Total, all client groups",90.9,NA
