REF_DATE,GEO,Client groups,VALUE,STATUS
2010-04,British Columbia,Business clients,96,NA
2010-04,Territories,"Total, all client groups",91.9,NA
2010-04,Territories,Leisure clients,92.2,NA
2010-04,Territories,Business clients,91.9,NA
2010-04,Yukon,"Total, all client groups",92.8,NA
2010-04,Yukon,Leisure clients,91,NA
2010-04,Yukon,Business clients,94.3,NA
2010-04,Northwest Territories,"Total, all client groups",90.9,NA
2010-04,Northwest Territories,Leisure clients,93.8,NA
2010-04,Northwest Territories,Business clients,89.9,NA
2010-04,Nunavut,"Total, all client groups",91.4,NA
2010-04,Nunavut,Leisure clients,98.2,NA
2010-04,Nunavut,Business clients,90.5,NA
2010-07,Canada,"Total, all client groups",102.5,NA
2010-07,Canada,Leisure clients,103.9,NA
2010-07,Canada,Business clients,99.7,NA
2010-07,Atlantic Region,"Total, all client groups",105.2,NA
2010-07,Atlantic Region,Leisure clients,111.4,NA
2010-07,Atlantic Region,Business clients,100.5,NA
2010-07,Newfoundland and Labrador,"Total, all client groups",93.5,NA
2010-07,Newfoundland and Labrador,Leisure clients,94.3,NA
2010-07,Newfoundland and Labrador,Business clients,92.8,NA
2010-07,Prince Edward Island,"Total, all client groups",121.7,NA
2010-07,Prince Edward Island,Leisure clients,124.2,NA
2010-07,Prince Edward Island,Business clients,116.4,NA
2010-07,Nova Scotia,"Total, all client groups",110.7,NA
2010-07,Nova Scotia,Leisure clients,117.4,NA
2010-07,Nova Scotia,Business clients,105.7,NA
2010-07,New Brunswick,"Total, all client groups",105,NA
2010-07,New Brunswick,Leisure clients,112.7,NA
2010-07,New Brunswick,Business clients,100.5,NA
2010-07,Quebec Region,"Total, all client groups",104.8,NA
2010-07,Quebec Region,Leisure clients,105.1,NA
2010-07,Quebec Region,Business clients,104.2,NA
2010-07,Quebec,"Total, all client groups",104.8,NA
2010-07,Quebec,Leisure clients,105.1,NA
2010-07,Quebec,Business clients,104.2,NA
2010-07,Ontario Region,"Total, all client groups",101.7,NA
2010-07,Ontario Region,Leisure clients,103.7,NA
2010-07,Ontario Region,Business clients,100.6,NA
2010-07,Ontario,"Total, all client groups",101.7,NA
2010-07,Ontario,Leisure clients,103.7,NA
2010-07,Ontario,Business clients,100.6,NA
2010-07,Prairie Region,"Total, all client groups",97.7,NA
2010-07,Prairie Region,Leisure clients,98.4,NA
2010-07,Prairie Region,Business clients,92.1,NA
2010-07,Manitoba,"Total, all client groups",101.5,NA
2010-07,Manitoba,Leisure clients,99.4,NA
2010-07,Manitoba,Business clients,102.9,NA
2010-07,Saskatchewan,"Total, all client groups",90.1,NA
2010-07,Saskatchewan,Leisure clients,91.7,NA
2010-07,Saskatchewan,Business clients,88.8,NA
2010-07,Alberta,"Total, all client groups",98.8,NA
2010-07,Alberta,Leisure clients,100.3,NA
2010-07,Alberta,Business clients,91.4,NA
2010-07,British Columbia Region,"Total, all client groups",107.1,NA
2010-07,British Columbia Region,Leisure clients,106.9,NA
2010-07,British Columbia Region,Business clients,106.5,NA
2010-07,British Columbia,"Total, all client groups",107.1,NA
2010-07,British Columbia,Leisure clients,106.9,NA
2010-07,British Columbia,Business clients,106.5,NA
2010-07,Territories,"Total, all client groups",97.6,NA
2010-07,Territories,Leisure clients,98.2,NA
2010-07,Territories,Business clients,97.3,NA
2010-07,Yukon,"Total, all client groups",100.9,NA
2010-07,Yukon,Leisure clients,97.4,NA
2010-07,Yukon,Business clients,103.9,NA
2010-07,Northwest Territories,"Total, all client groups",95.5,NA
2010-07,Northwest Territories,Leisure clients,102.2,NA
2010-07,Northwest Territories,Business clients,93.5,NA
2010-07,Nunavut,"Total, all client groups",93,NA
2010-07,Nunavut,Leisure clients,98.2,NA
2010-07,Nunavut,Business clients,92.4,NA
2010-10,Canada,"Total, all client groups",92.7,NA
2010-10,Canada,Leisure clients,92.1,NA
2010-10,Canada,Business clients,93,NA
2010-10,Atlantic Region,"Total, all client groups",92.6,NA
2010-10,Atlantic Region,Leisure clients,93.9,NA
2010-10,Atlantic Region,Business clients,91.5,NA
2010-10,Newfoundland and Labrador,"Total, all client groups",84.6,NA
2010-10,Newfoundland and Labrador,Leisure clients,85.2,NA
2010-10,Newfoundland and Labrador,Business clients,84.1,NA
2010-10,Prince Edward Island,"Total, all client groups",86.4,NA
2010-10,Prince Edward Island,Leisure clients,85.3,NA
2010-10,Prince Edward Island,Business clients,87.5,NA
2010-10,Nova Scotia,"Total, all client groups",94.4,NA
2010-10,Nova Scotia,Leisure clients,96.6,NA
2010-10,Nova Scotia,Business clients,92.4,NA
2010-10,New Brunswick,"Total, all client groups",98.8,NA
2010-10,New Brunswick,Leisure clients,101.2,NA
2010-10,New Brunswick,Business clients,97.3,NA
2010-10,Quebec Region,"Total, all client groups",95,NA
2010-10,Quebec Region,Leisure clients,94.2,NA
2010-10,Quebec Region,Business clients,95.1,NA
2010-10,Quebec,"Total, all client groups",95,NA
2010-10,Quebec,Leisure clients,94.2,NA
2010-10,Quebec,Business clients,95.1,NA
2010-10,Ontario Region,"Total, all client groups",95.8,NA
2010-10,Ontario Region,Leisure clients,94.9,NA
2010-10,Ontario Region,Business clients,96.4,NA
2010-10,Ontario,"Total, all client groups",95.8,NA
2010-10,Ontario,Leisure clients,94.9,NA
2010-10,Ontario,Business clients,96.4,NA
2010-10,Prairie Region,"Total, all client groups",90.9,NA
2010-10,Prairie Region,Leisure clients,90.7,NA
2010-10,Prairie Region,Business clients,91,NA
2010-10,Manitoba,"Total, all client groups",100.2,NA
2010-10,Manitoba,Leisure clients,97.9,NA
2010-10,Manitoba,Business clients,101.6,NA
2010-10,Saskatchewan,"Total, all client groups",91.5,NA
2010-10,Saskatchewan,Leisure clients,94.1,NA
2010-10,Saskatchewan,Business clients,89.7,NA
2010-10,Alberta,"Total, all client groups",89.1,NA
2010-10,Alberta,Leisure clients,87.8,NA
2010-10,Alberta,Business clients,89.8,NA
2010-10,British Columbia Region,"Total, all client groups",87.4,NA
2010-10,British Columbia Region,Leisure clients,86.7,NA
2010-10,British Columbia Region,Business clients,88.1,NA
2010-10,British Columbia,"Total, all client groups",87.4,NA
2010-10,British Columbia,Leisure clients,86.7,NA
2010-10,British Columbia,Business clients,88.1,NA
2010-10,Territories,"Total, all client groups",91,NA
2010-10,Territories,Leisure clients,90.7,NA
2010-10,Territories,Business clients,91.2,NA
2010-10,Yukon,"Total, all client groups",87.7,NA
2010-10,Yukon,Leisure clients,87.9,NA
2010-10,Yukon,Business clients,87.4,NA
2010-10,Northwest Territories,"Total, all client groups",95.5,NA
2010-10,Northwest Territories,Leisure clients,99,NA
2010-10,Northwest Territories,Business clients,94.3,NA
2010-10,Nunavut,"Total, all client groups",93.7,NA
2010-10,Nunavut,Leisure clients,98.2,NA
2010-10,Nunavut,Business clients,93.2,NA
2011-01,Canada,"Total, all client groups",91.8,NA
2011-01,Canada,Leisure clients,92,NA
2011-01,Canada,Business clients,91.5,NA
2011-01,Atlantic Region,"Total, all client groups",91.2,NA
2011-01,Atlantic Region,Leisure clients,91.5,NA
2011-01,Atlantic Region,Business clients,90.6,NA
2011-01,Newfoundland and Labrador,"Total, all client groups",82.9,NA
2011-01,Newfoundland and Labrador,Leisure clients,82.3,NA
2011-01,Newfoundland and Labrador,Business clients,82.9,NA
2011-01,Prince Edward Island,"Total, all client groups",85.7,NA
2011-01,Prince Edward Island,Leisure clients,86.2,NA
2011-01,Prince Edward Island,Business clients,84.2,NA
2011-01,Nova Scotia,"Total, all client groups",93,NA
2011-01,Nova Scotia,Leisure clients,94.5,NA
2011-01,Nova Scotia,Business clients,91.5,NA
2011-01,New Brunswick,"Total, all client groups",97.3,NA
2011-01,New Brunswick,Leisure clients,97.6,NA
2011-01,New Brunswick,Business clients,97,NA
2011-01,Quebec Region,"Total, all client groups",95.9,NA
2011-01,Quebec Region,Leisure clients,97,NA
2011-01,Quebec Region,Business clients,95.4,NA
2011-01,Quebec,"Total, all client groups",95.9,NA
2011-01,Quebec,Leisure clients,97,NA
2011-01,Quebec,Business clients,95.4,NA
2011-01,Ontario Region,"Total, all client groups",92.8,NA
2011-01,Ontario Region,Leisure clients,92.6,NA
2011-01,Ontario Region,Business clients,93,NA
2011-01,Ontario,"Total, all client groups",92.8,NA
2011-01,Ontario,Leisure clients,92.6,NA
2011-01,Ontario,Business clients,93,NA
2011-01,Prairie Region,"Total, all client groups",91.5,NA
2011-01,Prairie Region,Leisure clients,92.7,NA
2011-01,Prairie Region,Business clients,90.1,NA
2011-01,Manitoba,"Total, all client groups",97.8,NA
2011-01,Manitoba,Leisure clients,96.1,NA
2011-01,Manitoba,Business clients,98.8,NA
2011-01,Saskatchewan,"Total, all client groups",92.8,NA
2011-01,Saskatchewan,Leisure clients,93.7,NA
2011-01,Saskatchewan,Business clients,92,NA
2011-01,Alberta,"Total, all client groups",90,NA
2011-01,Alberta,Leisure clients,91.5,NA
2011-01,Alberta,Business clients,88.3,NA
2011-01,British Columbia Region,"Total, all client groups",86.8,NA
2011-01,British Columbia Region,Leisure clients,86,NA
2011-01,British Columbia Region,Business clients,86.9,NA
2011-01,British Columbia,"Total, all client groups",86.8,NA
2011-01,British Columbia,Leisure clients,86,NA
2011-01,British Columbia,Business clients,86.9,NA
2011-01,Territories,"Total, all client groups",91.7,NA
2011-01,Territories,Leisure clients,90.2,NA
2011-01,Territories,Business clients,92.5,NA
2011-01,Yukon,"Total, all client groups",89,NA
2011-01,Yukon,Leisure clients,86.5,NA
2011-01,Yukon,Business clients,91.1,NA
2011-01,Northwest Territories,"Total, all client groups",95.4,NA
2011-01,Northwest Territories,Leisure clients,102.5,NA
2011-01,Northwest Territories,Business clients,93.3,NA
2011-01,Nunavut,"Total, all client groups",94.2,NA
2011-01,Nunavut,Leisure clients,98.2,NA
2011-01,Nunavut,Business clients,93.7,NA
2011-04,Canada,"Total, all client groups",96.7,NA
2011-04,Canada,Leisure clients,96,NA
2011-04,Canada,Business clients,96,NA
2011-04,Atlantic Region,"Total, all client groups",97.3,NA
2011-04,Atlantic Region,Leisure clients,98.8,NA
2011-04,Atlantic Region,Business clients,95.8,NA
2011-04,Newfoundland and Labrador,"Total, all client groups",92.1,NA
2011-04,Newfoundland and Labrador,Leisure clients,89.9,NA
2011-04,Newfoundland and Labrador,Business clients,92.9,NA
2011-04,Prince Edward Island,"Total, all client groups",102.3,NA
2011-04,Prince Edward Island,Leisure clients,105.4,NA
2011-04,Prince Edward Island,Business clients,96.1,NA
2011-04,Nova Scotia,"Total, all client groups",100.7,NA
2011-04,Nova Scotia,Leisure clients,102.7,NA
2011-04,Nova Scotia,Business clients,98.8,NA
2011-04,New Brunswick,"Total, all client groups",96.8,NA
2011-04,New Brunswick,Leisure clients,98.7,NA
2011-04,New Brunswick,Business clients,95.5,NA
2011-04,Quebec Region,"Total, all client groups",97.2,NA
2011-04,Quebec Region,Leisure clients,94.7,NA
2011-04,Quebec Region,Business clients,98.1,NA
2011-04,Quebec,"Total, all client groups",97.2,NA
2011-04,Quebec,Leisure clients,94.7,NA
2011-04,Quebec,Business clients,98.1,NA
2011-04,Ontario Region,"Total, all client groups",96.3,NA
2011-04,Ontario Region,Leisure clients,95.5,NA
2011-04,Ontario Region,Business clients,96.9,NA
2011-04,Ontario,"Total, all client groups",96.3,NA
2011-04,Ontario,Leisure clients,95.5,NA
2011-04,Ontario,Business clients,96.9,NA
2011-04,Prairie Region,"Total, all client groups",95.4,NA
2011-04,Prairie Region,Leisure clients,95.2,NA
2011-04,Prairie Region,Business clients,92.9,NA
2011-04,Manitoba,"Total, all client groups",99.5,NA
2011-04,Manitoba,Leisure clients,97.4,NA
2011-04,Manitoba,Business clients,100.8,NA
2011-04,Saskatchewan,"Total, all client groups",93.5,NA
2011-04,Saskatchewan,Leisure clients,93.7,NA
2011-04,Saskatchewan,Business clients,93.1,NA
2011-04,Alberta,"Total, all client groups",95.1,NA
2011-04,Alberta,Leisure clients,95.1,NA
2011-04,Alberta,Business clients,91.7,NA
2011-04,British Columbia Region,"Total, all client groups",98.4,NA
2011-04,British Columbia Region,Leisure clients,97.7,NA
2011-04,British Columbia Region,Business clients,97.9,NA
2011-04,British Columbia,"Total, all client groups",98.4,NA
2011-04,British Columbia,Leisure clients,97.7,NA
2011-04,British Columbia,Business clients,97.9,NA
2011-04,Territories,"Total, all client groups",97.4,NA
2011-04,Territories,Leisure clients,96,NA
2011-04,Territories,Business clients,98.1,NA
2011-04,Yukon,"Total, all client groups",96.8,NA
2011-04,Yukon,Leisure clients,93.8,NA
2011-04,Yukon,Business clients,99.4,NA
2011-04,Northwest Territories,"Total, all client groups",99.2,NA
2011-04,Northwest Territories,Leisure clients,104.7,NA
2011-04,Northwest Territories,Business clients,97.4,NA
2011-04,Nunavut,"Total, all client groups",97.1,NA
2011-04,Nunavut,Leisure clients,98.8,NA
2011-04,Nunavut,Business clients,97,NA
2011-07,Canada,"Total, all client groups",105,NA
2011-07,Canada,Leisure clients,105.8,NA
2011-07,Canada,Business clients,102.3,NA
2011-07,Atlantic Region,"Total, all client groups",105.3,NA
2011-07,Atlantic Region,Leisure clients,109.6,NA
2011-07,Atlantic Region,Business clients,101.8,NA
2011-07,Newfoundland and Labrador,"Total, all client groups",99.6,NA
2011-07,Newfoundland and Labrador,Leisure clients,98.9,NA
2011-07,Newfoundland and Labrador,Business clients,99.6,NA
2011-07,Prince Edward Island,"Total, all client groups",116.2,NA
2011-07,Prince Edward Island,Leisure clients,120.8,NA
2011-07,Prince Edward Island,Business clients,107.3,NA
2011-07,Nova Scotia,"Total, all client groups",109.7,NA
2011-07,Nova Scotia,Leisure clients,115.7,NA
2011-07,Nova Scotia,Business clients,105.2,NA
2011-07,New Brunswick,"Total, all client groups",102.6,NA
2011-07,New Brunswick,Leisure clients,107,NA
2011-07,New Brunswick,Business clients,99.9,NA
2011-07,Quebec Region,"Total, all client groups",106.9,NA
2011-07,Quebec Region,Leisure clients,107.6,NA
2011-07,Quebec Region,Business clients,104.9,NA
2011-07,Quebec,"Total, all client groups",106.9,NA
2011-07,Quebec,Leisure clients,107.6,NA
2011-07,Quebec,Business clients,104.9,NA
2011-07,Ontario Region,"Total, all client groups",104.3,NA
2011-07,Ontario Region,Leisure clients,106.2,NA
2011-07,Ontario Region,Business clients,103.2,NA
2011-07,Ontario,"Total, all client groups",104.3,NA
2011-07,Ontario,Leisure clients,106.2,NA
2011-07,Ontario,Business clients,103.2,NA
2011-07,Prairie Region,"Total, all client groups",99,NA
2011-07,Prairie Region,Leisure clients,99.8,NA
2011-07,Prairie Region,Business clients,93.9,NA
2011-07,Manitoba,"Total, all client groups",99.6,NA
2011-07,Manitoba,Leisure clients,99.1,NA
2011-07,Manitoba,Business clients,99.5,NA
2011-07,Saskatchewan,"Total, all client groups",93.5,NA
2011-07,Saskatchewan,Leisure clients,95.9,NA
2011-07,Saskatchewan,Business clients,91.8,NA
2011-07,Alberta,"Total, all client groups",100.1,NA
2011-07,Alberta,Leisure clients,101.3,NA
2011-07,Alberta,Business clients,93.6,NA
2011-07,British Columbia Region,"Total, all client groups",112,NA
2011-07,British Columbia Region,Leisure clients,109.3,NA
2011-07,British Columbia Region,Business clients,113.6,NA
2011-07,British Columbia,"Total, all client groups",112,NA
2011-07,British Columbia,Leisure clients,109.3,NA
2011-07,British Columbia,Business clients,113.6,NA
2011-07,Territories,"Total, all client groups",101.1,NA
2011-07,Territories,Leisure clients,100.5,NA
2011-07,Territories,Business clients,101.4,NA
2011-07,Yukon,"Total, all client groups",104.2,NA
2011-07,Yukon,Leisure clients,100.2,NA
2011-07,Yukon,Business clients,107.7,NA
2011-07,Northwest Territories,"Total, all client groups",98.8,NA
2011-07,Northwest Territories,Leisure clients,103.5,NA
2011-07,Northwest Territories,Business clients,97.2,NA
2011-07,Nunavut,"Total, all client groups",97.1,NA
2011-07,Nunavut,Leisure clients,98.8,NA
2011-07,Nunavut,Business clients,97,NA
2011-10,Canada,"Total, all client groups",94.8,NA
2011-10,Canada,Leisure clients,93.3,NA
2011-10,Canada,Business clients,95.7,NA
2011-10,Atlantic Region,"Total, all client groups",94.1,NA
2011-10,Atlantic Region,Leisure clients,94.8,NA
2011-10,Atlantic Region,Business clients,93.3,NA
2011-10,Newfoundland and Labrador,"Total, all client groups",90.8,NA
2011-10,Newfoundland and Labrador,Leisure clients,91.4,NA
2011-10,Newfoundland and Labrador,Business clients,90.3,NA
2011-10,Prince Edward Island,"Total, all client groups",87.2,NA
2011-10,Prince Edward Island,Leisure clients,89.6,NA
2011-10,Prince Edward Island,Business clients,82.2,NA
2011-10,Nova Scotia,"Total, all client groups",95.4,NA
2011-10,Nova Scotia,Leisure clients,96.7,NA
2011-10,Nova Scotia,Business clients,94,NA
2011-10,New Brunswick,"Total, all client groups",97.1,NA
2011-10,New Brunswick,Leisure clients,97.6,NA
2011-10,New Brunswick,Business clients,96.7,NA
2011-10,Quebec Region,"Total, all client groups",95.6,NA
2011-10,Quebec Region,Leisure clients,94.3,NA
2011-10,Quebec Region,Business clients,95.8,NA
2011-10,Quebec,"Total, all client groups",95.6,NA
2011-10,Quebec,Leisure clients,94.3,NA
2011-10,Quebec,Business clients,95.8,NA
2011-10,Ontario Region,"Total, all client groups",99.3,NA
2011-10,Ontario Region,Leisure clients,97.4,NA
2011-10,Ontario Region,Business clients,100.6,NA
2011-10,Ontario,"Total, all client groups",99.3,NA
2011-10,Ontario,Leisure clients,97.4,NA
2011-10,Ontario,Business clients,100.6,NA
2011-10,Prairie Region,"Total, all client groups",92.7,NA
2011-10,Prairie Region,Leisure clients,92,NA
2011-10,Prairie Region,Business clients,92.9,NA
2011-10,Manitoba,"Total, all client groups",97.6,NA
2011-10,Manitoba,Leisure clients,98.1,NA
2011-10,Manitoba,Business clients,96.6,NA
2011-10,Saskatchewan,"Total, all client groups",93.8,NA
2011-10,Saskatchewan,Leisure clients,94.9,NA
2011-10,Saskatchewan,Business clients,92.9,NA
2011-10,Alberta,"Total, all client groups",91.5,NA
2011-10,Alberta,Leisure clients,89.5,NA
2011-10,Alberta,Business clients,92.4,NA
2011-10,British Columbia Region,"Total, all client groups",88.9,NA
2011-10,British Columbia Region,Leisure clients,87.2,NA
2011-10,British Columbia Region,Business clients,90.7,NA
2011-10,British Columbia,"Total, all client groups",88.9,NA
2011-10,British Columbia,Leisure clients,87.2,NA
2011-10,British Columbia,Business clients,90.7,NA
2011-10,Territories,"Total, all client groups",95.3,NA
2011-10,Territories,Leisure clients,95.1,NA
2011-10,Territories,Business clients,95.3,NA
2011-10,Yukon,"Total, all client groups",93.6,NA
2011-10,Yukon,Leisure clients,93.9,NA
2011-10,Yukon,Business clients,93,NA
2011-10,Northwest Territories,"Total, all client groups",94.8,NA
2011-10,Northwest Territories,Leisure clients,98.2,NA
2011-10,Northwest Territories,Business clients,93.6,NA
2011-10,Nunavut,"Total, all client groups",99.8,NA
2011-10,Nunavut,Leisure clients,98.6,NA
2011-10,Nunavut,Business clients,100.2,NA
2012-01,Canada,"Total, all client groups",93.6,NA
2012-01,Canada,Leisure clients,92.8,NA
2012-01,Canada,Business clients,94.2,NA
2012-01,Atlantic Region,"Total, all client groups",91.8,NA
2012-01,Atlantic Region,Leisure clients,92,NA
2012-01,Atlantic Region,Business clients,91.6,NA
2012-01,Newfoundland and Labrador,"Total, all client groups",89.1,NA
2012-01,Newfoundland and Labrador,Leisure clients,90.1,NA
2012-01,Newfoundland and Labrador,Business clients,88.5,NA
2012-01,Prince Edward Island,"Total, all client groups",82.6,NA
2012-01,Prince Edward Island,Leisure clients,83.5,NA
2012-01,Prince Edward Island,Business clients,80.5,NA
2012-01,Nova Scotia,"Total, all client groups",91.8,NA
2012-01,Nova Scotia,Leisure clients,93.1,NA
2012-01,Nova Scotia,Business clients,90.8,NA
2012-01,New Brunswick,"Total, all client groups",96.2,NA
2012-01,New Brunswick,Leisure clients,96,NA
2012-01,New Brunswick,Business clients,96.3,NA
2012-01,Quebec Region,"Total, all client groups",94.3,NA
2012-01,Quebec Region,Leisure clients,95.1,NA
2012-01,Quebec Region,Business clients,93.5,NA
2012-01,Quebec,"Total, all client groups",94.3,NA
2012-01,Quebec,Leisure clients,95.1,NA
2012-01,Quebec,Business clients,93.5,NA
2012-01,Ontario Region,"Total, all client groups",95.9,NA
2012-01,Ontario Region,Leisure clients,93.7,NA
2012-01,Ontario Region,Business clients,97.5,NA
2012-01,Ontario,"Total, all client groups",95.9,NA
2012-01,Ontario,Leisure clients,93.7,NA
2012-01,Ontario,Business clients,97.5,NA
2012-01,Prairie Region,"Total, all client groups",93.7,NA
2012-01,Prairie Region,Leisure clients,94.1,NA
2012-01,Prairie Region,Business clients,93.4,NA
2012-01,Manitoba,"Total, all client groups",95.6,NA
2012-01,Manitoba,Leisure clients,96.6,NA
2012-01,Manitoba,Business clients,94.4,NA
2012-01,Saskatchewan,"Total, all client groups",96,NA
2012-01,Saskatchewan,Leisure clients,94.6,NA
2012-01,Saskatchewan,Business clients,97.1,NA
2012-01,Alberta,"Total, all client groups",92.7,NA
2012-01,Alberta,Leisure clients,93.2,NA
2012-01,Alberta,Business clients,92.3,NA
2012-01,British Columbia Region,"Total, all client groups",89,NA
2012-01,British Columbia Region,Leisure clients,87.9,NA
2012-01,British Columbia Region,Business clients,90.2,NA
2012-01,British Columbia,"Total, all client groups",89,NA
2012-01,British Columbia,Leisure clients,87.9,NA
2012-01,British Columbia,Business clients,90.2,NA
2012-01,Territories,"Total, all client groups",96.9,NA
2012-01,Territories,Leisure clients,96,NA
2012-01,Territories,Business clients,97.7,NA
2012-01,Yukon,"Total, all client groups",94.4,NA
2012-01,Yukon,Leisure clients,93.5,NA
2012-01,Yukon,Business clients,95.7,NA
2012-01,Northwest Territories,"Total, all client groups",98.8,NA
2012-01,Northwest Territories,Leisure clients,103.1,NA
2012-01,Northwest Territories,Business clients,97.2,NA
2012-01,Nunavut,"Total, all client groups",101.3,NA
2012-01,Nunavut,Leisure clients,102.6,NA
2012-01,Nunavut,Business clients,100.9,NA
2012-04,Canada,"Total, all client groups",99.4,NA
2012-04,Canada,Leisure clients,98.7,NA
2012-04,Canada,Business clients,100,NA
2012-04,Atlantic Region,"Total, all client groups",98.6,NA
2012-04,Atlantic Region,Leisure clients,98.5,NA
2012-04,Atlantic Region,Business clients,98.7,NA
2012-04,Newfoundland and Labrador,"Total, all client groups",102.1,NA
2012-04,Newfoundland and Labrador,Leisure clients,99,NA
2012-04,Newfoundland and Labrador,Business clients,104,NA
2012-04,Prince Edward Island,"Total, all client groups",93.3,NA
2012-04,Prince Edward Island,Leisure clients,95.2,NA
2012-04,Prince Edward Island,Business clients,88.8,NA
2012-04,Nova Scotia,"Total, all client groups",97.6,NA
2012-04,Nova Scotia,Leisure clients,99.2,NA
2012-04,Nova Scotia,Business clients,96.3,NA
2012-04,New Brunswick,"Total, all client groups",98.1,NA
2012-04,New Brunswick,Leisure clients,98.8,NA
2012-04,New Brunswick,Business clients,97.6,NA
2012-04,Quebec Region,"Total, all client groups",99.3,NA
2012-04,Quebec Region,Leisure clients,97.4,NA
2012-04,Quebec Region,Business clients,101.2,NA
2012-04,Quebec,"Total, all client groups",99.3,NA
2012-04,Quebec,Leisure clients,97.4,NA
2012-04,Quebec,Business clients,101.2,NA
2012-04,Ontario Region,"Total, all client groups",100,NA
2012-04,Ontario Region,Leisure clients,99.8,NA
2012-04,Ontario Region,Business clients,100.2,NA
2012-04,Ontario,"Total, all client groups",100,NA
2012-04,Ontario,Leisure clients,99.8,NA
2012-04,Ontario,Business clients,100.2,NA
2012-04,Prairie Region,"Total, all client groups",98.6,NA
2012-04,Prairie Region,Leisure clients,97.6,NA
2012-04,Prairie Region,Business clients,99.3,NA
2012-04,Manitoba,"Total, all client groups",98.7,NA
2012-04,Manitoba,Leisure clients,98.6,NA
2012-04,Manitoba,Business clients,98.9,NA
2012-04,Saskatchewan,"Total, all client groups",98.3,NA
2012-04,Saskatchewan,Leisure clients,95.7,NA
2012-04,Saskatchewan,Business clients,100.3,NA
2012-04,Alberta,"Total, all client groups",98.7,NA
2012-04,Alberta,Leisure clients,97.9,NA
2012-04,Alberta,Business clients,99.2,NA
2012-04,British Columbia Region,"Total, all client groups",99.6,NA
2012-04,British Columbia Region,Leisure clients,99.4,NA
2012-04,British Columbia Region,Business clients,99.8,NA
2012-04,British Columbia,"Total, all client groups",99.6,NA
2012-04,British Columbia,Leisure clients,99.4,NA
2012-04,British Columbia,Business clients,99.8,NA
2012-04,Territories,"Total, all client groups",101,NA
2012-04,Territories,Leisure clients,100.9,NA
2012-04,Territories,Business clients,101.1,NA
2012-04,Yukon,"Total, all client groups",101.1,NA
2012-04,Yukon,Leisure clients,100.1,NA
2012-04,Yukon,Business clients,102.5,NA
2012-04,Northwest Territories,"Total, all client groups",100.4,NA
2012-04,Northwest Territories,Leisure clients,103.6,NA
2012-04,Northwest Territories,Business clients,99.3,NA
2012-04,Nunavut,"Total, all client groups",101.6,NA
2012-04,Nunavut,Leisure clients,103.1,NA
2012-04,Nunavut,Business clients,101.2,NA
2012-07,Canada,"Total, all client groups",105.6,NA
2012-07,Canada,Leisure clients,107.8,NA
2012-07,Canada,Business clients,103.7,NA
2012-07,Atlantic Region,"Total, all client groups",108.7,NA
2012-07,Atlantic Region,Leisure clients,110,NA
2012-07,Atlantic Region,Business clients,107.7,NA
2012-07,Newfoundland and Labrador,"Total, all client groups",106,NA
2012-07,Newfoundland and Labrador,Leisure clients,104.9,NA
2012-07,Newfoundland and Labrador,Business clients,106.7,NA
2012-07,Prince Edward Island,"Total, all client groups",121.6,NA
2012-07,Prince Edward Island,Leisure clients,120.8,NA
2012-07,Prince Edward Island,Business clients,123.5,NA
2012-07,Nova Scotia,"Total, all client groups",111.4,NA
2012-07,Nova Scotia,Leisure clients,113.8,NA
2012-07,Nova Scotia,Business clients,109.4,NA
2012-07,New Brunswick,"Total, all client groups",105.2,NA
2012-07,New Brunswick,Leisure clients,105.6,NA
2012-07,New Brunswick,Business clients,105,NA
2012-07,Quebec Region,"Total, all client groups",106.7,NA
2012-07,Quebec Region,Leisure clients,107.7,NA
2012-07,Quebec Region,Business clients,105.7,NA
2012-07,Quebec,"Total, all client groups",106.7,NA
2012-07,Quebec,Leisure clients,107.7,NA
2012-07,Quebec,Business clients,105.7,NA
2012-07,Ontario Region,"Total, all client groups",104,NA
2012-07,Ontario Region,Leisure clients,106.8,NA
2012-07,Ontario Region,Business clients,101.8,NA
2012-07,Ontario,"Total, all client groups",104,NA
2012-07,Ontario,Leisure clients,106.8,NA
2012-07,Ontario,Business clients,101.8,NA
2012-07,Prairie Region,"Total, all client groups",100,NA
2012-07,Prairie Region,Leisure clients,103.1,NA
2012-07,Prairie Region,Business clients,97.7,NA
2012-07,Manitoba,"Total, all client groups",97.9,NA
2012-07,Manitoba,Leisure clients,99.7,NA
2012-07,Manitoba,Business clients,95.9,NA
2012-07,Saskatchewan,"Total, all client groups",96,NA
2012-07,Saskatchewan,Leisure clients,96.5,NA
2012-07,Saskatchewan,Business clients,95.7,NA
2012-07,Alberta,"Total, all client groups",101.5,NA
2012-07,Alberta,Leisure clients,106.1,NA
2012-07,Alberta,Business clients,98.5,NA
2012-07,British Columbia Region,"Total, all client groups",114.6,NA
2012-07,British Columbia Region,Leisure clients,114.5,NA
2012-07,British Columbia Region,Business clients,114.6,NA
2012-07,British Columbia,"Total, all client groups",114.6,NA
2012-07,British Columbia,Leisure clients,114.5,NA
2012-07,British Columbia,Business clients,114.6,NA
2012-07,Territories,"Total, all client groups",102.7,NA
2012-07,Territories,Leisure clients,103.7,NA
2012-07,Territories,Business clients,101.9,NA
2012-07,Yukon,"Total, all client groups",105,NA
2012-07,Yukon,Leisure clients,104.3,NA
2012-07,Yukon,Business clients,106,NA
