REF_DATE,GEO,North American Industry Classification System (NAICS),VALUE,STATUS,Classification Code for North American Industry Classification System (NAICS)
2008-04,Canada,Other clothing stores [44819],103.6,NA,[44819]
2008-04,Canada,Shoe stores [4482],114.8,NA,[4482]
2008-04,Canada,Shoe stores [44821],114.8,NA,[44821]
2008-04,Canada,"Jewellery, luggage and leather goods stores [4483]",96.1,NA,[4483]
2008-04,Canada,Jewellery stores [44831],94.6,NA,[44831]
2008-04,Canada,Luggage and leather goods stores [44832],110.2,NA,[44832]
2008-04,Canada,"Sporting goods, hobby, book and music stores [451]",100.2,NA,[451]
2008-04,Canada,"Sporting goods, hobby and musical instrument stores [4511]",102,NA,[4511]
2008-04,Canada,Sporting goods stores [45111],100,NA,[45111]
2008-04,Canada,"Hobby, toy and game stores [45112]",111.1,NA,[45112]
2008-04,Canada,"Sewing, needlework and piece goods stores [45113]",88.5,NA,[45113]
2008-04,Canada,Musical instrument and supplies stores [45114],96,NA,[45114]
2008-04,Canada,Book stores and news dealers [4513],92.5,NA,[4513]
2008-04,Canada,Book stores and news dealers [45131],92.5,NA,[45131]
2008-04,Canada,General merchandise stores [452],85.3,NA,[452]
2008-04,Canada,Other general merchandise stores [4529],98.2,NA,[4529]
2008-04,Canada,All other general merchandise stores [45299],98.6,NA,[45299]
2008-04,Canada,Miscellaneous store retailers [453],89.7,NA,[453]
2008-04,Canada,"Office supplies, stationery and gift stores [4532]",88.6,NA,[4532]
2008-04,Canada,Office supplies and stationery stores [45321],87.4,NA,[45321]
2008-04,Canada,Other miscellaneous store retailers [4539],88.5,NA,[4539]
2008-04,Canada,Pet and pet supplies stores [45391],76.3,NA,[45391]
2008-04,Canada,All other miscellaneous store retailers [45399],91.5,NA,[45399]
2008-07,Canada,Retail trade [44-45],91.2,NA,[44-45]
2008-07,Canada,"Automotive parts, accessories and tire stores [4413]",91,NA,[4413]
2008-07,Canada,Automotive parts and accessories stores [44131],92.3,NA,[44131]
2008-07,Canada,Tire dealers [44132],90,NA,[44132]
2008-07,Canada,Furniture and home furnishings stores [442],96.3,NA,[442]
2008-07,Canada,Furniture stores [4421],96.2,NA,[4421]
2008-07,Canada,Furniture stores [44211],96.2,NA,[44211]
2008-07,Canada,Home furnishings stores [4422],96.5,NA,[4422]
2008-07,Canada,Floor covering stores [44221],92.1,NA,[44221]
2008-07,Canada,Other home furnishings stores [44229],100.1,NA,[44229]
2008-07,Canada,Electronics and appliance stores [443],120.5,NA,[443]
2008-07,Canada,Electronics and appliance stores [4431],120.5,NA,[4431]
2008-07,Canada,Electronics and appliance stores [44314],120.5,NA,[44314]
2008-07,Canada,Building material and garden equipment and supplies dealers [444],85,NA,[444]
2008-07,Canada,Building material and supplies dealers [4441],84.3,NA,[4441]
2008-07,Canada,Home centres [44411],80.6,NA,[44411]
2008-07,Canada,Paint and wallpaper stores [44412],96.3,NA,[44412]
2008-07,Canada,Other building material dealers [44419],102.4,NA,[44419]
2008-07,Canada,Lawn and garden equipment and supplies stores [4442],99.6,NA,[4442]
2008-07,Canada,Nursery stores and garden centres [44422],98,NA,[44422]
2008-07,Canada,Food and beverage stores [445],86.7,NA,[445]
2008-07,Canada,Grocery stores [4451],85.6,NA,[4451]
2008-07,Canada,Supermarkets and other grocery (except convenience) stores [44511],85.2,NA,[44511]
