REF_DATE,GEO,Commodity,"Machinery and equipment, domestic and imported",VALUE,STATUS
1997-01,Canada,Carpets and rugs,Total domestic and imported,101.3,NA
1997-01,Canada,Carpets and rugs,Domestic,100.2,NA
1997-01,Canada,Carpets and rugs,Imported,100.9,NA
1997-01,Canada,Wood containers and pallets,Imported,121.3,NA
1997-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,59.6,NA
1997-01,Canada,Prefabricated wood buildings and components,Domestic,59,NA
1997-01,Canada,Prefabricated wood buildings and components,Imported,89.1,NA
1997-01,Canada,Springs and wire products,Total domestic and imported,87.1,NA
1997-01,Canada,Springs and wire products,Domestic,83.5,NA
1997-01,Canada,Springs and wire products,Imported,91,NA
1997-01,Canada,Computers and computer peripheral equipment,Imported,309.2,NA
1997-01,Canada,Telephone apparatus,Imported,150.4,NA
1997-01,Canada,Transformers,Total domestic and imported,77.5,NA
1997-01,Canada,Transformers,Domestic,78.9,NA
1997-01,Canada,Transformers,Imported,76.9,NA
1997-01,Canada,Electric motors and generators,Total domestic and imported,97.2,NA
1997-01,Canada,Electric motors and generators,Domestic,61.7,NA
1997-01,Canada,Electric motors and generators,Imported,98,NA
1997-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,87.5,NA
1997-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,80.2,NA
1997-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,88.8,NA
1997-01,Canada,Wiring devices,Total domestic and imported,80.4,NA
1997-01,Canada,Wiring devices,Domestic,85.8,NA
1997-01,Canada,Wiring devices,Imported,79.5,NA
1997-01,Canada,Passenger cars,Total domestic and imported,134.5,NA
1997-01,Canada,Passenger cars,Domestic,107.3,NA
1997-01,Canada,Passenger cars,Imported,139.7,NA
1997-01,Canada,Buses,Total domestic and imported,78.1,NA
1997-01,Canada,Buses,Domestic,85.7,NA
1997-01,Canada,Buses,Imported,76.2,NA
1997-01,Canada,Aircraft parts and equipment,Total domestic and imported,95.8,NA
1997-01,Canada,Aircraft parts and equipment,Domestic,82.8,NA
1997-01,Canada,Aircraft parts and equipment,Imported,107.4,NA
1997-01,Canada,Railroad rolling stocks,Imported,98,NA
1997-01,Canada,Ships,Imported,91.1,NA
1997-01,Canada,Sporting and athletic goods,Total domestic and imported,108.2,NA
1997-01,Canada,Sporting and athletic goods,Domestic,87,NA
1997-01,Canada,Sporting and athletic goods,Imported,123.3,NA
1997-01,Canada,Signs,Imported,107.2,NA
1997-04,Canada,Carpets and rugs,Total domestic and imported,101.2,NA
1997-04,Canada,Carpets and rugs,Domestic,99.3,NA
1997-04,Canada,Carpets and rugs,Imported,101.7,NA
1997-04,Canada,Wood containers and pallets,Imported,125.4,NA
1997-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,59.6,NA
1997-04,Canada,Prefabricated wood buildings and components,Domestic,59,NA
1997-04,Canada,Prefabricated wood buildings and components,Imported,91.9,NA
1997-04,Canada,Springs and wire products,Total domestic and imported,87.9,NA
1997-04,Canada,Springs and wire products,Domestic,83.5,NA
1997-04,Canada,Springs and wire products,Imported,93.1,NA
1997-04,Canada,Computers and computer peripheral equipment,Imported,306.2,NA
1997-04,Canada,Telephone apparatus,Imported,153.4,NA
1997-04,Canada,Transformers,Total domestic and imported,79.4,NA
1997-04,Canada,Transformers,Domestic,79.7,NA
1997-04,Canada,Transformers,Imported,79.1,NA
1997-04,Canada,Electric motors and generators,Total domestic and imported,99.9,NA
1997-04,Canada,Electric motors and generators,Domestic,61.8,NA
1997-04,Canada,Electric motors and generators,Imported,100.7,NA
1997-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,90.1,NA
1997-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,80.8,NA
1997-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,91.7,NA
1997-04,Canada,Wiring devices,Total domestic and imported,82.8,NA
1997-04,Canada,Wiring devices,Domestic,85.5,NA
1997-04,Canada,Wiring devices,Imported,83,NA
1997-04,Canada,Passenger cars,Total domestic and imported,134.8,NA
1997-04,Canada,Passenger cars,Domestic,107.1,NA
1997-04,Canada,Passenger cars,Imported,140.1,NA
1997-04,Canada,Buses,Total domestic and imported,80,NA
1997-04,Canada,Buses,Domestic,86.3,NA
1997-04,Canada,Buses,Imported,78.2,NA
1997-04,Canada,Aircraft parts and equipment,Total domestic and imported,97.4,NA
1997-04,Canada,Aircraft parts and equipment,Domestic,83,NA
1997-04,Canada,Aircraft parts and equipment,Imported,110.3,NA
1997-04,Canada,Railroad rolling stocks,Imported,98.4,NA
1997-04,Canada,Ships,Imported,93.4,NA
1997-04,Canada,Sporting and athletic goods,Total domestic and imported,110.8,NA
1997-04,Canada,Sporting and athletic goods,Domestic,87.5,NA
1997-04,Canada,Sporting and athletic goods,Imported,127.5,NA
1997-04,Canada,Signs,Imported,110.1,NA
1997-07,Canada,Carpets and rugs,Total domestic and imported,102.5,NA
1997-07,Canada,Carpets and rugs,Domestic,100.3,NA
1997-07,Canada,Carpets and rugs,Imported,103.3,NA
1997-07,Canada,Wood containers and pallets,Imported,128.1,NA
1997-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,59.6,NA
1997-07,Canada,Prefabricated wood buildings and components,Domestic,59,NA
1997-07,Canada,Prefabricated wood buildings and components,Imported,92.2,NA
1997-07,Canada,Springs and wire products,Total domestic and imported,88.1,NA
1997-07,Canada,Springs and wire products,Domestic,83.5,NA
1997-07,Canada,Springs and wire products,Imported,93.6,NA
1997-07,Canada,Computers and computer peripheral equipment,Imported,296.5,NA
1997-07,Canada,Telephone apparatus,Imported,155.4,NA
1997-07,Canada,Transformers,Total domestic and imported,79.5,NA
1997-07,Canada,Transformers,Domestic,79.7,NA
1997-07,Canada,Transformers,Imported,79.2,NA
1997-07,Canada,Electric motors and generators,Total domestic and imported,99.8,NA
1997-07,Canada,Electric motors and generators,Domestic,62.9,NA
1997-07,Canada,Electric motors and generators,Imported,100.6,NA
1997-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,90.4,NA
1997-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,81.1,NA
1997-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,92,NA
1997-07,Canada,Wiring devices,Total domestic and imported,82.9,NA
1997-07,Canada,Wiring devices,Domestic,85.5,NA
1997-07,Canada,Wiring devices,Imported,83.2,NA
1997-07,Canada,Passenger cars,Total domestic and imported,130.8,NA
1997-07,Canada,Passenger cars,Domestic,106.2,NA
1997-07,Canada,Passenger cars,Imported,135.5,NA
1997-07,Canada,Buses,Total domestic and imported,82.3,NA
1997-07,Canada,Buses,Domestic,86.8,NA
1997-07,Canada,Buses,Imported,81,NA
1997-07,Canada,Aircraft parts and equipment,Total domestic and imported,97.3,NA
1997-07,Canada,Aircraft parts and equipment,Domestic,83,NA
1997-07,Canada,Aircraft parts and equipment,Imported,110.2,NA
1997-07,Canada,Railroad rolling stocks,Imported,98.2,NA
1997-07,Canada,Ships,Imported,94,NA
1997-07,Canada,Sporting and athletic goods,Total domestic and imported,111,NA
1997-07,Canada,Sporting and athletic goods,Domestic,87.5,NA
1997-07,Canada,Sporting and athletic goods,Imported,127.7,NA
1997-07,Canada,Signs,Imported,110.4,NA
1997-10,Canada,Carpets and rugs,Total domestic and imported,103.5,NA
1997-10,Canada,Carpets and rugs,Domestic,100.5,NA
1997-10,Canada,Carpets and rugs,Imported,105.1,NA
1997-10,Canada,Wood containers and pallets,Imported,131.9,NA
1997-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,60.6,NA
1997-10,Canada,Prefabricated wood buildings and components,Domestic,60,NA
1997-10,Canada,Prefabricated wood buildings and components,Imported,93.9,NA
1997-10,Canada,Springs and wire products,Total domestic and imported,88.9,NA
1997-10,Canada,Springs and wire products,Domestic,83.5,NA
1997-10,Canada,Springs and wire products,Imported,95.5,NA
1997-10,Canada,Computers and computer peripheral equipment,Imported,296.3,NA
1997-10,Canada,Telephone apparatus,Imported,157.6,NA
1997-10,Canada,Transformers,Total domestic and imported,80.6,NA
1997-10,Canada,Transformers,Domestic,79.7,NA
1997-10,Canada,Transformers,Imported,80.7,NA
1997-10,Canada,Electric motors and generators,Total domestic and imported,101.5,NA
1997-10,Canada,Electric motors and generators,Domestic,63.3,NA
1997-10,Canada,Electric motors and generators,Imported,102.3,NA
1997-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,92.4,NA
1997-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,81.1,NA
1997-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,94.3,NA
1997-10,Canada,Wiring devices,Total domestic and imported,84.1,NA
1997-10,Canada,Wiring devices,Domestic,86.2,NA
1997-10,Canada,Wiring devices,Imported,84.7,NA
1997-10,Canada,Passenger cars,Total domestic and imported,137.8,NA
1997-10,Canada,Passenger cars,Domestic,107.1,NA
1997-10,Canada,Passenger cars,Imported,143.7,NA
1997-10,Canada,Buses,Total domestic and imported,83.5,NA
1997-10,Canada,Buses,Domestic,87.3,NA
1997-10,Canada,Buses,Imported,82.3,NA
1997-10,Canada,Aircraft parts and equipment,Total domestic and imported,98.3,NA
1997-10,Canada,Aircraft parts and equipment,Domestic,83.1,NA
1997-10,Canada,Aircraft parts and equipment,Imported,112.1,NA
1997-10,Canada,Railroad rolling stocks,Imported,100.1,NA
1997-10,Canada,Ships,Imported,96,NA
1997-10,Canada,Sporting and athletic goods,Total domestic and imported,112.6,NA
1997-10,Canada,Sporting and athletic goods,Domestic,89,NA
1997-10,Canada,Sporting and athletic goods,Imported,129.5,NA
1997-10,Canada,Signs,Imported,112.6,NA
1998-01,Canada,Carpets and rugs,Total domestic and imported,102.9,NA
1998-01,Canada,Carpets and rugs,Domestic,97.7,NA
1998-01,Canada,Carpets and rugs,Imported,106.8,NA
1998-01,Canada,Wood containers and pallets,Imported,134.7,NA
1998-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,60.6,NA
1998-01,Canada,Prefabricated wood buildings and components,Domestic,60,NA
1998-01,Canada,Prefabricated wood buildings and components,Imported,95.4,NA
1998-01,Canada,Springs and wire products,Total domestic and imported,89.5,NA
1998-01,Canada,Springs and wire products,Domestic,83.5,NA
1998-01,Canada,Springs and wire products,Imported,97.1,NA
1998-01,Canada,Computers and computer peripheral equipment,Imported,290.8,NA
1998-01,Canada,Telephone apparatus,Imported,160,NA
1998-01,Canada,Transformers,Total domestic and imported,81.9,NA
1998-01,Canada,Transformers,Domestic,81.3,NA
1998-01,Canada,Transformers,Imported,81.9,NA
1998-01,Canada,Electric motors and generators,Total domestic and imported,103.7,NA
1998-01,Canada,Electric motors and generators,Domestic,63.3,NA
1998-01,Canada,Electric motors and generators,Imported,104.6,NA
1998-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,95.2,NA
1998-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,85.8,NA
1998-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,96.8,NA
1998-01,Canada,Wiring devices,Total domestic and imported,85.7,NA
1998-01,Canada,Wiring devices,Domestic,86.7,NA
1998-01,Canada,Wiring devices,Imported,86.8,NA
1998-01,Canada,Passenger cars,Total domestic and imported,138.7,NA
1998-01,Canada,Passenger cars,Domestic,109,NA
1998-01,Canada,Passenger cars,Imported,144.4,NA
1998-01,Canada,Buses,Total domestic and imported,84.8,NA
1998-01,Canada,Buses,Domestic,88.1,NA
1998-01,Canada,Buses,Imported,83.6,NA
1998-01,Canada,Aircraft parts and equipment,Total domestic and imported,99.7,NA
1998-01,Canada,Aircraft parts and equipment,Domestic,83.4,NA
1998-01,Canada,Aircraft parts and equipment,Imported,114.5,NA
1998-01,Canada,Railroad rolling stocks,Imported,101.8,NA
1998-01,Canada,Ships,Imported,97.7,NA
1998-01,Canada,Sporting and athletic goods,Total domestic and imported,115.1,NA
1998-01,Canada,Sporting and athletic goods,Domestic,90.3,NA
1998-01,Canada,Sporting and athletic goods,Imported,132.9,NA
1998-01,Canada,Signs,Imported,115.4,NA
1998-04,Canada,Carpets and rugs,Total domestic and imported,103.4,NA
1998-04,Canada,Carpets and rugs,Domestic,96.9,NA
1998-04,Canada,Carpets and rugs,Imported,108.6,NA
1998-04,Canada,Wood containers and pallets,Imported,138.1,NA
1998-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,60.6,NA
1998-04,Canada,Prefabricated wood buildings and components,Domestic,60,NA
1998-04,Canada,Prefabricated wood buildings and components,Imported,97.5,NA
1998-04,Canada,Springs and wire products,Total domestic and imported,90.1,NA
1998-04,Canada,Springs and wire products,Domestic,83.5,NA
1998-04,Canada,Springs and wire products,Imported,98.6,NA
1998-04,Canada,Computers and computer peripheral equipment,Imported,271.9,NA
1998-04,Canada,Telephone apparatus,Imported,160.5,NA
1998-04,Canada,Transformers,Total domestic and imported,83.4,NA
1998-04,Canada,Transformers,Domestic,80.2,NA
1998-04,Canada,Transformers,Imported,84.1,NA
1998-04,Canada,Electric motors and generators,Total domestic and imported,105.6,NA
1998-04,Canada,Electric motors and generators,Domestic,63.3,NA
1998-04,Canada,Electric motors and generators,Imported,106.5,NA
1998-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,96.7,NA
1998-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,86.7,NA
1998-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,98.4,NA
1998-04,Canada,Wiring devices,Total domestic and imported,87.2,NA
1998-04,Canada,Wiring devices,Domestic,87.1,NA
1998-04,Canada,Wiring devices,Imported,88.6,NA
1998-04,Canada,Passenger cars,Total domestic and imported,138.1,NA
1998-04,Canada,Passenger cars,Domestic,108.5,NA
1998-04,Canada,Passenger cars,Imported,143.7,NA
1998-04,Canada,Buses,Total domestic and imported,86.2,NA
1998-04,Canada,Buses,Domestic,89.2,NA
1998-04,Canada,Buses,Imported,85.1,NA
1998-04,Canada,Aircraft parts and equipment,Total domestic and imported,101.1,NA
1998-04,Canada,Aircraft parts and equipment,Domestic,83.7,NA
1998-04,Canada,Aircraft parts and equipment,Imported,116.8,NA
1998-04,Canada,Railroad rolling stocks,Imported,104.3,NA
1998-04,Canada,Ships,Imported,99.7,NA
1998-04,Canada,Sporting and athletic goods,Total domestic and imported,117,NA
1998-04,Canada,Sporting and athletic goods,Domestic,90.9,NA
1998-04,Canada,Sporting and athletic goods,Imported,135.6,NA
1998-04,Canada,Signs,Imported,117.4,NA
1998-07,Canada,Carpets and rugs,Total domestic and imported,104.6,NA
1998-07,Canada,Carpets and rugs,Domestic,95.9,NA
1998-07,Canada,Carpets and rugs,Imported,112.1,NA
1998-07,Canada,Wood containers and pallets,Imported,142.5,NA
1998-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,60.7,NA
1998-07,Canada,Prefabricated wood buildings and components,Domestic,60,NA
1998-07,Canada,Prefabricated wood buildings and components,Imported,101.2,NA
1998-07,Canada,Springs and wire products,Total domestic and imported,91.2,NA
1998-07,Canada,Springs and wire products,Domestic,83.5,NA
1998-07,Canada,Springs and wire products,Imported,101.3,NA
1998-07,Canada,Computers and computer peripheral equipment,Imported,274.2,NA
1998-07,Canada,Telephone apparatus,Imported,164.5,NA
1998-07,Canada,Transformers,Total domestic and imported,85.3,NA
1998-07,Canada,Transformers,Domestic,79.7,NA
1998-07,Canada,Transformers,Imported,86.8,NA
1998-07,Canada,Electric motors and generators,Total domestic and imported,109.1,NA
1998-07,Canada,Electric motors and generators,Domestic,63.4,NA
1998-07,Canada,Electric motors and generators,Imported,110,NA
1998-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,99.5,NA
1998-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,87.2,NA
1998-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,101.6,NA
1998-07,Canada,Wiring devices,Total domestic and imported,89.4,NA
1998-07,Canada,Wiring devices,Domestic,86.7,NA
1998-07,Canada,Wiring devices,Imported,91.9,NA
1998-07,Canada,Passenger cars,Total domestic and imported,139.6,NA
1998-07,Canada,Passenger cars,Domestic,107.1,NA
1998-07,Canada,Passenger cars,Imported,145.9,NA
1998-07,Canada,Buses,Total domestic and imported,88.3,NA
1998-07,Canada,Buses,Domestic,89.4,NA
1998-07,Canada,Buses,Imported,87.6,NA
1998-07,Canada,Aircraft parts and equipment,Total domestic and imported,103.6,NA
1998-07,Canada,Aircraft parts and equipment,Domestic,84.2,NA
1998-07,Canada,Aircraft parts and equipment,Imported,121.3,NA
1998-07,Canada,Railroad rolling stocks,Imported,107.5,NA
1998-07,Canada,Ships,Imported,102.9,NA
1998-07,Canada,Sporting and athletic goods,Total domestic and imported,119.3,NA
1998-07,Canada,Sporting and athletic goods,Domestic,90.4,NA
1998-07,Canada,Sporting and athletic goods,Imported,139.9,NA
1998-07,Canada,Signs,Imported,121.5,NA
1998-10,Canada,Carpets and rugs,Total domestic and imported,105.5,NA
1998-10,Canada,Carpets and rugs,Domestic,94.6,NA
1998-10,Canada,Carpets and rugs,Imported,115.2,NA
1998-10,Canada,Wood containers and pallets,Imported,146,NA
1998-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,60.6,NA
1998-10,Canada,Prefabricated wood buildings and components,Domestic,59.8,NA
1998-10,Canada,Prefabricated wood buildings and components,Imported,104.9,NA
1998-10,Canada,Springs and wire products,Total domestic and imported,92.4,NA
1998-10,Canada,Springs and wire products,Domestic,83.5,NA
1998-10,Canada,Springs and wire products,Imported,104.4,NA
1998-10,Canada,Computers and computer peripheral equipment,Imported,270.1,NA
1998-10,Canada,Telephone apparatus,Imported,169.3,NA
1998-10,Canada,Transformers,Total domestic and imported,87.7,NA
1998-10,Canada,Transformers,Domestic,80.9,NA
1998-10,Canada,Transformers,Imported,89.5,NA
1998-10,Canada,Electric motors and generators,Total domestic and imported,112.5,NA
1998-10,Canada,Electric motors and generators,Domestic,64.9,NA
1998-10,Canada,Electric motors and generators,Imported,113.5,NA
1998-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,103.3,NA
1998-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,87.2,NA
1998-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,106,NA
1998-10,Canada,Wiring devices,Total domestic and imported,89.7,NA
1998-10,Canada,Wiring devices,Domestic,88.3,NA
1998-10,Canada,Wiring devices,Imported,91.7,NA
1998-10,Canada,Passenger cars,Total domestic and imported,150,NA
1998-10,Canada,Passenger cars,Domestic,108.5,NA
1998-10,Canada,Passenger cars,Imported,158,NA
1998-10,Canada,Buses,Total domestic and imported,90.7,NA
1998-10,Canada,Buses,Domestic,89.9,NA
1998-10,Canada,Buses,Imported,90.3,NA
1998-10,Canada,Aircraft parts and equipment,Total domestic and imported,106.2,NA
1998-10,Canada,Aircraft parts and equipment,Domestic,84.7,NA
1998-10,Canada,Aircraft parts and equipment,Imported,125.7,NA
1998-10,Canada,Railroad rolling stocks,Imported,110.4,NA
1998-10,Canada,Ships,Imported,106,NA
1998-10,Canada,Sporting and athletic goods,Total domestic and imported,121.8,NA
1998-10,Canada,Sporting and athletic goods,Domestic,90.7,NA
1998-10,Canada,Sporting and athletic goods,Imported,144.1,NA
1998-10,Canada,Signs,Imported,125.5,NA
1999-01,Canada,Carpets and rugs,Total domestic and imported,104.1,NA
1999-01,Canada,Carpets and rugs,Domestic,94.9,NA
1999-01,Canada,Carpets and rugs,Imported,112,NA
1999-01,Canada,Wood containers and pallets,Imported,143.4,NA
1999-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,60.7,NA
1999-01,Canada,Prefabricated wood buildings and components,Domestic,60,NA
1999-01,Canada,Prefabricated wood buildings and components,Imported,103.5,NA
1999-01,Canada,Springs and wire products,Total domestic and imported,91.6,NA
1999-01,Canada,Springs and wire products,Domestic,83.5,NA
1999-01,Canada,Springs and wire products,Imported,102.4,NA
1999-01,Canada,Computers and computer peripheral equipment,Imported,251.6,NA
1999-01,Canada,Telephone apparatus,Imported,165,NA
1999-01,Canada,Transformers,Total domestic and imported,86.3,NA
1999-01,Canada,Transformers,Domestic,81.4,NA
1999-01,Canada,Transformers,Imported,87.4,NA
1999-01,Canada,Electric motors and generators,Total domestic and imported,110.5,NA
1999-01,Canada,Electric motors and generators,Domestic,64.9,NA
1999-01,Canada,Electric motors and generators,Imported,111.4,NA
1999-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,102.3,NA
1999-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,87.2,NA
1999-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,104.8,NA
1999-01,Canada,Wiring devices,Total domestic and imported,88.5,NA
1999-01,Canada,Wiring devices,Domestic,89,NA
1999-01,Canada,Wiring devices,Imported,89.8,NA
1999-01,Canada,Passenger cars,Total domestic and imported,144.4,NA
1999-01,Canada,Passenger cars,Domestic,107.8,NA
1999-01,Canada,Passenger cars,Imported,151.5,NA
1999-01,Canada,Buses,Total domestic and imported,90.1,NA
1999-01,Canada,Buses,Domestic,93.7,NA
1999-01,Canada,Buses,Imported,88.8,NA
1999-01,Canada,Aircraft parts and equipment,Total domestic and imported,105,NA
1999-01,Canada,Aircraft parts and equipment,Domestic,84.8,NA
1999-01,Canada,Aircraft parts and equipment,Imported,123.4,NA
1999-01,Canada,Railroad rolling stocks,Imported,108.4,NA
1999-01,Canada,Ships,Imported,104.5,NA
1999-01,Canada,Sporting and athletic goods,Total domestic and imported,120.9,NA
1999-01,Canada,Sporting and athletic goods,Domestic,92.2,NA
1999-01,Canada,Sporting and athletic goods,Imported,141.4,NA
1999-01,Canada,Signs,Imported,124.8,NA
1999-04,Canada,Carpets and rugs,Total domestic and imported,102.8,NA
1999-04,Canada,Carpets and rugs,Domestic,95.3,NA
1999-04,Canada,Carpets and rugs,Imported,109.1,NA
1999-04,Canada,Wood containers and pallets,Imported,139.4,NA
1999-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,60.8,NA
1999-04,Canada,Prefabricated wood buildings and components,Domestic,60.1,NA
1999-04,Canada,Prefabricated wood buildings and components,Imported,101.7,NA
1999-04,Canada,Springs and wire products,Total domestic and imported,90.5,NA
1999-04,Canada,Springs and wire products,Domestic,83.5,NA
1999-04,Canada,Springs and wire products,Imported,99.5,NA
1999-04,Canada,Computers and computer peripheral equipment,Imported,238.5,NA
1999-04,Canada,Telephone apparatus,Imported,160,NA
1999-04,Canada,Transformers,Total domestic and imported,84.1,NA
1999-04,Canada,Transformers,Domestic,81,NA
1999-04,Canada,Transformers,Imported,84.8,NA
1999-04,Canada,Electric motors and generators,Total domestic and imported,107.1,NA
1999-04,Canada,Electric motors and generators,Domestic,64.4,NA
1999-04,Canada,Electric motors and generators,Imported,108,NA
1999-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,99.3,NA
1999-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,87,NA
1999-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,101.4,NA
1999-04,Canada,Wiring devices,Total domestic and imported,86.9,NA
1999-04,Canada,Wiring devices,Domestic,89.1,NA
1999-04,Canada,Wiring devices,Imported,87.4,NA
1999-04,Canada,Passenger cars,Total domestic and imported,138.8,NA
1999-04,Canada,Passenger cars,Domestic,106.2,NA
1999-04,Canada,Passenger cars,Imported,145,NA
1999-04,Canada,Buses,Total domestic and imported,87.8,NA
1999-04,Canada,Buses,Domestic,92.8,NA
1999-04,Canada,Buses,Imported,86.2,NA
1999-04,Canada,Aircraft parts and equipment,Total domestic and imported,103.1,NA
1999-04,Canada,Aircraft parts and equipment,Domestic,84.7,NA
1999-04,Canada,Aircraft parts and equipment,Imported,119.8,NA
1999-04,Canada,Railroad rolling stocks,Imported,105.5,NA
1999-04,Canada,Ships,Imported,100.9,NA
1999-04,Canada,Sporting and athletic goods,Total domestic and imported,118.8,NA
1999-04,Canada,Sporting and athletic goods,Domestic,93.1,NA
1999-04,Canada,Sporting and athletic goods,Imported,137.2,NA
1999-04,Canada,Signs,Imported,121.9,NA
1999-07,Canada,Carpets and rugs,Total domestic and imported,102.9,NA
1999-07,Canada,Carpets and rugs,Domestic,95.4,NA
1999-07,Canada,Carpets and rugs,Imported,109.3,NA
1999-07,Canada,Wood containers and pallets,Imported,140.3,NA
1999-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,61.5,NA
1999-07,Canada,Prefabricated wood buildings and components,Domestic,60.8,NA
1999-07,Canada,Prefabricated wood buildings and components,Imported,102.6,NA
1999-07,Canada,Springs and wire products,Total domestic and imported,90.7,NA
1999-07,Canada,Springs and wire products,Domestic,83.5,NA
1999-07,Canada,Springs and wire products,Imported,100.1,NA
1999-07,Canada,Computers and computer peripheral equipment,Imported,235.2,NA
1999-07,Canada,Telephone apparatus,Imported,160.6,NA
1999-07,Canada,Transformers,Total domestic and imported,86.2,NA
1999-07,Canada,Transformers,Domestic,81.1,NA
1999-07,Canada,Transformers,Imported,87.5,NA
1999-07,Canada,Electric motors and generators,Total domestic and imported,107.4,NA
1999-07,Canada,Electric motors and generators,Domestic,63.4,NA
1999-07,Canada,Electric motors and generators,Imported,108.3,NA
1999-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,100.3,NA
1999-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,86.9,NA
1999-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,102.6,NA
1999-07,Canada,Wiring devices,Total domestic and imported,87.4,NA
1999-07,Canada,Wiring devices,Domestic,89.5,NA
1999-07,Canada,Wiring devices,Imported,88,NA
1999-07,Canada,Passenger cars,Total domestic and imported,136.5,NA
1999-07,Canada,Passenger cars,Domestic,105.6,NA
1999-07,Canada,Passenger cars,Imported,142.4,NA
1999-07,Canada,Buses,Total domestic and imported,87.9,NA
1999-07,Canada,Buses,Domestic,91.9,NA
1999-07,Canada,Buses,Imported,86.6,NA
1999-07,Canada,Aircraft parts and equipment,Total domestic and imported,103.4,NA
1999-07,Canada,Aircraft parts and equipment,Domestic,84.8,NA
1999-07,Canada,Aircraft parts and equipment,Imported,120.3,NA
1999-07,Canada,Railroad rolling stocks,Imported,106.6,NA
1999-07,Canada,Ships,Imported,101.4,NA
1999-07,Canada,Sporting and athletic goods,Total domestic and imported,119.3,NA
1999-07,Canada,Sporting and athletic goods,Domestic,93.8,NA
1999-07,Canada,Sporting and athletic goods,Imported,137.4,NA
1999-07,Canada,Signs,Imported,121.8,NA
1999-10,Canada,Carpets and rugs,Total domestic and imported,103,NA
1999-10,Canada,Carpets and rugs,Domestic,94.9,NA
1999-10,Canada,Carpets and rugs,Imported,110.1,NA
1999-10,Canada,Wood containers and pallets,Imported,140,NA
1999-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,61.4,NA
1999-10,Canada,Prefabricated wood buildings and components,Domestic,60.7,NA
1999-10,Canada,Prefabricated wood buildings and components,Imported,103,NA
1999-10,Canada,Springs and wire products,Total domestic and imported,90.7,NA
1999-10,Canada,Springs and wire products,Domestic,83.5,NA
1999-10,Canada,Springs and wire products,Imported,100.1,NA
1999-10,Canada,Computers and computer peripheral equipment,Imported,233.3,NA
1999-10,Canada,Telephone apparatus,Imported,160.4,NA
1999-10,Canada,Transformers,Total domestic and imported,86.4,NA
1999-10,Canada,Transformers,Domestic,82.1,NA
1999-10,Canada,Transformers,Imported,87.5,NA
1999-10,Canada,Electric motors and generators,Total domestic and imported,107.3,NA
1999-10,Canada,Electric motors and generators,Domestic,63.4,NA
