REF_DATE,GEO,Commodity,"Machinery and equipment, domestic and imported",VALUE,STATUS
2015-01,Canada,Major appliances,Total domestic and imported,125.8,NA
2015-01,Canada,Major appliances,Domestic,104,NA
2015-01,Canada,Major appliances,Imported,129.2,NA
2015-01,Canada,Transformers,Total domestic and imported,106.6,NA
2015-01,Canada,Transformers,Domestic,101.1,NA
2015-01,Canada,Transformers,Imported,118.6,NA
2015-01,Canada,Electric motors and generators,Total domestic and imported,133,NA
2015-01,Canada,Electric motors and generators,Domestic,110.3,NA
2015-01,Canada,Electric motors and generators,Imported,133.4,NA
2015-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,124.5,NA
2015-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,112.5,NA
2015-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,128.7,NA
2015-01,Canada,Wiring devices,Total domestic and imported,130.2,NA
2015-01,Canada,Wiring devices,Domestic,94.1,NA
2015-01,Canada,Wiring devices,Imported,132.2,NA
2015-01,Canada,Passenger cars,Total domestic and imported,120.5,NA
2015-01,Canada,Passenger cars,Domestic,92,NA
2015-01,Canada,Passenger cars,Imported,124.7,NA
2015-01,Canada,"Light-duty trucks, vans and sport utility vehicles",Total domestic and imported,126.5,E
2015-01,Canada,"Light-duty trucks, vans and sport utility vehicles",Domestic,116.4,E
2015-01,Canada,"Light-duty trucks, vans and sport utility vehicles",Imported,130.3,NA
2015-01,Canada,Medium and heavy-duty trucks and chassis,Total domestic and imported,133.7,E
2015-01,Canada,Medium and heavy-duty trucks and chassis,Domestic,118.4,E
2015-01,Canada,Medium and heavy-duty trucks and chassis,Imported,133.9,NA
2015-01,Canada,Buses,Total domestic and imported,125.2,NA
2015-01,Canada,Buses,Domestic,121.2,NA
2015-01,Canada,Buses,Imported,128.7,NA
2015-01,Canada,Motor vehicle bodies and special purpose motor vehicles,Total domestic and imported,119.2,NA
2015-01,Canada,Motor vehicle bodies and special purpose motor vehicles,Domestic,112.4,NA
2015-01,Canada,Motor vehicle bodies and special purpose motor vehicles,Imported,125.9,NA
2015-01,Canada,Freight and utility trailers,Total domestic and imported,121.2,E
2015-01,Canada,Freight and utility trailers,Domestic,111,E
2015-01,Canada,Freight and utility trailers,Imported,131.5,NA
2015-01,Canada,"Motor homes, travel trailers and campers",Total domestic and imported,129.5,NA
2015-01,Canada,"Motor homes, travel trailers and campers",Domestic,106.6,NA
2015-01,Canada,"Motor homes, travel trailers and campers",Imported,131.6,NA
2015-01,Canada,Aircraft and aircraft engines,Total domestic and imported,133.4,NA
2015-01,Canada,Aircraft and aircraft engines,Domestic,133.4,NA
2015-01,Canada,Aircraft and aircraft engines,Imported,133.4,NA
2015-01,Canada,Aircraft parts and equipment,Total domestic and imported,127.8,NA
2015-01,Canada,Aircraft parts and equipment,Domestic,114.8,NA
2015-01,Canada,Aircraft parts and equipment,Imported,129.7,NA
2015-01,Canada,Railroad rolling stocks,Total domestic and imported,114.2,E
2015-01,Canada,Railroad rolling stocks,Domestic,102,E
2015-01,Canada,Railroad rolling stocks,Imported,126.1,NA
2015-01,Canada,Ships,Total domestic and imported,116.9,E
2015-01,Canada,Ships,Domestic,111.4,E
2015-01,Canada,Ships,Imported,126.9,NA
2015-01,Canada,Boats,Total domestic and imported,131.7,NA
2015-01,Canada,Boats,Domestic,112.2,NA
2015-01,Canada,Boats,Imported,133.2,NA
2015-01,Canada,Other transportation equipment and related parts,Total domestic and imported,118.1,NA
2015-01,Canada,Other transportation equipment and related parts,Domestic,115.7,NA
2015-01,Canada,Other transportation equipment and related parts,Imported,121.3,NA
2015-01,Canada,Household furniture,Total domestic and imported,125.8,NA
2015-01,Canada,Household furniture,Domestic,109.5,NA
2015-01,Canada,Household furniture,Imported,132.5,NA
2015-01,Canada,Institutional furniture,Total domestic and imported,116.9,NA
2015-01,Canada,Institutional furniture,Domestic,101.1,NA
2015-01,Canada,Institutional furniture,Imported,134.5,NA
2015-01,Canada,Office furniture,Total domestic and imported,108.5,NA
2015-01,Canada,Office furniture,Domestic,101.6,NA
2015-01,Canada,Office furniture,Imported,130.7,NA
2015-01,Canada,Office and store fixtures,Total domestic and imported,120.7,NA
2015-01,Canada,Office and store fixtures,Domestic,102.4,NA
2015-01,Canada,Office and store fixtures,Imported,129.3,NA
2015-01,Canada,Mattresses and foundations,Total domestic and imported,105.7,E
2015-01,Canada,Mattresses and foundations,Domestic,100,E
2015-01,Canada,Mattresses and foundations,Imported,126.7,NA
2015-01,Canada,Blinds and shades,Total domestic and imported,114.5,NA
2015-01,Canada,Blinds and shades,Domestic,105.3,NA
2015-01,Canada,Blinds and shades,Imported,133,NA
2015-01,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Total domestic and imported,122.5,NA
2015-01,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Domestic,115.9,NA
2015-01,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Imported,126.1,NA
2015-01,Canada,Sporting and athletic goods,Total domestic and imported,119.9,NA
2015-01,Canada,Sporting and athletic goods,Domestic,107.4,NA
2015-01,Canada,Sporting and athletic goods,Imported,124.9,NA
2015-01,Canada,Signs,Total domestic and imported,103.5,E
2015-01,Canada,Signs,Domestic,101.9,E
2015-01,Canada,Signs,Imported,126.7,NA
2015-04,Canada,Carpets and rugs,Total domestic and imported,123.2,NA
2015-04,Canada,Carpets and rugs,Domestic,109.3,NA
2015-04,Canada,Carpets and rugs,Imported,130,NA
2015-04,Canada,Other textile products,Total domestic and imported,117.7,NA
2015-04,Canada,Other textile products,Domestic,110.3,NA
2015-04,Canada,Other textile products,Imported,126.8,NA
2015-04,Canada,Wood containers and pallets,Total domestic and imported,113.5,E
2015-04,Canada,Wood containers and pallets,Domestic,109.1,E
2015-04,Canada,Wood containers and pallets,Imported,140.3,NA
2015-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,112.9,NA
2015-04,Canada,Prefabricated wood buildings and components,Domestic,104.9,NA
2015-04,Canada,Prefabricated wood buildings and components,Imported,138.4,NA
2015-04,Canada,Rubber and plastic hoses and belts,Total domestic and imported,140.6,NA
2015-04,Canada,Rubber and plastic hoses and belts,Domestic,106.9,NA
2015-04,Canada,Rubber and plastic hoses and belts,Imported,157.5,NA
2015-04,Canada,Glass and glass products,Total domestic and imported,124.1,NA
2015-04,Canada,Glass and glass products,Domestic,115.8,NA
2015-04,Canada,Glass and glass products,Imported,128.6,NA
2015-04,Canada,"Boilers, tanks and heavy gauge metal containers",Total domestic and imported,112.9,E
2015-04,Canada,"Boilers, tanks and heavy gauge metal containers",Domestic,108,E
2015-04,Canada,"Boilers, tanks and heavy gauge metal containers",Imported,126.8,NA
2015-04,Canada,Springs and wire products,Total domestic and imported,124.7,NA
2015-04,Canada,Springs and wire products,Domestic,105.9,NA
2015-04,Canada,Springs and wire products,Imported,131.3,NA
2015-04,Canada,Hand tools and cutlery (except precious metal),Total domestic and imported,126.1,NA
2015-04,Canada,Hand tools and cutlery (except precious metal),Domestic,115.7,NA
2015-04,Canada,Hand tools and cutlery (except precious metal),Imported,127.1,NA
2015-04,Canada,Metal valves and pipe fittings,Total domestic and imported,138,E
2015-04,Canada,Metal valves and pipe fittings,Domestic,111.3,E
2015-04,Canada,Metal valves and pipe fittings,Imported,141.9,NA
2015-04,Canada,"Agricultural, lawn and garden machinery and equipment",Total domestic and imported,125.1,NA
2015-04,Canada,"Agricultural, lawn and garden machinery and equipment",Domestic,115.8,NA
2015-04,Canada,"Agricultural, lawn and garden machinery and equipment",Imported,127.9,NA
2015-04,Canada,"Logging, mining and construction machinery and equipment",Total domestic and imported,123.2,NA
2015-04,Canada,"Logging, mining and construction machinery and equipment",Domestic,108.8,NA
2015-04,Canada,"Logging, mining and construction machinery and equipment",Imported,132.6,NA
2015-04,Canada,Other industry-specific machinery,Total domestic and imported,122.6,NA
2015-04,Canada,Other industry-specific machinery,Domestic,110.3,NA
2015-04,Canada,Other industry-specific machinery,Imported,124,NA
2015-04,Canada,Commercial and service industry machinery,Total domestic and imported,122.1,NA
2015-04,Canada,Commercial and service industry machinery,Domestic,97.3,NA
2015-04,Canada,Commercial and service industry machinery,Imported,128.4,NA
2015-04,Canada,"Industrial and commercial fans and blowers, and air purification equipment",Total domestic and imported,128.1,NA
2015-04,Canada,"Industrial and commercial fans and blowers, and air purification equipment",Domestic,104.5,NA
2015-04,Canada,"Industrial and commercial fans and blowers, and air purification equipment",Imported,136.5,NA
2015-04,Canada,Heating and cooling equipment (except household refrigerators and freezers),Total domestic and imported,122.6,NA
2015-04,Canada,Heating and cooling equipment (except household refrigerators and freezers),Domestic,102.3,NA
2015-04,Canada,Heating and cooling equipment (except household refrigerators and freezers),Imported,132.2,NA
2015-04,Canada,Metalworking machinery,Total domestic and imported,113.1,NA
2015-04,Canada,Metalworking machinery,Domestic,104.1,NA
2015-04,Canada,Metalworking machinery,Imported,126,NA
2015-04,Canada,Turbines and turbine generator set units,Total domestic and imported,122.6,E
2015-04,Canada,Turbines and turbine generator set units,Domestic,106.1,E
2015-04,Canada,Turbines and turbine generator set units,Imported,123.8,NA
2015-04,Canada,Other engine and power transmission equipment,Total domestic and imported,124.2,NA
2015-04,Canada,Other engine and power transmission equipment,Domestic,113,NA
2015-04,Canada,Other engine and power transmission equipment,Imported,126.6,NA
2015-04,Canada,Pumps and compressors,Total domestic and imported,133.9,NA
2015-04,Canada,Pumps and compressors,Domestic,112.2,NA
2015-04,Canada,Pumps and compressors,Imported,138.6,NA
2015-04,Canada,Material handling equipment,Total domestic and imported,125.5,NA
2015-04,Canada,Material handling equipment,Domestic,105.6,NA
2015-04,Canada,Material handling equipment,Imported,133.8,NA
2015-04,Canada,Other miscellaneous general-purpose machinery,Total domestic and imported,128.4,NA
2015-04,Canada,Other miscellaneous general-purpose machinery,Domestic,107.1,NA
2015-04,Canada,Other miscellaneous general-purpose machinery,Imported,132.3,NA
2015-04,Canada,Computers and computer peripheral equipment,Total domestic and imported,105,NA
2015-04,Canada,Computers and computer peripheral equipment,Domestic,107.7,NA
2015-04,Canada,Computers and computer peripheral equipment,Imported,104.9,NA
2015-04,Canada,Telephone apparatus,Total domestic and imported,115.9,E
2015-04,Canada,Telephone apparatus,Domestic,91.7,E
2015-04,Canada,Telephone apparatus,Imported,116.3,NA
2015-04,Canada,Other communications equipment,Total domestic and imported,116.3,NA
2015-04,Canada,Other communications equipment,Domestic,101.1,NA
2015-04,Canada,Other communications equipment,Imported,120.8,NA
2015-04,Canada,Televisions and other audio and video equipment,Total domestic and imported,107.9,NA
2015-04,Canada,Televisions and other audio and video equipment,Domestic,113.2,NA
2015-04,Canada,Televisions and other audio and video equipment,Imported,107.9,NA
2015-04,Canada,Navigational and guidance instruments,Total domestic and imported,125.9,NA
2015-04,Canada,Navigational and guidance instruments,Domestic,119.7,NA
2015-04,Canada,Navigational and guidance instruments,Imported,133.1,NA
2015-04,Canada,"Measuring, medical and controlling devices",Total domestic and imported,123.8,NA
2015-04,Canada,"Measuring, medical and controlling devices",Domestic,99.7,NA
2015-04,Canada,"Measuring, medical and controlling devices",Imported,126.1,NA
2015-04,Canada,Small electric appliances,Total domestic and imported,115.9,E
2015-04,Canada,Small electric appliances,Domestic,98,E
2015-04,Canada,Small electric appliances,Imported,116.3,NA
2015-04,Canada,Major appliances,Total domestic and imported,124.8,NA
2015-04,Canada,Major appliances,Domestic,105,NA
2015-04,Canada,Major appliances,Imported,128,NA
2015-04,Canada,Transformers,Total domestic and imported,106.5,NA
2015-04,Canada,Transformers,Domestic,102.5,NA
2015-04,Canada,Transformers,Imported,115.3,NA
2015-04,Canada,Electric motors and generators,Total domestic and imported,131.7,NA
2015-04,Canada,Electric motors and generators,Domestic,112.9,NA
2015-04,Canada,Electric motors and generators,Imported,132.1,NA
2015-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,123.6,NA
2015-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,112.5,NA
2015-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,127.6,NA
2015-04,Canada,Wiring devices,Total domestic and imported,128.4,NA
2015-04,Canada,Wiring devices,Domestic,94.3,NA
2015-04,Canada,Wiring devices,Imported,130.3,NA
2015-04,Canada,Passenger cars,Total domestic and imported,119,NA
2015-04,Canada,Passenger cars,Domestic,93,NA
2015-04,Canada,Passenger cars,Imported,122.8,NA
2015-04,Canada,"Light-duty trucks, vans and sport utility vehicles",Total domestic and imported,125.2,E
2015-04,Canada,"Light-duty trucks, vans and sport utility vehicles",Domestic,116,E
2015-04,Canada,"Light-duty trucks, vans and sport utility vehicles",Imported,128.7,NA
2015-04,Canada,Medium and heavy-duty trucks and chassis,Total domestic and imported,133.1,E
2015-04,Canada,Medium and heavy-duty trucks and chassis,Domestic,116,E
2015-04,Canada,Medium and heavy-duty trucks and chassis,Imported,133.3,NA
2015-04,Canada,Buses,Total domestic and imported,123.5,NA
2015-04,Canada,Buses,Domestic,118.8,NA
2015-04,Canada,Buses,Imported,127.7,NA
2015-04,Canada,Motor vehicle bodies and special purpose motor vehicles,Total domestic and imported,118.7,NA
2015-04,Canada,Motor vehicle bodies and special purpose motor vehicles,Domestic,112.5,NA
2015-04,Canada,Motor vehicle bodies and special purpose motor vehicles,Imported,124.9,NA
2015-04,Canada,Freight and utility trailers,Total domestic and imported,121.1,E
2015-04,Canada,Freight and utility trailers,Domestic,111.3,E
2015-04,Canada,Freight and utility trailers,Imported,131.1,NA
2015-04,Canada,"Motor homes, travel trailers and campers",Total domestic and imported,129.1,NA
2015-04,Canada,"Motor homes, travel trailers and campers",Domestic,107.1,NA
2015-04,Canada,"Motor homes, travel trailers and campers",Imported,131.1,NA
2015-04,Canada,Aircraft and aircraft engines,Total domestic and imported,132,NA
2015-04,Canada,Aircraft and aircraft engines,Domestic,132.1,NA
2015-04,Canada,Aircraft and aircraft engines,Imported,132,NA
2015-04,Canada,Aircraft parts and equipment,Total domestic and imported,126.7,NA
2015-04,Canada,Aircraft parts and equipment,Domestic,114,NA
2015-04,Canada,Aircraft parts and equipment,Imported,128.6,NA
2015-04,Canada,Railroad rolling stocks,Total domestic and imported,113.8,E
2015-04,Canada,Railroad rolling stocks,Domestic,102,E
2015-04,Canada,Railroad rolling stocks,Imported,125.4,NA
2015-04,Canada,Ships,Total domestic and imported,115.9,E
2015-04,Canada,Ships,Domestic,110.4,E
2015-04,Canada,Ships,Imported,126,NA
2015-04,Canada,Boats,Total domestic and imported,131,NA
2015-04,Canada,Boats,Domestic,114.2,NA
2015-04,Canada,Boats,Imported,132.3,NA
2015-04,Canada,Other transportation equipment and related parts,Total domestic and imported,117.2,NA
2015-04,Canada,Other transportation equipment and related parts,Domestic,114.8,NA
2015-04,Canada,Other transportation equipment and related parts,Imported,120.2,NA
2015-04,Canada,Household furniture,Total domestic and imported,125.5,NA
2015-04,Canada,Household furniture,Domestic,111,NA
2015-04,Canada,Household furniture,Imported,131.4,NA
2015-04,Canada,Institutional furniture,Total domestic and imported,117.6,NA
2015-04,Canada,Institutional furniture,Domestic,103.1,NA
2015-04,Canada,Institutional furniture,Imported,134,NA
2015-04,Canada,Office furniture,Total domestic and imported,109.1,NA
2015-04,Canada,Office furniture,Domestic,102.6,NA
2015-04,Canada,Office furniture,Imported,129.8,NA
2015-04,Canada,Office and store fixtures,Total domestic and imported,119.8,NA
2015-04,Canada,Office and store fixtures,Domestic,102.2,NA
2015-04,Canada,Office and store fixtures,Imported,128,NA
2015-04,Canada,Mattresses and foundations,Total domestic and imported,105.3,E
2015-04,Canada,Mattresses and foundations,Domestic,99.6,E
2015-04,Canada,Mattresses and foundations,Imported,126.1,NA
2015-04,Canada,Blinds and shades,Total domestic and imported,115.8,NA
2015-04,Canada,Blinds and shades,Domestic,106.8,NA
2015-04,Canada,Blinds and shades,Imported,134,NA
2015-04,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Total domestic and imported,121.7,NA
2015-04,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Domestic,115.7,NA
2015-04,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Imported,124.9,NA
2015-04,Canada,Sporting and athletic goods,Total domestic and imported,119.3,NA
2015-04,Canada,Sporting and athletic goods,Domestic,107.4,NA
2015-04,Canada,Sporting and athletic goods,Imported,124,NA
2015-04,Canada,Signs,Total domestic and imported,104.8,E
2015-04,Canada,Signs,Domestic,103.4,E
2015-04,Canada,Signs,Imported,125.7,NA
2015-07,Canada,Carpets and rugs,Total domestic and imported,130.1,NA
2015-07,Canada,Carpets and rugs,Domestic,108.2,NA
2015-07,Canada,Carpets and rugs,Imported,140.9,NA
2015-07,Canada,Other textile products,Total domestic and imported,121.7,NA
2015-07,Canada,Other textile products,Domestic,111.6,NA
2015-07,Canada,Other textile products,Imported,134.2,NA
2015-07,Canada,Wood containers and pallets,Total domestic and imported,113.5,E
2015-07,Canada,Wood containers and pallets,Domestic,107.9,E
2015-07,Canada,Wood containers and pallets,Imported,148.5,NA
2015-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,115,NA
2015-07,Canada,Prefabricated wood buildings and components,Domestic,104.9,NA
2015-07,Canada,Prefabricated wood buildings and components,Imported,147.6,NA
2015-07,Canada,Rubber and plastic hoses and belts,Total domestic and imported,147.3,NA
2015-07,Canada,Rubber and plastic hoses and belts,Domestic,106.4,NA
2015-07,Canada,Rubber and plastic hoses and belts,Imported,167.8,NA
2015-07,Canada,Glass and glass products,Total domestic and imported,132.9,NA
2015-07,Canada,Glass and glass products,Domestic,121.7,NA
2015-07,Canada,Glass and glass products,Imported,139,NA
2015-07,Canada,"Boilers, tanks and heavy gauge metal containers",Total domestic and imported,115.1,E
2015-07,Canada,"Boilers, tanks and heavy gauge metal containers",Domestic,108.3,E
2015-07,Canada,"Boilers, tanks and heavy gauge metal containers",Imported,134.5,NA
2015-07,Canada,Springs and wire products,Total domestic and imported,131.1,NA
2015-07,Canada,Springs and wire products,Domestic,105.9,NA
2015-07,Canada,Springs and wire products,Imported,139.9,NA
2015-07,Canada,Hand tools and cutlery (except precious metal),Total domestic and imported,134.3,NA
2015-07,Canada,Hand tools and cutlery (except precious metal),Domestic,121.5,NA
2015-07,Canada,Hand tools and cutlery (except precious metal),Imported,135.4,NA
2015-07,Canada,Metal valves and pipe fittings,Total domestic and imported,146.7,E
2015-07,Canada,Metal valves and pipe fittings,Domestic,111.5,E
2015-07,Canada,Metal valves and pipe fittings,Imported,151.7,NA
2015-07,Canada,"Agricultural, lawn and garden machinery and equipment",Total domestic and imported,132.4,NA
2015-07,Canada,"Agricultural, lawn and garden machinery and equipment",Domestic,120,NA
2015-07,Canada,"Agricultural, lawn and garden machinery and equipment",Imported,136.2,NA
2015-07,Canada,"Logging, mining and construction machinery and equipment",Total domestic and imported,128.3,NA
2015-07,Canada,"Logging, mining and construction machinery and equipment",Domestic,108.6,NA
2015-07,Canada,"Logging, mining and construction machinery and equipment",Imported,141.2,NA
2015-07,Canada,Other industry-specific machinery,Total domestic and imported,130.1,NA
2015-07,Canada,Other industry-specific machinery,Domestic,112.4,NA
2015-07,Canada,Other industry-specific machinery,Imported,132.1,NA
2015-07,Canada,Commercial and service industry machinery,Total domestic and imported,129.1,NA
2015-07,Canada,Commercial and service industry machinery,Domestic,98.6,NA
2015-07,Canada,Commercial and service industry machinery,Imported,136.8,NA
2015-07,Canada,"Industrial and commercial fans and blowers, and air purification equipment",Total domestic and imported,134.6,NA
2015-07,Canada,"Industrial and commercial fans and blowers, and air purification equipment",Domestic,104.5,NA
2015-07,Canada,"Industrial and commercial fans and blowers, and air purification equipment",Imported,145.4,NA
2015-07,Canada,Heating and cooling equipment (except household refrigerators and freezers),Total domestic and imported,128.2,NA
2015-07,Canada,Heating and cooling equipment (except household refrigerators and freezers),Domestic,102.3,NA
2015-07,Canada,Heating and cooling equipment (except household refrigerators and freezers),Imported,140.5,NA
2015-07,Canada,Metalworking machinery,Total domestic and imported,117.3,NA
2015-07,Canada,Metalworking machinery,Domestic,105.6,NA
2015-07,Canada,Metalworking machinery,Imported,134.1,NA
2015-07,Canada,Turbines and turbine generator set units,Total domestic and imported,131.2,E
2015-07,Canada,Turbines and turbine generator set units,Domestic,106.1,E
2015-07,Canada,Turbines and turbine generator set units,Imported,132.9,NA
2015-07,Canada,Other engine and power transmission equipment,Total domestic and imported,131.4,NA
2015-07,Canada,Other engine and power transmission equipment,Domestic,114.5,NA
2015-07,Canada,Other engine and power transmission equipment,Imported,135,NA
2015-07,Canada,Pumps and compressors,Total domestic and imported,141.6,NA
2015-07,Canada,Pumps and compressors,Domestic,112.9,NA
2015-07,Canada,Pumps and compressors,Imported,147.8,NA
2015-07,Canada,Material handling equipment,Total domestic and imported,131.8,NA
2015-07,Canada,Material handling equipment,Domestic,105.9,NA
2015-07,Canada,Material handling equipment,Imported,142.7,NA
2015-07,Canada,Other miscellaneous general-purpose machinery,Total domestic and imported,136.1,NA
2015-07,Canada,Other miscellaneous general-purpose machinery,Domestic,108.9,NA
2015-07,Canada,Other miscellaneous general-purpose machinery,Imported,141.1,NA
2015-07,Canada,Computers and computer peripheral equipment,Total domestic and imported,111.4,NA
2015-07,Canada,Computers and computer peripheral equipment,Domestic,112.9,NA
2015-07,Canada,Computers and computer peripheral equipment,Imported,111.3,NA
2015-07,Canada,Telephone apparatus,Total domestic and imported,123,E
2015-07,Canada,Telephone apparatus,Domestic,91.7,E
2015-07,Canada,Telephone apparatus,Imported,123.6,NA
2015-07,Canada,Other communications equipment,Total domestic and imported,122.8,NA
2015-07,Canada,Other communications equipment,Domestic,103.7,NA
2015-07,Canada,Other communications equipment,Imported,128.5,NA
2015-07,Canada,Televisions and other audio and video equipment,Total domestic and imported,114.6,NA
2015-07,Canada,Televisions and other audio and video equipment,Domestic,120.6,NA
2015-07,Canada,Televisions and other audio and video equipment,Imported,114.6,NA
2015-07,Canada,Navigational and guidance instruments,Total domestic and imported,133.6,NA
2015-07,Canada,Navigational and guidance instruments,Domestic,126.5,NA
2015-07,Canada,Navigational and guidance instruments,Imported,141.9,NA
2015-07,Canada,"Measuring, medical and controlling devices",Total domestic and imported,131.4,NA
2015-07,Canada,"Measuring, medical and controlling devices",Domestic,100.4,NA
2015-07,Canada,"Measuring, medical and controlling devices",Imported,134.4,NA
2015-07,Canada,Small electric appliances,Total domestic and imported,123.5,E
2015-07,Canada,Small electric appliances,Domestic,98,E
2015-07,Canada,Small electric appliances,Imported,124,NA
2015-07,Canada,Major appliances,Total domestic and imported,132.4,NA
2015-07,Canada,Major appliances,Domestic,106.3,NA
2015-07,Canada,Major appliances,Imported,136.5,NA
2015-07,Canada,Transformers,Total domestic and imported,109.5,NA
2015-07,Canada,Transformers,Domestic,103.8,NA
2015-07,Canada,Transformers,Imported,121.9,NA
2015-07,Canada,Electric motors and generators,Total domestic and imported,140.1,NA
2015-07,Canada,Electric motors and generators,Domestic,117.9,NA
2015-07,Canada,Electric motors and generators,Imported,140.5,NA
2015-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,129.5,NA
2015-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,112.5,NA
2015-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,135.6,NA
2015-07,Canada,Wiring devices,Total domestic and imported,135.7,NA
2015-07,Canada,Wiring devices,Domestic,95.7,NA
2015-07,Canada,Wiring devices,Imported,137.9,NA
2015-07,Canada,Passenger cars,Total domestic and imported,125.6,NA
2015-07,Canada,Passenger cars,Domestic,91.8,NA
2015-07,Canada,Passenger cars,Imported,130.7,NA
2015-07,Canada,"Light-duty trucks, vans and sport utility vehicles",Total domestic and imported,130.7,E
2015-07,Canada,"Light-duty trucks, vans and sport utility vehicles",Domestic,115.3,E
2015-07,Canada,"Light-duty trucks, vans and sport utility vehicles",Imported,136.4,NA
2015-07,Canada,Medium and heavy-duty trucks and chassis,Total domestic and imported,142.4,E
2015-07,Canada,Medium and heavy-duty trucks and chassis,Domestic,122.3,E
2015-07,Canada,Medium and heavy-duty trucks and chassis,Imported,142.6,NA
2015-07,Canada,Buses,Total domestic and imported,131.9,NA
2015-07,Canada,Buses,Domestic,126.9,NA
2015-07,Canada,Buses,Imported,136.3,NA
2015-07,Canada,Motor vehicle bodies and special purpose motor vehicles,Total domestic and imported,124.2,NA
2015-07,Canada,Motor vehicle bodies and special purpose motor vehicles,Domestic,115,NA
2015-07,Canada,Motor vehicle bodies and special purpose motor vehicles,Imported,133.3,NA
2015-07,Canada,Freight and utility trailers,Total domestic and imported,127.9,E
2015-07,Canada,Freight and utility trailers,Domestic,115.7,E
2015-07,Canada,Freight and utility trailers,Imported,140.3,NA
2015-07,Canada,"Motor homes, travel trailers and campers",Total domestic and imported,137.6,NA
2015-07,Canada,"Motor homes, travel trailers and campers",Domestic,108.4,NA
2015-07,Canada,"Motor homes, travel trailers and campers",Imported,140.2,NA
2015-07,Canada,Aircraft and aircraft engines,Total domestic and imported,140.7,NA
2015-07,Canada,Aircraft and aircraft engines,Domestic,140.8,NA
2015-07,Canada,Aircraft and aircraft engines,Imported,140.7,NA
2015-07,Canada,Aircraft parts and equipment,Total domestic and imported,134.8,NA
2015-07,Canada,Aircraft parts and equipment,Domestic,119.5,NA
2015-07,Canada,Aircraft parts and equipment,Imported,137,NA
2015-07,Canada,Railroad rolling stocks,Total domestic and imported,119.4,E
2015-07,Canada,Railroad rolling stocks,Domestic,102,E
2015-07,Canada,Railroad rolling stocks,Imported,136.4,NA
2015-07,Canada,Ships,Total domestic and imported,123.6,E
2015-07,Canada,Ships,Domestic,117.5,E
2015-07,Canada,Ships,Imported,134.6,NA
2015-07,Canada,Boats,Total domestic and imported,140.7,NA
2015-07,Canada,Boats,Domestic,116.8,NA
2015-07,Canada,Boats,Imported,142.5,NA
2015-07,Canada,Other transportation equipment and related parts,Total domestic and imported,124,NA
2015-07,Canada,Other transportation equipment and related parts,Domestic,120.7,NA
2015-07,Canada,Other transportation equipment and related parts,Imported,128.3,NA
2015-07,Canada,Household furniture,Total domestic and imported,131.9,NA
2015-07,Canada,Household furniture,Domestic,111.4,NA
2015-07,Canada,Household furniture,Imported,140.4,NA
2015-07,Canada,Institutional furniture,Total domestic and imported,121.9,NA
2015-07,Canada,Institutional furniture,Domestic,103.2,NA
2015-07,Canada,Institutional furniture,Imported,143,NA
2015-07,Canada,Office furniture,Total domestic and imported,112.2,NA
2015-07,Canada,Office furniture,Domestic,103.9,NA
2015-07,Canada,Office furniture,Imported,138.4,NA
2015-07,Canada,Office and store fixtures,Total domestic and imported,126,NA
2015-07,Canada,Office and store fixtures,Domestic,103.8,NA
2015-07,Canada,Office and store fixtures,Imported,136.5,NA
2015-07,Canada,Mattresses and foundations,Total domestic and imported,108.7,E
2015-07,Canada,Mattresses and foundations,Domestic,101.7,E
2015-07,Canada,Mattresses and foundations,Imported,134.4,NA
2015-07,Canada,Blinds and shades,Total domestic and imported,120.2,NA
2015-07,Canada,Blinds and shades,Domestic,108.9,NA
2015-07,Canada,Blinds and shades,Imported,143.1,NA
2015-07,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Total domestic and imported,127.5,NA
2015-07,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Domestic,116.6,NA
2015-07,Canada,"Medical, dental and personal safety supplies, instruments and equipment",Imported,133.4,NA
2015-07,Canada,Sporting and athletic goods,Total domestic and imported,125.5,NA
2015-07,Canada,Sporting and athletic goods,Domestic,109,NA
2015-07,Canada,Sporting and athletic goods,Imported,132.1,NA
2015-07,Canada,Signs,Total domestic and imported,106.6,E
2015-07,Canada,Signs,Domestic,104.8,E
2015-07,Canada,Signs,Imported,132.9,NA
