REF_DATE,GEO,North American Product Classification System (NAPCS),VALUE,STATUS,Classification Code for North American Product Classification System (NAPCS)
2012-02,Canada,Waste and scrap of non-ferrous metals [15612],109.9,E,[15612]
2012-03,Canada,"Total, Raw materials price indexes (RMPI)",112.7,NA,NA
2012-03,Canada,Crude energy products [M51],134.6,NA,[M51]
2012-03,Canada,Crude oil and bitumen [141],136.2,NA,[141]
2012-03,Canada,Conventional crude oil [14111],135.6,NA,[14111]
2012-03,Canada,Natural gas [142],112.1,NA,[142]
2012-03,Canada,Coal [144],96.1,E,[144]
2012-03,Canada,Hard coal [14411],96.1,E,[14411]
2012-03,Canada,Brown coal [14412],96.1,E,[14412]
2012-03,Canada,Fuel wood and solid fuel products n.e.c. [14512],83.4,E,[14512]
2012-03,Canada,Steam and heated or cooled air or water [14513],112.1,E,[14513]
2012-03,Canada,"Total, excluding crude energy products",97.2,NA,NA
2012-03,Canada,Crop products [M11],95.3,NA,[M11]
2012-03,Canada,Wheat [112],94.7,NA,[112]
2012-03,Canada,Canola (including rapeseed) [113],119.9,NA,[113]
2012-03,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",74.1,NA,[114]
2012-03,Canada,Fresh fruit and nuts [11411],89.8,NA,[11411]
2012-03,Canada,Fresh potatoes [11421],43.1,NA,[11421]
2012-03,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2012-03,Canada,Other crop products [115],98.7,NA,[115]
2012-03,Canada,Grains (except wheat) [11511],97.9,NA,[11511]
2012-03,Canada,Oilseeds (except canola) [11512],102.4,NA,[11512]
2012-03,Canada,Other miscellaneous crop products [11513],93.9,NA,[11513]
2012-03,Canada,"Floriculture and nursery products, and sod [11514]",71.3,E,[11514]
2012-03,Canada,Animals and animal products [M21],92.9,NA,[M21]
2012-03,Canada,Live animals [111],94.8,NA,[111]
2012-03,Canada,Cattle and calves [11111],80.8,NA,[11111]
2012-03,Canada,Hogs [11112],117.3,NA,[11112]
2012-03,Canada,Poultry [11113],95.9,NA,[11113]
2012-03,Canada,Other live animals [11114],53.3,E,[11114]
2012-03,Canada,Other animal products [116],91.1,NA,[116]
2012-03,Canada,Eggs in shell [11611],89,NA,[11611]
2012-03,Canada,Unprocessed milk [11612],91.2,NA,[11612]
2012-03,Canada,"Raw furskins, and animal products n.e.c. [11613]",80.8,NA,[11613]
2012-03,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",85.3,NA,[121]
2012-03,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",85.3,NA,[12111]
2012-03,Canada,Non-metallic minerals [M31],92,NA,[M31]
2012-03,Canada,Potash [161],159,NA,[161]
2012-03,Canada,Potash [16111],159,NA,[16111]
2012-03,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",89.9,NA,[162]
2012-03,Canada,Stone [16211],84.5,NA,[16211]
2012-03,Canada,"Sand, gravel, clay, and refractory minerals [16212]",91.1,NA,[16212]
2012-03,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],99.2,NA,[163]
2012-03,Canada,Non-metallic minerals (except diamonds) [16312],99.2,NA,[16312]
2012-03,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",83.4,NA,[M41]
2012-03,Canada,"Logs, pulpwood and other forestry products [131]",73.4,NA,[131]
2012-03,Canada,Logs and bolts [13111],66.8,E,[13111]
2012-03,Canada,Pulpwood [13112],156.1,E,[13112]
2012-03,Canada,"Rough untreated poles, posts and piling [13113]",66.3,E,[13113]
2012-03,Canada,Natural rubber [282M],186,NA,[282M]
2012-03,Canada,Natural rubber [28211M],186,NA,[28211M]
2012-03,Canada,"Metal ores, concentrates and scrap [M61]",104.3,NA,[M61]
2012-03,Canada,Iron ores and concentrates [151],114.7,NA,[151]
2012-03,Canada,Iron ores and concentrates [15111],114.7,NA,[15111]
2012-03,Canada,Copper ores and concentrates [152],121.4,E,[152]
2012-03,Canada,Copper ores and concentrates [15211],121.4,NA,[15211]
2012-03,Canada,Nickel ores and concentrates [153],101.8,E,[153]
2012-03,Canada,Nickel ores and concentrates [15311],101.8,NA,[15311]
2012-03,Canada,Radioactive ores and concentrates [154],126.6,E,[154]
2012-03,Canada,Radioactive ores and concentrates [15411],126.6,NA,[15411]
2012-03,Canada,Other metal ores and concentrates [155],91.7,E,[155]
2012-03,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",96.7,E,[15511]
2012-03,Canada,Bauxite and aluminum oxide [15521],103.5,E,[15521]
2012-03,Canada,Lead and zinc ores and concentrates [15522],72.1,NA,[15522]
2012-03,Canada,"Other metal ores and concentrates, n.e.c. [15523]",111,NA,[15523]
2012-03,Canada,Waste and scrap of metal [156],116.6,NA,[156]
2012-03,Canada,Waste and scrap of iron and steel [15611],134.2,NA,[15611]
2012-03,Canada,Waste and scrap of non-ferrous metals [15612],108,E,[15612]
2012-04,Canada,"Total, Raw materials price indexes (RMPI)",110.4,NA,NA
2012-04,Canada,Crude energy products [M51],130.9,NA,[M51]
2012-04,Canada,Crude oil and bitumen [141],132.3,NA,[141]
2012-04,Canada,Conventional crude oil [14111],131.7,NA,[14111]
2012-04,Canada,Natural gas [142],98.5,NA,[142]
2012-04,Canada,Coal [144],101.2,E,[144]
2012-04,Canada,Hard coal [14411],101.3,E,[14411]
2012-04,Canada,Brown coal [14412],101.3,E,[14412]
2012-04,Canada,Fuel wood and solid fuel products n.e.c. [14512],81.1,E,[14512]
2012-04,Canada,Steam and heated or cooled air or water [14513],98.5,E,[14513]
2012-04,Canada,"Total, excluding crude energy products",95.9,NA,NA
2012-04,Canada,Crop products [M11],98.4,NA,[M11]
2012-04,Canada,Wheat [112],97.3,NA,[112]
2012-04,Canada,Canola (including rapeseed) [113],126.8,NA,[113]
2012-04,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",75.9,NA,[114]
2012-04,Canada,Fresh fruit and nuts [11411],95.1,NA,[11411]
2012-04,Canada,Fresh potatoes [11421],43.3,NA,[11421]
2012-04,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2012-04,Canada,Other crop products [115],101.7,NA,[115]
2012-04,Canada,Grains (except wheat) [11511],99.5,NA,[11511]
2012-04,Canada,Oilseeds (except canola) [11512],109.8,NA,[11512]
2012-04,Canada,Other miscellaneous crop products [11513],93,NA,[11513]
2012-04,Canada,"Floriculture and nursery products, and sod [11514]",69.7,E,[11514]
2012-04,Canada,Animals and animal products [M21],91.2,NA,[M21]
2012-04,Canada,Live animals [111],91.8,NA,[111]
2012-04,Canada,Cattle and calves [11111],77.5,NA,[11111]
2012-04,Canada,Hogs [11112],112.1,NA,[11112]
2012-04,Canada,Poultry [11113],96.6,NA,[11113]
2012-04,Canada,Other live animals [11114],52.3,E,[11114]
2012-04,Canada,Other animal products [116],91.1,NA,[116]
2012-04,Canada,Eggs in shell [11611],89,NA,[11611]
2012-04,Canada,Unprocessed milk [11612],91.2,NA,[11612]
2012-04,Canada,"Raw furskins, and animal products n.e.c. [11613]",79.9,NA,[11613]
2012-04,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",86.2,NA,[121]
2012-04,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",86.2,NA,[12111]
2012-04,Canada,Non-metallic minerals [M31],92,NA,[M31]
2012-04,Canada,Potash [161],155.1,NA,[161]
2012-04,Canada,Potash [16111],155.1,NA,[16111]
2012-04,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",90.3,NA,[162]
2012-04,Canada,Stone [16211],83.3,NA,[16211]
2012-04,Canada,"Sand, gravel, clay, and refractory minerals [16212]",91.7,NA,[16212]
2012-04,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],97.8,NA,[163]
2012-04,Canada,Non-metallic minerals (except diamonds) [16312],97.8,NA,[16312]
2012-04,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",81.1,NA,[M41]
2012-04,Canada,"Logs, pulpwood and other forestry products [131]",71.3,NA,[131]
2012-04,Canada,Logs and bolts [13111],64.6,E,[13111]
2012-04,Canada,Pulpwood [13112],155.7,E,[13112]
2012-04,Canada,"Rough untreated poles, posts and piling [13113]",64.5,E,[13113]
2012-04,Canada,Natural rubber [282M],181,NA,[282M]
2012-04,Canada,Natural rubber [28211M],181,NA,[28211M]
2012-04,Canada,"Metal ores, concentrates and scrap [M61]",101.3,NA,[M61]
2012-04,Canada,Iron ores and concentrates [151],116.9,NA,[151]
2012-04,Canada,Iron ores and concentrates [15111],116.9,NA,[15111]
2012-04,Canada,Copper ores and concentrates [152],113.5,E,[152]
2012-04,Canada,Copper ores and concentrates [15211],113.5,NA,[15211]
2012-04,Canada,Nickel ores and concentrates [153],97.2,E,[153]
2012-04,Canada,Nickel ores and concentrates [15311],97.2,NA,[15311]
2012-04,Canada,Radioactive ores and concentrates [154],126.4,E,[154]
2012-04,Canada,Radioactive ores and concentrates [15411],126.4,NA,[15411]
2012-04,Canada,Other metal ores and concentrates [155],89.8,E,[155]
2012-04,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",95.6,E,[15511]
2012-04,Canada,Bauxite and aluminum oxide [15521],96.9,E,[15521]
2012-04,Canada,Lead and zinc ores and concentrates [15522],71.4,NA,[15522]
2012-04,Canada,"Other metal ores and concentrates, n.e.c. [15523]",105.7,NA,[15523]
2012-04,Canada,Waste and scrap of metal [156],117.1,NA,[156]
2012-04,Canada,Waste and scrap of iron and steel [15611],136,NA,[15611]
2012-04,Canada,Waste and scrap of non-ferrous metals [15612],107.8,E,[15612]
2012-05,Canada,"Total, Raw materials price indexes (RMPI)",108.8,NA,NA
2012-05,Canada,Crude energy products [M51],128.7,NA,[M51]
2012-05,Canada,Crude oil and bitumen [141],130.1,NA,[141]
2012-05,Canada,Conventional crude oil [14111],129.5,NA,[14111]
2012-05,Canada,Natural gas [142],95.5,NA,[142]
2012-05,Canada,Coal [144],100.7,E,[144]
2012-05,Canada,Hard coal [14411],100.8,E,[14411]
2012-05,Canada,Brown coal [14412],100.8,E,[14412]
2012-05,Canada,Fuel wood and solid fuel products n.e.c. [14512],82.6,E,[14512]
2012-05,Canada,Steam and heated or cooled air or water [14513],95.5,E,[14513]
2012-05,Canada,"Total, excluding crude energy products",94.7,NA,NA
2012-05,Canada,Crop products [M11],99.1,NA,[M11]
2012-05,Canada,Wheat [112],95.7,NA,[112]
2012-05,Canada,Canola (including rapeseed) [113],125.1,NA,[113]
2012-05,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",76.8,NA,[114]
2012-05,Canada,Fresh fruit and nuts [11411],97.9,NA,[11411]
2012-05,Canada,Fresh potatoes [11421],43.4,NA,[11421]
2012-05,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2012-05,Canada,Other crop products [115],103.4,NA,[115]
2012-05,Canada,Grains (except wheat) [11511],101.7,NA,[11511]
2012-05,Canada,Oilseeds (except canola) [11512],112.4,NA,[11512]
2012-05,Canada,Other miscellaneous crop products [11513],92.1,NA,[11513]
2012-05,Canada,"Floriculture and nursery products, and sod [11514]",72.1,E,[11514]
2012-05,Canada,Animals and animal products [M21],90.6,NA,[M21]
2012-05,Canada,Live animals [111],90.7,NA,[111]
2012-05,Canada,Cattle and calves [11111],78.7,NA,[11111]
2012-05,Canada,Hogs [11112],106.7,NA,[11112]
2012-05,Canada,Poultry [11113],96.8,NA,[11113]
2012-05,Canada,Other live animals [11114],52.1,E,[11114]
2012-05,Canada,Other animal products [116],91.1,NA,[116]
2012-05,Canada,Eggs in shell [11611],89.1,NA,[11611]
2012-05,Canada,Unprocessed milk [11612],91.2,NA,[11612]
2012-05,Canada,"Raw furskins, and animal products n.e.c. [11613]",79.4,NA,[11613]
2012-05,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",86,NA,[121]
2012-05,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",86,NA,[12111]
2012-05,Canada,Non-metallic minerals [M31],92.1,NA,[M31]
2012-05,Canada,Potash [161],154,NA,[161]
2012-05,Canada,Potash [16111],154,NA,[16111]
2012-05,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",90.6,NA,[162]
2012-05,Canada,Stone [16211],84.4,NA,[16211]
2012-05,Canada,"Sand, gravel, clay, and refractory minerals [16212]",91.9,NA,[16212]
2012-05,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],96.8,NA,[163]
2012-05,Canada,Non-metallic minerals (except diamonds) [16312],96.8,NA,[16312]
2012-05,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",82.6,NA,[M41]
2012-05,Canada,"Logs, pulpwood and other forestry products [131]",73.6,NA,[131]
2012-05,Canada,Logs and bolts [13111],67,E,[13111]
2012-05,Canada,Pulpwood [13112],155.5,E,[13112]
2012-05,Canada,"Rough untreated poles, posts and piling [13113]",67.2,E,[13113]
2012-05,Canada,Natural rubber [282M],174.1,NA,[282M]
2012-05,Canada,Natural rubber [28211M],174.1,NA,[28211M]
2012-05,Canada,"Metal ores, concentrates and scrap [M61]",98.4,NA,[M61]
2012-05,Canada,Iron ores and concentrates [151],110,NA,[151]
2012-05,Canada,Iron ores and concentrates [15111],110,NA,[15111]
2012-05,Canada,Copper ores and concentrates [152],111.5,E,[152]
2012-05,Canada,Copper ores and concentrates [15211],111.5,NA,[15211]
2012-05,Canada,Nickel ores and concentrates [153],94.1,E,[153]
2012-05,Canada,Nickel ores and concentrates [15311],94.1,NA,[15311]
2012-05,Canada,Radioactive ores and concentrates [154],130.4,E,[154]
2012-05,Canada,Radioactive ores and concentrates [15411],130.4,NA,[15411]
2012-05,Canada,Other metal ores and concentrates [155],86.2,E,[155]
2012-05,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",90.1,E,[15511]
2012-05,Canada,Bauxite and aluminum oxide [15521],96.4,E,[15521]
2012-05,Canada,Lead and zinc ores and concentrates [15522],70.3,NA,[15522]
2012-05,Canada,"Other metal ores and concentrates, n.e.c. [15523]",106,NA,[15523]
2012-05,Canada,Waste and scrap of metal [156],113.7,NA,[156]
2012-05,Canada,Waste and scrap of iron and steel [15611],133.6,NA,[15611]
2012-05,Canada,Waste and scrap of non-ferrous metals [15612],103.7,E,[15612]
2012-06,Canada,"Total, Raw materials price indexes (RMPI)",104,NA,NA
2012-06,Canada,Crude energy products [M51],116.5,NA,[M51]
2012-06,Canada,Crude oil and bitumen [141],117.5,NA,[141]
2012-06,Canada,Conventional crude oil [14111],117,NA,[14111]
2012-06,Canada,Natural gas [142],95.6,NA,[142]
2012-06,Canada,Coal [144],96.2,E,[144]
2012-06,Canada,Hard coal [14411],96.3,E,[14411]
2012-06,Canada,Brown coal [14412],96.3,E,[14412]
2012-06,Canada,Fuel wood and solid fuel products n.e.c. [14512],82.2,E,[14512]
2012-06,Canada,Steam and heated or cooled air or water [14513],95.6,E,[14513]
2012-06,Canada,"Total, excluding crude energy products",95.6,NA,NA
2012-06,Canada,Crop products [M11],98.2,NA,[M11]
2012-06,Canada,Wheat [112],98.1,NA,[112]
2012-06,Canada,Canola (including rapeseed) [113],124.3,NA,[113]
2012-06,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",75,NA,[114]
2012-06,Canada,Fresh fruit and nuts [11411],92.5,NA,[11411]
2012-06,Canada,Fresh potatoes [11421],43,NA,[11421]
2012-06,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2012-06,Canada,Other crop products [115],101.9,NA,[115]
2012-06,Canada,Grains (except wheat) [11511],97.8,NA,[11511]
2012-06,Canada,Oilseeds (except canola) [11512],113.5,NA,[11512]
2012-06,Canada,Other miscellaneous crop products [11513],91.4,NA,[11513]
2012-06,Canada,"Floriculture and nursery products, and sod [11514]",73.7,E,[11514]
2012-06,Canada,Animals and animal products [M21],94.8,NA,[M21]
2012-06,Canada,Live animals [111],98.3,NA,[111]
2012-06,Canada,Cattle and calves [11111],79.3,NA,[11111]
2012-06,Canada,Hogs [11112],129,NA,[11112]
2012-06,Canada,Poultry [11113],98.1,NA,[11113]
2012-06,Canada,Other live animals [11114],53.7,E,[11114]
2012-06,Canada,Other animal products [116],91.1,NA,[116]
2012-06,Canada,Eggs in shell [11611],89.1,NA,[11611]
2012-06,Canada,Unprocessed milk [11612],91.2,NA,[11612]
2012-06,Canada,"Raw furskins, and animal products n.e.c. [11613]",78.6,NA,[11613]
2012-06,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",85.5,NA,[121]
2012-06,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",85.5,NA,[12111]
2012-06,Canada,Non-metallic minerals [M31],92.4,NA,[M31]
2012-06,Canada,Potash [161],156.8,NA,[161]
2012-06,Canada,Potash [16111],156.8,NA,[16111]
2012-06,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",90.8,NA,[162]
2012-06,Canada,Stone [16211],84,NA,[16211]
2012-06,Canada,"Sand, gravel, clay, and refractory minerals [16212]",92.2,NA,[16212]
2012-06,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],97.8,NA,[163]
2012-06,Canada,Non-metallic minerals (except diamonds) [16312],97.8,NA,[16312]
2012-06,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",82.2,NA,[M41]
2012-06,Canada,"Logs, pulpwood and other forestry products [131]",75.3,NA,[131]
2012-06,Canada,Logs and bolts [13111],69,E,[13111]
2012-06,Canada,Pulpwood [13112],153.7,E,[13112]
2012-06,Canada,"Rough untreated poles, posts and piling [13113]",68.9,E,[13113]
2012-06,Canada,Natural rubber [282M],151.2,NA,[282M]
2012-06,Canada,Natural rubber [28211M],151.2,NA,[28211M]
2012-06,Canada,"Metal ores, concentrates and scrap [M61]",97.6,NA,[M61]
2012-06,Canada,Iron ores and concentrates [151],110.5,NA,[151]
2012-06,Canada,Iron ores and concentrates [15111],110.5,NA,[15111]
2012-06,Canada,Copper ores and concentrates [152],108.5,E,[152]
2012-06,Canada,Copper ores and concentrates [15211],108.5,NA,[15211]
2012-06,Canada,Nickel ores and concentrates [153],93.1,E,[153]
2012-06,Canada,Nickel ores and concentrates [15311],93.1,NA,[15311]
2012-06,Canada,Radioactive ores and concentrates [154],130.5,E,[154]
2012-06,Canada,Radioactive ores and concentrates [15411],130.5,NA,[15411]
2012-06,Canada,Other metal ores and concentrates [155],87.6,E,[155]
2012-06,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",94.8,E,[15511]
2012-06,Canada,Bauxite and aluminum oxide [15521],92.4,E,[15521]
2012-06,Canada,Lead and zinc ores and concentrates [15522],67.6,NA,[15522]
2012-06,Canada,"Other metal ores and concentrates, n.e.c. [15523]",103.3,NA,[15523]
2012-06,Canada,Waste and scrap of metal [156],110,NA,[156]
2012-06,Canada,Waste and scrap of iron and steel [15611],125.3,NA,[15611]
2012-06,Canada,Waste and scrap of non-ferrous metals [15612],102.7,E,[15612]
2012-07,Canada,"Total, Raw materials price indexes (RMPI)",104.1,NA,NA
2012-07,Canada,Crude energy products [M51],116.6,NA,[M51]
2012-07,Canada,Crude oil and bitumen [141],117.6,NA,[141]
2012-07,Canada,Conventional crude oil [14111],117.1,NA,[14111]
2012-07,Canada,Natural gas [142],96,NA,[142]
2012-07,Canada,Coal [144],95.2,E,[144]
2012-07,Canada,Hard coal [14411],95.3,E,[14411]
2012-07,Canada,Brown coal [14412],95.3,E,[14412]
2012-07,Canada,Fuel wood and solid fuel products n.e.c. [14512],81.7,E,[14512]
2012-07,Canada,Steam and heated or cooled air or water [14513],96,E,[14513]
2012-07,Canada,"Total, excluding crude energy products",95.7,NA,NA
2012-07,Canada,Crop products [M11],104.1,NA,[M11]
2012-07,Canada,Wheat [112],110.1,NA,[112]
2012-07,Canada,Canola (including rapeseed) [113],125.7,NA,[113]
2012-07,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",75.8,NA,[114]
2012-07,Canada,Fresh fruit and nuts [11411],94.8,NA,[11411]
2012-07,Canada,Fresh potatoes [11421],43.4,NA,[11421]
2012-07,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2012-07,Canada,Other crop products [115],108.8,NA,[115]
2012-07,Canada,Grains (except wheat) [11511],110.5,NA,[11511]
