REF_DATE,GEO,Client groups,VALUE,STATUS
2006-02,Newfoundland and Labrador,Business clients,75.6,NA
2006-02,Prince Edward Island,"Total, all client groups",74.4,NA
2006-02,Prince Edward Island,Leisure clients,74,NA
2006-02,Prince Edward Island,Business clients,74.3,NA
2006-02,Nova Scotia,"Total, all client groups",80.1,NA
2006-02,Nova Scotia,Leisure clients,80.5,NA
2006-02,Nova Scotia,Business clients,79.5,NA
2006-02,New Brunswick,"Total, all client groups",82.4,NA
2006-02,New Brunswick,Leisure clients,84.5,NA
2006-02,New Brunswick,Business clients,81.1,NA
2006-02,Quebec Region,"Total, all client groups",89.4,NA
2006-02,Quebec Region,Leisure clients,89,NA
2006-02,Quebec Region,Business clients,89.3,NA
2006-02,Quebec,"Total, all client groups",89.4,NA
2006-02,Quebec,Leisure clients,89,NA
2006-02,Quebec,Business clients,89.3,NA
2006-02,Ontario Region,"Total, all client groups",89.5,NA
2006-02,Ontario Region,Leisure clients,92.3,NA
2006-02,Ontario Region,Business clients,87.6,NA
2006-02,Ontario,"Total, all client groups",89.5,NA
2006-02,Ontario,Leisure clients,92.3,NA
2006-02,Ontario,Business clients,87.6,NA
2006-02,Prairie Region,"Total, all client groups",79.8,NA
2006-02,Prairie Region,Leisure clients,79.6,NA
2006-02,Prairie Region,Business clients,76.1,NA
2006-02,Manitoba,"Total, all client groups",80.8,NA
2006-02,Manitoba,Leisure clients,77.9,NA
2006-02,Manitoba,Business clients,82.9,NA
2006-02,Saskatchewan,"Total, all client groups",68.6,NA
2006-02,Saskatchewan,Leisure clients,71,NA
2006-02,Saskatchewan,Business clients,66.9,NA
2006-02,Alberta,"Total, all client groups",82.3,NA
2006-02,Alberta,Leisure clients,82.7,NA
2006-02,Alberta,Business clients,77.6,NA
2006-02,British Columbia Region,"Total, all client groups",80.1,NA
2006-02,British Columbia Region,Leisure clients,77.9,NA
2006-02,British Columbia Region,Business clients,81.2,NA
2006-02,British Columbia,"Total, all client groups",80.1,NA
2006-02,British Columbia,Leisure clients,77.9,NA
2006-02,British Columbia,Business clients,81.2,NA
2006-02,Territories,"Total, all client groups",83,NA
2006-02,Territories,Leisure clients,81.8,NA
2006-02,Territories,Business clients,83.6,NA
2006-02,Yukon,"Total, all client groups",85.2,NA
2006-02,Yukon,Leisure clients,81.3,NA
2006-02,Yukon,Business clients,88.7,NA
2006-02,Northwest Territories,"Total, all client groups",83.9,NA
2006-02,Northwest Territories,Leisure clients,86.8,NA
2006-02,Northwest Territories,Business clients,83,NA
2006-02,Nunavut,"Total, all client groups",77.4,NA
2006-02,Nunavut,Leisure clients,78.9,NA
2006-02,Nunavut,Business clients,77.3,NA
2006-03,Canada,"Total, all client groups",84.8,NA
2006-03,Canada,Leisure clients,84.6,NA
2006-03,Canada,Business clients,83.7,NA
2006-03,Atlantic Region,"Total, all client groups",79.4,NA
2006-03,Atlantic Region,Leisure clients,78.4,NA
2006-03,Atlantic Region,Business clients,79.7,NA
2006-03,Newfoundland and Labrador,"Total, all client groups",73.7,NA
2006-03,Newfoundland and Labrador,Leisure clients,67.9,NA
2006-03,Newfoundland and Labrador,Business clients,76.3,NA
2006-03,Prince Edward Island,"Total, all client groups",67.9,NA
2006-03,Prince Edward Island,Leisure clients,62.7,NA
2006-03,Prince Edward Island,Business clients,76.5,NA
2006-03,Nova Scotia,"Total, all client groups",83.4,NA
2006-03,Nova Scotia,Leisure clients,85.8,NA
2006-03,Nova Scotia,Business clients,81.4,NA
2006-03,New Brunswick,"Total, all client groups",83,NA
2006-03,New Brunswick,Leisure clients,85.4,NA
2006-03,New Brunswick,Business clients,81.5,NA
2006-03,Quebec Region,"Total, all client groups",87.5,NA
2006-03,Quebec Region,Leisure clients,85.4,NA
2006-03,Quebec Region,Business clients,88.8,NA
2006-03,Quebec,"Total, all client groups",87.5,NA
2006-03,Quebec,Leisure clients,85.4,NA
2006-03,Quebec,Business clients,88.8,NA
2006-03,Ontario Region,"Total, all client groups",89.2,NA
2006-03,Ontario Region,Leisure clients,91.4,NA
2006-03,Ontario Region,Business clients,87.9,NA
2006-03,Ontario,"Total, all client groups",89.2,NA
2006-03,Ontario,Leisure clients,91.4,NA
2006-03,Ontario,Business clients,87.9,NA
2006-03,Prairie Region,"Total, all client groups",80.2,NA
2006-03,Prairie Region,Leisure clients,80.8,NA
2006-03,Prairie Region,Business clients,77.1,NA
2006-03,Manitoba,"Total, all client groups",80.2,NA
2006-03,Manitoba,Leisure clients,78.7,NA
2006-03,Manitoba,Business clients,81.1,NA
2006-03,Saskatchewan,"Total, all client groups",68.7,NA
2006-03,Saskatchewan,Leisure clients,71.9,NA
2006-03,Saskatchewan,Business clients,66.4,NA
2006-03,Alberta,"Total, all client groups",82.9,NA
2006-03,Alberta,Leisure clients,84.1,NA
2006-03,Alberta,Business clients,79.3,NA
2006-03,British Columbia Region,"Total, all client groups",82.6,NA
2006-03,British Columbia Region,Leisure clients,80.5,NA
2006-03,British Columbia Region,Business clients,83.6,NA
2006-03,British Columbia,"Total, all client groups",82.6,NA
2006-03,British Columbia,Leisure clients,80.5,NA
2006-03,British Columbia,Business clients,83.6,NA
2006-03,Territories,"Total, all client groups",81.8,NA
2006-03,Territories,Leisure clients,81.5,NA
2006-03,Territories,Business clients,81.9,NA
2006-03,Yukon,"Total, all client groups",83.4,NA
2006-03,Yukon,Leisure clients,80.8,NA
2006-03,Yukon,Business clients,85.5,NA
2006-03,Northwest Territories,"Total, all client groups",83,NA
2006-03,Northwest Territories,Leisure clients,86.8,NA
2006-03,Northwest Territories,Business clients,81.7,NA
2006-03,Nunavut,"Total, all client groups",77.4,NA
2006-03,Nunavut,Leisure clients,78.9,NA
2006-03,Nunavut,Business clients,77.3,NA
2006-04,Canada,"Total, all client groups",84.3,NA
2006-04,Canada,Leisure clients,83.2,NA
2006-04,Canada,Business clients,83.8,NA
2006-04,Atlantic Region,"Total, all client groups",78.9,NA
2006-04,Atlantic Region,Leisure clients,77,NA
2006-04,Atlantic Region,Business clients,79.8,NA
2006-04,Newfoundland and Labrador,"Total, all client groups",73.3,NA
2006-04,Newfoundland and Labrador,Leisure clients,65.8,NA
2006-04,Newfoundland and Labrador,Business clients,76.7,NA
2006-04,Prince Edward Island,"Total, all client groups",70.3,NA
2006-04,Prince Edward Island,Leisure clients,64.8,NA
2006-04,Prince Edward Island,Business clients,79.1,NA
2006-04,Nova Scotia,"Total, all client groups",80.6,NA
2006-04,Nova Scotia,Leisure clients,81.7,NA
2006-04,Nova Scotia,Business clients,79.4,NA
2006-04,New Brunswick,"Total, all client groups",83.9,NA
2006-04,New Brunswick,Leisure clients,85.7,NA
2006-04,New Brunswick,Business clients,82.7,NA
2006-04,Quebec Region,"Total, all client groups",85.1,NA
2006-04,Quebec Region,Leisure clients,80.3,NA
2006-04,Quebec Region,Business clients,88.3,NA
2006-04,Quebec,"Total, all client groups",85.1,NA
2006-04,Quebec,Leisure clients,80.3,NA
2006-04,Quebec,Business clients,88.3,NA
2006-04,Ontario Region,"Total, all client groups",91.4,NA
2006-04,Ontario Region,Leisure clients,92.7,NA
2006-04,Ontario Region,Business clients,90.5,NA
2006-04,Ontario,"Total, all client groups",91.4,NA
2006-04,Ontario,Leisure clients,92.7,NA
2006-04,Ontario,Business clients,90.5,NA
2006-04,Prairie Region,"Total, all client groups",77.9,NA
2006-04,Prairie Region,Leisure clients,78.4,NA
2006-04,Prairie Region,Business clients,75.3,NA
2006-04,Manitoba,"Total, all client groups",80.6,NA
2006-04,Manitoba,Leisure clients,78.8,NA
2006-04,Manitoba,Business clients,81.8,NA
2006-04,Saskatchewan,"Total, all client groups",67,NA
2006-04,Saskatchewan,Leisure clients,70.4,NA
2006-04,Saskatchewan,Business clients,64.6,NA
2006-04,Alberta,"Total, all client groups",80,NA
2006-04,Alberta,Leisure clients,80.9,NA
2006-04,Alberta,Business clients,77.1,NA
2006-04,British Columbia Region,"Total, all client groups",81.1,NA
2006-04,British Columbia Region,Leisure clients,79.3,NA
2006-04,British Columbia Region,Business clients,82.1,NA
2006-04,British Columbia,"Total, all client groups",81.1,NA
2006-04,British Columbia,Leisure clients,79.3,NA
2006-04,British Columbia,Business clients,82.1,NA
2006-04,Territories,"Total, all client groups",82.4,NA
2006-04,Territories,Leisure clients,82.3,NA
2006-04,Territories,Business clients,82.5,NA
2006-04,Yukon,"Total, all client groups",84.2,NA
2006-04,Yukon,Leisure clients,82.3,NA
2006-04,Yukon,Business clients,85.9,NA
2006-04,Northwest Territories,"Total, all client groups",82.5,NA
2006-04,Northwest Territories,Leisure clients,86.1,NA
2006-04,Northwest Territories,Business clients,81.3,NA
2006-04,Nunavut,"Total, all client groups",78.8,NA
2006-04,Nunavut,Leisure clients,77.9,NA
2006-04,Nunavut,Business clients,79.1,NA
2006-05,Canada,"Total, all client groups",94,NA
2006-05,Canada,Leisure clients,96.2,NA
2006-05,Canada,Business clients,89.7,NA
2006-05,Atlantic Region,"Total, all client groups",87.4,NA
2006-05,Atlantic Region,Leisure clients,86.8,NA
2006-05,Atlantic Region,Business clients,87.4,NA
2006-05,Newfoundland and Labrador,"Total, all client groups",85.4,NA
2006-05,Newfoundland and Labrador,Leisure clients,78,NA
2006-05,Newfoundland and Labrador,Business clients,88.8,NA
2006-05,Prince Edward Island,"Total, all client groups",78.2,NA
2006-05,Prince Edward Island,Leisure clients,76.5,NA
2006-05,Prince Edward Island,Business clients,80.4,NA
2006-05,Nova Scotia,"Total, all client groups",92,NA
2006-05,Nova Scotia,Leisure clients,94.2,NA
2006-05,Nova Scotia,Business clients,90.1,NA
2006-05,New Brunswick,"Total, all client groups",86.9,NA
2006-05,New Brunswick,Leisure clients,90.3,NA
2006-05,New Brunswick,Business clients,84.9,NA
2006-05,Quebec Region,"Total, all client groups",95,NA
2006-05,Quebec Region,Leisure clients,92.4,NA
2006-05,Quebec Region,Business clients,94.5,NA
2006-05,Quebec,"Total, all client groups",95,NA
2006-05,Quebec,Leisure clients,92.4,NA
2006-05,Quebec,Business clients,94.5,NA
2006-05,Ontario Region,"Total, all client groups",102.3,NA
2006-05,Ontario Region,Leisure clients,113.3,NA
2006-05,Ontario Region,Business clients,94.4,NA
2006-05,Ontario,"Total, all client groups",102.3,NA
2006-05,Ontario,Leisure clients,113.3,NA
2006-05,Ontario,Business clients,94.4,NA
2006-05,Prairie Region,"Total, all client groups",81.8,NA
2006-05,Prairie Region,Leisure clients,81.8,NA
2006-05,Prairie Region,Business clients,78.4,NA
2006-05,Manitoba,"Total, all client groups",81.2,NA
2006-05,Manitoba,Leisure clients,80.3,NA
2006-05,Manitoba,Business clients,81.5,NA
2006-05,Saskatchewan,"Total, all client groups",68.6,NA
2006-05,Saskatchewan,Leisure clients,70.9,NA
2006-05,Saskatchewan,Business clients,67,NA
2006-05,Alberta,"Total, all client groups",85.1,NA
2006-05,Alberta,Leisure clients,85.6,NA
2006-05,Alberta,Business clients,81,NA
2006-05,British Columbia Region,"Total, all client groups",96.8,NA
2006-05,British Columbia Region,Leisure clients,94.4,NA
2006-05,British Columbia Region,Business clients,96.8,NA
2006-05,British Columbia,"Total, all client groups",96.8,NA
2006-05,British Columbia,Leisure clients,94.4,NA
2006-05,British Columbia,Business clients,96.8,NA
2006-05,Territories,"Total, all client groups",84.5,NA
2006-05,Territories,Leisure clients,85.6,NA
2006-05,Territories,Business clients,83.9,NA
2006-05,Yukon,"Total, all client groups",87.8,NA
2006-05,Yukon,Leisure clients,86.7,NA
2006-05,Yukon,Business clients,88.7,NA
2006-05,Northwest Territories,"Total, all client groups",83.2,NA
2006-05,Northwest Territories,Leisure clients,86.3,NA
2006-05,Northwest Territories,Business clients,82.1,NA
2006-05,Nunavut,"Total, all client groups",78.8,NA
2006-05,Nunavut,Leisure clients,77.9,NA
2006-05,Nunavut,Business clients,79.1,NA
2006-06,Canada,"Total, all client groups",96.3,NA
2006-06,Canada,Leisure clients,97.2,NA
2006-06,Canada,Business clients,92.7,NA
2006-06,Atlantic Region,"Total, all client groups",91.4,NA
2006-06,Atlantic Region,Leisure clients,92.3,NA
2006-06,Atlantic Region,Business clients,90.1,NA
2006-06,Newfoundland and Labrador,"Total, all client groups",87.8,NA
2006-06,Newfoundland and Labrador,Leisure clients,81.3,NA
2006-06,Newfoundland and Labrador,Business clients,90.8,NA
2006-06,Prince Edward Island,"Total, all client groups",104.6,NA
2006-06,Prince Edward Island,Leisure clients,104.1,NA
2006-06,Prince Edward Island,Business clients,104.5,NA
2006-06,Nova Scotia,"Total, all client groups",94.8,NA
2006-06,Nova Scotia,Leisure clients,96.1,NA
2006-06,Nova Scotia,Business clients,93.4,NA
2006-06,New Brunswick,"Total, all client groups",87.5,NA
2006-06,New Brunswick,Leisure clients,91.7,NA
2006-06,New Brunswick,Business clients,85,NA
2006-06,Quebec Region,"Total, all client groups",98.7,NA
2006-06,Quebec Region,Leisure clients,93.2,NA
2006-06,Quebec Region,Business clients,101.3,NA
2006-06,Quebec,"Total, all client groups",98.7,NA
2006-06,Quebec,Leisure clients,93.2,NA
2006-06,Quebec,Business clients,101.3,NA
2006-06,Ontario Region,"Total, all client groups",101.2,NA
2006-06,Ontario Region,Leisure clients,108.1,NA
2006-06,Ontario Region,Business clients,96.3,NA
2006-06,Ontario,"Total, all client groups",101.2,NA
2006-06,Ontario,Leisure clients,108.1,NA
2006-06,Ontario,Business clients,96.3,NA
2006-06,Prairie Region,"Total, all client groups",86.8,NA
2006-06,Prairie Region,Leisure clients,88.3,NA
2006-06,Prairie Region,Business clients,80.3,NA
2006-06,Manitoba,"Total, all client groups",81.8,NA
2006-06,Manitoba,Leisure clients,80.3,NA
2006-06,Manitoba,Business clients,82.7,NA
2006-06,Saskatchewan,"Total, all client groups",70.2,NA
2006-06,Saskatchewan,Leisure clients,73.8,NA
2006-06,Saskatchewan,Business clients,67.7,NA
2006-06,Alberta,"Total, all client groups",91.6,NA
2006-06,Alberta,Leisure clients,95,NA
2006-06,Alberta,Business clients,83.3,NA
2006-06,British Columbia Region,"Total, all client groups",99.7,NA
2006-06,British Columbia Region,Leisure clients,96.9,NA
2006-06,British Columbia Region,Business clients,100.2,NA
2006-06,British Columbia,"Total, all client groups",99.7,NA
2006-06,British Columbia,Leisure clients,96.9,NA
2006-06,British Columbia,Business clients,100.2,NA
2006-06,Territories,"Total, all client groups",84.5,NA
2006-06,Territories,Leisure clients,85.6,NA
2006-06,Territories,Business clients,83.9,NA
2006-06,Yukon,"Total, all client groups",87.8,NA
2006-06,Yukon,Leisure clients,86.7,NA
2006-06,Yukon,Business clients,88.7,NA
2006-06,Northwest Territories,"Total, all client groups",83.2,NA
2006-06,Northwest Territories,Leisure clients,86.3,NA
2006-06,Northwest Territories,Business clients,82.1,NA
2006-06,Nunavut,"Total, all client groups",78.8,NA
2006-06,Nunavut,Leisure clients,77.9,NA
2006-06,Nunavut,Business clients,79.1,NA
2006-07,Canada,"Total, all client groups",100.3,NA
2006-07,Canada,Leisure clients,102.8,NA
2006-07,Canada,Business clients,95,NA
2006-07,Atlantic Region,"Total, all client groups",97.4,NA
2006-07,Atlantic Region,Leisure clients,100.8,NA
2006-07,Atlantic Region,Business clients,94.3,NA
2006-07,Newfoundland and Labrador,"Total, all client groups",91,NA
2006-07,Newfoundland and Labrador,Leisure clients,89,NA
2006-07,Newfoundland and Labrador,Business clients,91.8,NA
2006-07,Prince Edward Island,"Total, all client groups",113.2,NA
2006-07,Prince Edward Island,Leisure clients,112.8,NA
2006-07,Prince Edward Island,Business clients,112.9,NA
2006-07,Nova Scotia,"Total, all client groups",106.2,NA
2006-07,Nova Scotia,Leisure clients,106.9,NA
2006-07,Nova Scotia,Business clients,105.1,NA
2006-07,New Brunswick,"Total, all client groups",90,NA
2006-07,New Brunswick,Leisure clients,98.6,NA
2006-07,New Brunswick,Business clients,84.9,NA
2006-07,Quebec Region,"Total, all client groups",106,NA
2006-07,Quebec Region,Leisure clients,104.7,NA
2006-07,Quebec Region,Business clients,105.7,NA
2006-07,Quebec,"Total, all client groups",106,NA
2006-07,Quebec,Leisure clients,104.7,NA
2006-07,Quebec,Business clients,105.7,NA
2006-07,Ontario Region,"Total, all client groups",100.6,NA
2006-07,Ontario Region,Leisure clients,108.4,NA
2006-07,Ontario Region,Business clients,95.5,NA
2006-07,Ontario,"Total, all client groups",100.6,NA
2006-07,Ontario,Leisure clients,108.4,NA
2006-07,Ontario,Business clients,95.5,NA
2006-07,Prairie Region,"Total, all client groups",93.3,NA
2006-07,Prairie Region,Leisure clients,95.6,NA
2006-07,Prairie Region,Business clients,83.4,NA
2006-07,Manitoba,"Total, all client groups",81.3,NA
2006-07,Manitoba,Leisure clients,79.9,NA
2006-07,Manitoba,Business clients,82.1,NA
2006-07,Saskatchewan,"Total, all client groups",67.3,NA
2006-07,Saskatchewan,Leisure clients,71.1,NA
2006-07,Saskatchewan,Business clients,64.7,NA
2006-07,Alberta,"Total, all client groups",101.6,NA
2006-07,Alberta,Leisure clients,107.4,NA
2006-07,Alberta,Business clients,88.5,NA
2006-07,British Columbia Region,"Total, all client groups",105.1,NA
2006-07,British Columbia Region,Leisure clients,102.3,NA
2006-07,British Columbia Region,Business clients,105.2,NA
2006-07,British Columbia,"Total, all client groups",105.1,NA
2006-07,British Columbia,Leisure clients,102.3,NA
2006-07,British Columbia,Business clients,105.2,NA
2006-07,Territories,"Total, all client groups",85.2,NA
2006-07,Territories,Leisure clients,85.9,NA
2006-07,Territories,Business clients,84.9,NA
2006-07,Yukon,"Total, all client groups",88.7,NA
2006-07,Yukon,Leisure clients,86.6,NA
2006-07,Yukon,Business clients,90.6,NA
2006-07,Northwest Territories,"Total, all client groups",84.3,NA
2006-07,Northwest Territories,Leisure clients,87.1,NA
2006-07,Northwest Territories,Business clients,83.4,NA
2006-07,Nunavut,"Total, all client groups",78.7,NA
2006-07,Nunavut,Leisure clients,80.1,NA
2006-07,Nunavut,Business clients,78.7,NA
2006-08,Canada,"Total, all client groups",101.7,NA
2006-08,Canada,Leisure clients,101.7,NA
2006-08,Canada,Business clients,98.3,NA
2006-08,Atlantic Region,"Total, all client groups",102,NA
2006-08,Atlantic Region,Leisure clients,106.9,NA
2006-08,Atlantic Region,Business clients,97.9,NA
2006-08,Newfoundland and Labrador,"Total, all client groups",93.5,NA
2006-08,Newfoundland and Labrador,Leisure clients,86.6,NA
2006-08,Newfoundland and Labrador,Business clients,96.7,NA
2006-08,Prince Edward Island,"Total, all client groups",123.7,NA
2006-08,Prince Edward Island,Leisure clients,128,NA
2006-08,Prince Edward Island,Business clients,115.2,NA
2006-08,Nova Scotia,"Total, all client groups",109.7,NA
2006-08,Nova Scotia,Leisure clients,111.6,NA
2006-08,Nova Scotia,Business clients,108,NA
2006-08,New Brunswick,"Total, all client groups",95.7,NA
2006-08,New Brunswick,Leisure clients,108.3,NA
2006-08,New Brunswick,Business clients,88.3,NA
2006-08,Quebec Region,"Total, all client groups",103.2,NA
2006-08,Quebec Region,Leisure clients,102.2,NA
2006-08,Quebec Region,Business clients,103.8,NA
2006-08,Quebec,"Total, all client groups",103.2,NA
2006-08,Quebec,Leisure clients,102.2,NA
2006-08,Quebec,Business clients,103.8,NA
2006-08,Ontario Region,"Total, all client groups",105.3,NA
2006-08,Ontario Region,Leisure clients,106,NA
2006-08,Ontario Region,Business clients,105.3,NA
2006-08,Ontario,"Total, all client groups",105.3,NA
2006-08,Ontario,Leisure clients,106,NA
2006-08,Ontario,Business clients,105.3,NA
2006-08,Prairie Region,"Total, all client groups",92.6,NA
2006-08,Prairie Region,Leisure clients,92.6,NA
2006-08,Prairie Region,Business clients,82.9,NA
2006-08,Manitoba,"Total, all client groups",81.5,NA
2006-08,Manitoba,Leisure clients,81.2,NA
2006-08,Manitoba,Business clients,81.4,NA
2006-08,Saskatchewan,"Total, all client groups",69,NA
2006-08,Saskatchewan,Leisure clients,75.3,NA
2006-08,Saskatchewan,Business clients,64.7,NA
2006-08,Alberta,"Total, all client groups",100.2,NA
2006-08,Alberta,Leisure clients,101.1,NA
2006-08,Alberta,Business clients,88,NA
2006-08,British Columbia Region,"Total, all client groups",106.3,NA
2006-08,British Columbia Region,Leisure clients,104,NA
2006-08,British Columbia Region,Business clients,106.2,NA
2006-08,British Columbia,"Total, all client groups",106.3,NA
2006-08,British Columbia,Leisure clients,104,NA
2006-08,British Columbia,Business clients,106.2,NA
2006-08,Territories,"Total, all client groups",84.6,NA
2006-08,Territories,Leisure clients,86.8,NA
2006-08,Territories,Business clients,83.6,NA
2006-08,Yukon,"Total, all client groups",88,NA
2006-08,Yukon,Leisure clients,88,NA
2006-08,Yukon,Business clients,87.8,NA
2006-08,Northwest Territories,"Total, all client groups",84.4,NA
2006-08,Northwest Territories,Leisure clients,87.1,NA
2006-08,Northwest Territories,Business clients,83.5,NA
2006-08,Nunavut,"Total, all client groups",77.9,NA
2006-08,Nunavut,Leisure clients,78.9,NA
2006-08,Nunavut,Business clients,77.9,NA
2006-09,Canada,"Total, all client groups",101.4,NA
2006-09,Canada,Leisure clients,102.1,NA
2006-09,Canada,Business clients,97.4,NA
2006-09,Atlantic Region,"Total, all client groups",96.9,NA
2006-09,Atlantic Region,Leisure clients,99.2,NA
2006-09,Atlantic Region,Business clients,94.5,NA
2006-09,Newfoundland and Labrador,"Total, all client groups",86,NA
2006-09,Newfoundland and Labrador,Leisure clients,83.2,NA
2006-09,Newfoundland and Labrador,Business clients,87.1,NA
2006-09,Prince Edward Island,"Total, all client groups",113.5,NA
2006-09,Prince Edward Island,Leisure clients,115.2,NA
2006-09,Prince Edward Island,Business clients,109.6,NA
2006-09,Nova Scotia,"Total, all client groups",108.7,NA
2006-09,Nova Scotia,Leisure clients,110.3,NA
2006-09,Nova Scotia,Business clients,107.2,NA
2006-09,New Brunswick,"Total, all client groups",90.1,NA
2006-09,New Brunswick,Leisure clients,93.7,NA
2006-09,New Brunswick,Business clients,87.8,NA
2006-09,Quebec Region,"Total, all client groups",102.7,NA
2006-09,Quebec Region,Leisure clients,99.6,NA
2006-09,Quebec Region,Business clients,103,NA
2006-09,Quebec,"Total, all client groups",102.7,NA
2006-09,Quebec,Leisure clients,99.6,NA
2006-09,Quebec,Business clients,103,NA
2006-09,Ontario Region,"Total, all client groups",105.1,NA
2006-09,Ontario Region,Leisure clients,111.8,NA
2006-09,Ontario Region,Business clients,100.3,NA
2006-09,Ontario,"Total, all client groups",105.1,NA
2006-09,Ontario,Leisure clients,111.8,NA
2006-09,Ontario,Business clients,100.3,NA
2006-09,Prairie Region,"Total, all client groups",94.4,NA
2006-09,Prairie Region,Leisure clients,92.7,NA
2006-09,Prairie Region,Business clients,87.8,NA
2006-09,Manitoba,"Total, all client groups",85.5,NA
2006-09,Manitoba,Leisure clients,82.1,NA
2006-09,Manitoba,Business clients,88.1,NA
2006-09,Saskatchewan,"Total, all client groups",70.2,NA
2006-09,Saskatchewan,Leisure clients,74.4,NA
2006-09,Saskatchewan,Business clients,67.3,NA
2006-09,Alberta,"Total, all client groups",101.6,NA
2006-09,Alberta,Leisure clients,101.2,NA
2006-09,Alberta,Business clients,93.2,NA
2006-09,British Columbia Region,"Total, all client groups",105,NA
2006-09,British Columbia Region,Leisure clients,102.4,NA
2006-09,British Columbia Region,Business clients,105.1,NA
2006-09,British Columbia,"Total, all client groups",105,NA
2006-09,British Columbia,Leisure clients,102.4,NA
2006-09,British Columbia,Business clients,105.1,NA
2006-09,Territories,"Total, all client groups",85.7,NA
2006-09,Territories,Leisure clients,86.6,NA
2006-09,Territories,Business clients,85.2,NA
2006-09,Yukon,"Total, all client groups",89.5,NA
2006-09,Yukon,Leisure clients,87.7,NA
2006-09,Yukon,Business clients,90.9,NA
2006-09,Northwest Territories,"Total, all client groups",85.4,NA
2006-09,Northwest Territories,Leisure clients,86.4,NA
2006-09,Northwest Territories,Business clients,84.9,NA
2006-09,Nunavut,"Total, all client groups",78.1,NA
2006-09,Nunavut,Leisure clients,80.3,NA
2006-09,Nunavut,Business clients,77.9,NA
2006-10,Canada,"Total, all client groups",92.7,NA
2006-10,Canada,Leisure clients,91.9,NA
2006-10,Canada,Business clients,92,NA
2006-10,Atlantic Region,"Total, all client groups",87.5,NA
2006-10,Atlantic Region,Leisure clients,87.9,NA
2006-10,Atlantic Region,Business clients,86.5,NA
2006-10,Newfoundland and Labrador,"Total, all client groups",77.5,NA
2006-10,Newfoundland and Labrador,Leisure clients,77.2,NA
2006-10,Newfoundland and Labrador,Business clients,77.4,NA
2006-10,Prince Edward Island,"Total, all client groups",78.4,NA
2006-10,Prince Edward Island,Leisure clients,77.7,NA
2006-10,Prince Edward Island,Business clients,79.1,NA
2006-10,Nova Scotia,"Total, all client groups",100.6,NA
2006-10,Nova Scotia,Leisure clients,101.5,NA
2006-10,Nova Scotia,Business clients,99.6,NA
2006-10,New Brunswick,"Total, all client groups",85.1,NA
2006-10,New Brunswick,Leisure clients,87.1,NA
2006-10,New Brunswick,Business clients,83.8,NA
2006-10,Quebec Region,"Total, all client groups",94.9,NA
2006-10,Quebec Region,Leisure clients,92.4,NA
2006-10,Quebec Region,Business clients,95.3,NA
2006-10,Quebec,"Total, all client groups",94.9,NA
2006-10,Quebec,Leisure clients,92.4,NA
2006-10,Quebec,Business clients,95.3,NA
2006-10,Ontario Region,"Total, all client groups",99.4,NA
2006-10,Ontario Region,Leisure clients,102,NA
2006-10,Ontario Region,Business clients,97.6,NA
2006-10,Ontario,"Total, all client groups",99.4,NA
2006-10,Ontario,Leisure clients,102,NA
2006-10,Ontario,Business clients,97.6,NA
2006-10,Prairie Region,"Total, all client groups",86.1,NA
2006-10,Prairie Region,Leisure clients,83.4,NA
2006-10,Prairie Region,Business clients,86.2,NA
2006-10,Manitoba,"Total, all client groups",84.6,NA
2006-10,Manitoba,Leisure clients,82.1,NA
2006-10,Manitoba,Business clients,86.4,NA
2006-10,Saskatchewan,"Total, all client groups",71.7,NA
2006-10,Saskatchewan,Leisure clients,74.4,NA
2006-10,Saskatchewan,Business clients,69.8,NA
2006-10,Alberta,"Total, all client groups",89.7,NA
2006-10,Alberta,Leisure clients,86.6,NA
2006-10,Alberta,Business clients,90.5,NA
2006-10,British Columbia Region,"Total, all client groups",89.3,NA
2006-10,British Columbia Region,Leisure clients,87.5,NA
2006-10,British Columbia Region,Business clients,90.1,NA
2006-10,British Columbia,"Total, all client groups",89.3,NA
2006-10,British Columbia,Leisure clients,87.5,NA
2006-10,British Columbia,Business clients,90.1,NA
2006-10,Territories,"Total, all client groups",85.3,NA
2006-10,Territories,Leisure clients,86.1,NA
2006-10,Territories,Business clients,84.8,NA
2006-10,Yukon,"Total, all client groups",88.4,NA
2006-10,Yukon,Leisure clients,86.2,NA
2006-10,Yukon,Business clients,90.2,NA
2006-10,Northwest Territories,"Total, all client groups",84.4,NA
2006-10,Northwest Territories,Leisure clients,91,NA
2006-10,Northwest Territories,Business clients,82.3,NA
2006-10,Nunavut,"Total, all client groups",79.8,NA
2006-10,Nunavut,Leisure clients,79.3,NA
2006-10,Nunavut,Business clients,80,NA
2006-11,Canada,"Total, all client groups",86.6,NA
2006-11,Canada,Leisure clients,86.4,NA
2006-11,Canada,Business clients,86.3,NA
2006-11,Atlantic Region,"Total, all client groups",82.3,NA
2006-11,Atlantic Region,Leisure clients,80.9,NA
2006-11,Atlantic Region,Business clients,82.7,NA
2006-11,Newfoundland and Labrador,"Total, all client groups",75.3,NA
2006-11,Newfoundland and Labrador,Leisure clients,72.7,NA
2006-11,Newfoundland and Labrador,Business clients,76.3,NA
2006-11,Prince Edward Island,"Total, all client groups",73.7,NA
2006-11,Prince Edward Island,Leisure clients,71.3,NA
2006-11,Prince Edward Island,Business clients,77.2,NA
2006-11,Nova Scotia,"Total, all client groups",88.1,NA
