REF_DATE,GEO,Price index,VALUE,STATUS
2013-01,British Columbia,Livestock purchases,97.1,NA
2013-01,British Columbia,Cattle,91.7,NA
2013-01,British Columbia,Hogs,97.6,NA
2013-01,British Columbia,Commercial feed,105.4,NA
2013-01,British Columbia,Prepared feed,103.7,NA
2013-01,British Columbia,Grain feed,121.6,NA
2013-04,Canada,Farm input total,101.5,NA
2013-04,Canada,Buildings,102.3,NA
2013-04,Canada,Machinery and motor vehicles,101.2,NA
2013-04,Canada,Depreciation on machinery and motor vehicles,99.7,NA
2013-04,Canada,Depreciation on machinery,100.6,NA
2013-04,Canada,Depreciation on motor vehicles,93.9,NA
2013-04,Canada,Machinery fuel,103,NA
2013-04,Canada,Machine repairs,102.3,NA
2013-04,Canada,General business costs,106.6,NA
2013-04,Canada,Crop production,99.3,NA
2013-04,Canada,Commercial seed and plant,105.4,NA
2013-04,Canada,Fertilizer,93.9,NA
2013-04,Canada,Nitrogen fertilizers,94.5,NA
2013-04,Canada,Other fertilizers,93.5,NA
2013-04,Canada,Pesticides,100.6,NA
2013-04,Canada,"Twine, wire and containers",100.7,NA
2013-04,Canada,Production insurance,103.4,NA
2013-04,Canada,Stabilization premiums,105.6,NA
2013-04,Canada,Animal production,101.1,NA
2013-04,Canada,Livestock purchases,94.9,NA
2013-04,Canada,Cattle,91.1,NA
2013-04,Canada,Hogs,106.2,NA
2013-04,Canada,Commercial feed,106.4,NA
2013-04,Canada,Prepared feed,103.9,NA
2013-04,Canada,Grain feed,115.4,NA
2013-04,Eastern Canada,Farm input total,101.1,NA
2013-04,Eastern Canada,Buildings,102.4,NA
2013-04,Eastern Canada,Machinery and motor vehicles,100.2,NA
2013-04,Eastern Canada,Depreciation on machinery and motor vehicles,99.5,NA
2013-04,Eastern Canada,Depreciation on machinery,100.5,NA
2013-04,Eastern Canada,Depreciation on motor vehicles,93.8,NA
2013-04,Eastern Canada,Machinery fuel,99,NA
2013-04,Eastern Canada,Machine repairs,102.2,NA
2013-04,Eastern Canada,General business costs,104.7,NA
2013-04,Eastern Canada,Crop production,100.4,NA
2013-04,Eastern Canada,Commercial seed and plant,103.6,NA
2013-04,Eastern Canada,Fertilizer,92.8,NA
2013-04,Eastern Canada,Nitrogen fertilizers,92.9,NA
2013-04,Eastern Canada,Production insurance,102.7,NA
2013-04,Eastern Canada,Stabilization premiums,106,NA
2013-04,Eastern Canada,Animal production,100.1,NA
2013-04,Eastern Canada,Livestock purchases,98,NA
2013-04,Eastern Canada,Cattle,91.4,NA
2013-04,Eastern Canada,Hogs,106.2,NA
2013-04,Eastern Canada,Commercial feed,101.8,NA
2013-04,Eastern Canada,Prepared feed,101.9,NA
2013-04,Eastern Canada,Grain feed,101.2,NA
2013-04,Newfoundland and Labrador,Farm input total,101.4,NA
2013-04,Newfoundland and Labrador,Buildings,101.1,NA
2013-04,Newfoundland and Labrador,Machinery and motor vehicles,99.5,NA
2013-04,Newfoundland and Labrador,Depreciation on machinery and motor vehicles,99.1,NA
2013-04,Newfoundland and Labrador,Depreciation on machinery,100.2,NA
2013-04,Newfoundland and Labrador,Depreciation on motor vehicles,93.9,NA
2013-04,Newfoundland and Labrador,Machinery fuel,97.1,NA
2013-04,Newfoundland and Labrador,Machine repairs,102.2,NA
2013-04,Newfoundland and Labrador,General business costs,102.1,NA
2013-04,Newfoundland and Labrador,Crop production,100,NA
2013-04,Newfoundland and Labrador,Commercial seed and plant,102.9,NA
2013-04,Newfoundland and Labrador,Fertilizer,95.7,NA
2013-04,Newfoundland and Labrador,Nitrogen fertilizers,99,NA
2013-04,Newfoundland and Labrador,Production insurance,163.3,NA
2013-04,Newfoundland and Labrador,Stabilization premiums,163.3,NA
2013-04,Newfoundland and Labrador,Animal production,102,NA
2013-04,Newfoundland and Labrador,Livestock purchases,96.5,NA
2013-04,Newfoundland and Labrador,Cattle,88,NA
2013-04,Newfoundland and Labrador,Hogs,106.2,NA
2013-04,Newfoundland and Labrador,Commercial feed,105.6,NA
2013-04,Newfoundland and Labrador,Prepared feed,105.9,NA
2013-04,Newfoundland and Labrador,Grain feed,98,NA
2013-04,Prince Edward Island,Farm input total,100.2,NA
2013-04,Prince Edward Island,Buildings,101.2,NA
2013-04,Prince Edward Island,Machinery and motor vehicles,100,NA
2013-04,Prince Edward Island,Depreciation on machinery and motor vehicles,100,NA
2013-04,Prince Edward Island,Depreciation on machinery,100.6,NA
2013-04,Prince Edward Island,Depreciation on motor vehicles,93.2,NA
2013-04,Prince Edward Island,Machinery fuel,97.2,NA
2013-04,Prince Edward Island,Machine repairs,102.4,NA
2013-04,Prince Edward Island,General business costs,104.8,NA
2013-04,Prince Edward Island,Crop production,99,NA
2013-04,Prince Edward Island,Commercial seed and plant,100.2,NA
2013-04,Prince Edward Island,Fertilizer,95.7,NA
2013-04,Prince Edward Island,Nitrogen fertilizers,99,NA
2013-04,Prince Edward Island,Production insurance,96.7,NA
2013-04,Prince Edward Island,Stabilization premiums,96.7,NA
2013-04,Prince Edward Island,Animal production,98.6,NA
2013-04,Prince Edward Island,Livestock purchases,91.3,NA
2013-04,Prince Edward Island,Cattle,88.6,NA
2013-04,Prince Edward Island,Hogs,105,NA
2013-04,Prince Edward Island,Commercial feed,103.2,NA
2013-04,Prince Edward Island,Prepared feed,104.2,NA
2013-04,Prince Edward Island,Grain feed,99.1,NA
2013-04,Nova Scotia,Farm input total,101.2,NA
2013-04,Nova Scotia,Buildings,100.7,NA
2013-04,Nova Scotia,Machinery and motor vehicles,99.5,NA
2013-04,Nova Scotia,Depreciation on machinery and motor vehicles,98.9,NA
2013-04,Nova Scotia,Depreciation on machinery,100.3,NA
2013-04,Nova Scotia,Depreciation on motor vehicles,93.7,NA
2013-04,Nova Scotia,Machinery fuel,97.4,NA
2013-04,Nova Scotia,Machine repairs,102.3,NA
2013-04,Nova Scotia,General business costs,103.6,NA
2013-04,Nova Scotia,Crop production,100.6,NA
2013-04,Nova Scotia,Commercial seed and plant,103.9,NA
2013-04,Nova Scotia,Fertilizer,95.7,NA
2013-04,Nova Scotia,Nitrogen fertilizers,99,NA
2013-04,Nova Scotia,Production insurance,118.6,NA
2013-04,Nova Scotia,Stabilization premiums,118.6,NA
2013-04,Nova Scotia,Animal production,101.4,NA
2013-04,Nova Scotia,Livestock purchases,99.9,NA
2013-04,Nova Scotia,Cattle,88.5,NA
2013-04,Nova Scotia,Hogs,105.2,NA
2013-04,Nova Scotia,Commercial feed,103.9,NA
2013-04,Nova Scotia,Prepared feed,104.4,NA
2013-04,Nova Scotia,Grain feed,98.6,NA
2013-04,New Brunswick,Farm input total,100.8,NA
2013-04,New Brunswick,Buildings,100.1,NA
2013-04,New Brunswick,Machinery and motor vehicles,100,NA
2013-04,New Brunswick,Depreciation on machinery and motor vehicles,100,NA
2013-04,New Brunswick,Depreciation on machinery,100.6,NA
2013-04,New Brunswick,Depreciation on motor vehicles,94,NA
2013-04,New Brunswick,Machinery fuel,97.6,NA
2013-04,New Brunswick,Machine repairs,102,NA
2013-04,New Brunswick,General business costs,105.4,NA
2013-04,New Brunswick,Crop production,99.6,NA
2013-04,New Brunswick,Commercial seed and plant,98.6,NA
2013-04,New Brunswick,Fertilizer,95.6,NA
2013-04,New Brunswick,Nitrogen fertilizers,98.9,NA
2013-04,New Brunswick,Production insurance,110,NA
2013-04,New Brunswick,Animal production,100.8,NA
2013-04,New Brunswick,Livestock purchases,100.5,NA
2013-04,New Brunswick,Cattle,88.6,NA
2013-04,New Brunswick,Hogs,108.2,NA
2013-04,New Brunswick,Commercial feed,102.3,NA
2013-04,New Brunswick,Prepared feed,102.4,NA
2013-04,New Brunswick,Grain feed,101.5,NA
2013-04,Quebec,Farm input total,102.5,NA
2013-04,Quebec,Buildings,102.1,NA
2013-04,Quebec,Machinery and motor vehicles,100.9,NA
2013-04,Quebec,Depreciation on machinery and motor vehicles,99.7,NA
2013-04,Quebec,Depreciation on machinery,100.5,NA
2013-04,Quebec,Depreciation on motor vehicles,93.8,NA
2013-04,Quebec,Machinery fuel,101.4,NA
2013-04,Quebec,Machine repairs,102.2,NA
2013-04,Quebec,General business costs,103.8,NA
2013-04,Quebec,Crop production,102.6,NA
2013-04,Quebec,Commercial seed and plant,103,NA
2013-04,Quebec,Fertilizer,93.8,NA
2013-04,Quebec,Nitrogen fertilizers,94.6,NA
2013-04,Quebec,Production insurance,107.1,NA
2013-04,Quebec,Stabilization premiums,107.1,NA
2013-04,Quebec,Animal production,102.6,NA
2013-04,Quebec,Livestock purchases,99.9,NA
2013-04,Quebec,Cattle,88.7,NA
2013-04,Quebec,Hogs,106.2,NA
2013-04,Quebec,Commercial feed,104,NA
2013-04,Quebec,Prepared feed,104.9,NA
2013-04,Quebec,Grain feed,98.1,NA
2013-04,Ontario,Farm input total,100.3,NA
2013-04,Ontario,Buildings,102.8,NA
2013-04,Ontario,Machinery and motor vehicles,99.9,NA
2013-04,Ontario,Depreciation on machinery and motor vehicles,99.5,NA
2013-04,Ontario,Depreciation on machinery,100.5,NA
2013-04,Ontario,Depreciation on motor vehicles,93.9,NA
2013-04,Ontario,Machinery fuel,97.7,NA
2013-04,Ontario,Machine repairs,102.3,NA
2013-04,Ontario,General business costs,105.4,NA
2013-04,Ontario,Crop production,99.6,NA
2013-04,Ontario,Commercial seed and plant,104,NA
2013-04,Ontario,Fertilizer,92,NA
2013-04,Ontario,Nitrogen fertilizers,91.9,NA
2013-04,Ontario,Production insurance,100.9,NA
2013-04,Ontario,Stabilization premiums,100.9,NA
2013-04,Ontario,Animal production,97.6,NA
2013-04,Ontario,Livestock purchases,96.7,NA
2013-04,Ontario,Cattle,92.6,NA
2013-04,Ontario,Hogs,106.1,NA
2013-04,Ontario,Commercial feed,99.1,NA
2013-04,Ontario,Prepared feed,98.1,NA
2013-04,Ontario,Grain feed,104,NA
2013-04,Western Canada,Farm input total,101.8,NA
2013-04,Western Canada,Buildings,102.2,NA
2013-04,Western Canada,Machinery and motor vehicles,101.7,NA
2013-04,Western Canada,Depreciation on machinery and motor vehicles,99.8,NA
2013-04,Western Canada,Depreciation on machinery,100.6,NA
2013-04,Western Canada,Depreciation on motor vehicles,93.9,NA
2013-04,Western Canada,Machinery fuel,104.8,NA
2013-04,Western Canada,Machine repairs,102.3,NA
2013-04,Western Canada,General business costs,108,NA
2013-04,Western Canada,Crop production,98.6,NA
2013-04,Western Canada,Commercial seed and plant,106.8,NA
2013-04,Western Canada,Fertilizer,94.2,NA
2013-04,Western Canada,Nitrogen fertilizers,94.9,NA
2013-04,Western Canada,Production insurance,103.4,NA
2013-04,Western Canada,Stabilization premiums,102.4,NA
2013-04,Western Canada,Animal production,101.9,NA
2013-04,Western Canada,Livestock purchases,93.1,NA
2013-04,Western Canada,Cattle,91,NA
2013-04,Western Canada,Hogs,106.2,NA
2013-04,Western Canada,Commercial feed,111.3,NA
2013-04,Western Canada,Prepared feed,106.4,NA
2013-04,Western Canada,Grain feed,122.5,NA
2013-04,Manitoba,Farm input total,102,NA
2013-04,Manitoba,Buildings,102.5,NA
2013-04,Manitoba,Machinery and motor vehicles,101.9,NA
2013-04,Manitoba,Depreciation on machinery and motor vehicles,100,NA
2013-04,Manitoba,Depreciation on machinery,100.7,NA
2013-04,Manitoba,Depreciation on motor vehicles,94,NA
2013-04,Manitoba,Machinery fuel,104.6,NA
2013-04,Manitoba,Machine repairs,102.4,NA
2013-04,Manitoba,General business costs,108.4,NA
2013-04,Manitoba,Crop production,99,NA
2013-04,Manitoba,Commercial seed and plant,105.7,NA
2013-04,Manitoba,Fertilizer,94.7,NA
2013-04,Manitoba,Nitrogen fertilizers,95.9,NA
2013-04,Manitoba,Production insurance,109.5,NA
2013-04,Manitoba,Stabilization premiums,109.5,NA
2013-04,Manitoba,Animal production,101.8,NA
2013-04,Manitoba,Livestock purchases,97.1,NA
2013-04,Manitoba,Cattle,90.2,NA
2013-04,Manitoba,Hogs,105,NA
2013-04,Manitoba,Commercial feed,105.2,NA
2013-04,Manitoba,Prepared feed,101.8,NA
2013-04,Manitoba,Grain feed,115.1,NA
2013-04,Saskatchewan,Farm input total,102.1,NA
2013-04,Saskatchewan,Buildings,103.2,NA
2013-04,Saskatchewan,Machinery and motor vehicles,101.9,NA
2013-04,Saskatchewan,Depreciation on machinery and motor vehicles,99.8,NA
2013-04,Saskatchewan,Depreciation on machinery,100.6,NA
2013-04,Saskatchewan,Depreciation on motor vehicles,93.8,NA
2013-04,Saskatchewan,Machinery fuel,105.2,NA
2013-04,Saskatchewan,Machine repairs,102.4,NA
2013-04,Saskatchewan,General business costs,110.1,NA
2013-04,Saskatchewan,Crop production,99.8,NA
2013-04,Saskatchewan,Commercial seed and plant,107.8,NA
2013-04,Saskatchewan,Fertilizer,94.1,NA
2013-04,Saskatchewan,Nitrogen fertilizers,94.7,NA
2013-04,Saskatchewan,Production insurance,102.4,NA
2013-04,Saskatchewan,Stabilization premiums,102.4,NA
2013-04,Saskatchewan,Animal production,99.4,NA
2013-04,Saskatchewan,Livestock purchases,91.9,NA
2013-04,Saskatchewan,Cattle,90.4,NA
2013-04,Saskatchewan,Hogs,108.6,NA
2013-04,Saskatchewan,Commercial feed,108.5,NA
2013-04,Saskatchewan,Prepared feed,101.9,NA
2013-04,Saskatchewan,Grain feed,119.8,NA
2013-04,Alberta,Farm input total,101.3,NA
2013-04,Alberta,Buildings,101.3,NA
2013-04,Alberta,Machinery and motor vehicles,101.6,NA
2013-04,Alberta,Depreciation on machinery and motor vehicles,99.7,NA
2013-04,Alberta,Depreciation on machinery,100.6,NA
2013-04,Alberta,Depreciation on motor vehicles,94,NA
2013-04,Alberta,Machinery fuel,104.7,NA
2013-04,Alberta,Machine repairs,102.2,NA
2013-04,Alberta,General business costs,107.3,NA
2013-04,Alberta,Crop production,96.8,NA
2013-04,Alberta,Commercial seed and plant,107.1,NA
2013-04,Alberta,Fertilizer,94.1,NA
2013-04,Alberta,Nitrogen fertilizers,94.8,NA
2013-04,Alberta,Production insurance,102.3,NA
2013-04,Alberta,Stabilization premiums,102.3,NA
2013-04,Alberta,Animal production,101.8,NA
2013-04,Alberta,Livestock purchases,92.2,NA
2013-04,Alberta,Cattle,91.3,NA
2013-04,Alberta,Hogs,108.6,NA
2013-04,Alberta,Commercial feed,114.1,NA
2013-04,Alberta,Prepared feed,108.1,NA
2013-04,Alberta,Grain feed,125.2,NA
2013-04,British Columbia,Farm input total,102.5,NA
2013-04,British Columbia,Buildings,102.5,NA
2013-04,British Columbia,Machinery and motor vehicles,101.4,NA
2013-04,British Columbia,Depreciation on machinery and motor vehicles,99.6,NA
2013-04,British Columbia,Depreciation on machinery,100.4,NA
2013-04,British Columbia,Depreciation on motor vehicles,94.1,NA
2013-04,British Columbia,Machinery fuel,103.4,NA
2013-04,British Columbia,Machine repairs,102.4,NA
2013-04,British Columbia,General business costs,102.1,NA
2013-04,British Columbia,Crop production,99,NA
2013-04,British Columbia,Commercial seed and plant,103.2,NA
2013-04,British Columbia,Fertilizer,93.2,NA
2013-04,British Columbia,Nitrogen fertilizers,93.9,NA
2013-04,British Columbia,Production insurance,101.4,NA
2013-04,British Columbia,Stabilization premiums,101.4,NA
2013-04,British Columbia,Animal production,105.8,NA
2013-04,British Columbia,Livestock purchases,98.2,NA
2013-04,British Columbia,Cattle,90.3,NA
2013-04,British Columbia,Hogs,104.2,NA
2013-04,British Columbia,Commercial feed,112.7,NA
2013-04,British Columbia,Prepared feed,111.3,NA
2013-04,British Columbia,Grain feed,126,NA
2013-07,Canada,Farm input total,101.8,NA
2013-07,Canada,Buildings,103.3,NA
2013-07,Canada,Machinery and motor vehicles,102.3,NA
2013-07,Canada,Depreciation on machinery and motor vehicles,100.8,NA
2013-07,Canada,Depreciation on machinery,102.1,NA
2013-07,Canada,Depreciation on motor vehicles,92,NA
2013-07,Canada,Machinery fuel,104.6,NA
2013-07,Canada,Machine repairs,102.8,NA
2013-07,Canada,General business costs,105.9,NA
2013-07,Canada,Crop production,97.3,NA
2013-07,Canada,Commercial seed and plant,105.3,NA
2013-07,Canada,Fertilizer,87.3,NA
2013-07,Canada,Nitrogen fertilizers,86.6,NA
2013-07,Canada,Other fertilizers,90.2,NA
2013-07,Canada,Pesticides,101.3,NA
2013-07,Canada,"Twine, wire and containers",99.4,NA
2013-07,Canada,Production insurance,103.4,NA
2013-07,Canada,Stabilization premiums,105.6,NA
2013-07,Canada,Animal production,103.1,NA
2013-07,Canada,Livestock purchases,104,NA
2013-07,Canada,Cattle,101,NA
2013-07,Canada,Hogs,119.3,NA
2013-07,Canada,Commercial feed,103.4,NA
2013-07,Canada,Prepared feed,104.5,NA
2013-07,Canada,Grain feed,99.4,NA
2013-07,Eastern Canada,Farm input total,101.9,NA
2013-07,Eastern Canada,Buildings,103.2,NA
2013-07,Eastern Canada,Machinery and motor vehicles,102.2,NA
2013-07,Eastern Canada,Depreciation on machinery and motor vehicles,100.7,NA
2013-07,Eastern Canada,Depreciation on machinery,102.1,NA
2013-07,Eastern Canada,Depreciation on motor vehicles,91.9,NA
2013-07,Eastern Canada,Machinery fuel,104.2,NA
2013-07,Eastern Canada,Machine repairs,102.8,NA
2013-07,Eastern Canada,General business costs,104.4,NA
2013-07,Eastern Canada,Crop production,97.8,NA
2013-07,Eastern Canada,Commercial seed and plant,103.2,NA
2013-07,Eastern Canada,Fertilizer,87.9,NA
2013-07,Eastern Canada,Nitrogen fertilizers,85.5,NA
2013-07,Eastern Canada,Production insurance,102.7,NA
2013-07,Eastern Canada,Stabilization premiums,106,NA
2013-07,Eastern Canada,Animal production,102.9,NA
2013-07,Eastern Canada,Livestock purchases,107.5,NA
2013-07,Eastern Canada,Cattle,102.9,NA
2013-07,Eastern Canada,Hogs,120.3,NA
2013-07,Eastern Canada,Commercial feed,101.3,NA
2013-07,Eastern Canada,Prepared feed,102.7,NA
2013-07,Eastern Canada,Grain feed,93.2,NA
2013-07,Newfoundland and Labrador,Farm input total,102.3,NA
2013-07,Newfoundland and Labrador,Buildings,100.8,NA
2013-07,Newfoundland and Labrador,Machinery and motor vehicles,102.2,NA
2013-07,Newfoundland and Labrador,Depreciation on machinery and motor vehicles,100.6,NA
2013-07,Newfoundland and Labrador,Depreciation on machinery,102.3,NA
2013-07,Newfoundland and Labrador,Depreciation on motor vehicles,92,NA
2013-07,Newfoundland and Labrador,Machinery fuel,104.1,NA
2013-07,Newfoundland and Labrador,Machine repairs,102.7,NA
2013-07,Newfoundland and Labrador,General business costs,102.4,NA
2013-07,Newfoundland and Labrador,Crop production,99.7,NA
2013-07,Newfoundland and Labrador,Commercial seed and plant,101,NA
2013-07,Newfoundland and Labrador,Fertilizer,98,NA
2013-07,Newfoundland and Labrador,Nitrogen fertilizers,93.9,NA
2013-07,Newfoundland and Labrador,Production insurance,163.3,NA
2013-07,Newfoundland and Labrador,Stabilization premiums,163.3,NA
2013-07,Newfoundland and Labrador,Animal production,103.1,NA
2013-07,Newfoundland and Labrador,Livestock purchases,104.8,NA
2013-07,Newfoundland and Labrador,Cattle,102.8,NA
2013-07,Newfoundland and Labrador,Hogs,120.3,NA
2013-07,Newfoundland and Labrador,Commercial feed,106.7,NA
2013-07,Newfoundland and Labrador,Prepared feed,107.2,NA
2013-07,Newfoundland and Labrador,Grain feed,93.2,NA
2013-07,Prince Edward Island,Farm input total,101.6,NA
2013-07,Prince Edward Island,Buildings,101.6,NA
2013-07,Prince Edward Island,Machinery and motor vehicles,102.8,NA
2013-07,Prince Edward Island,Depreciation on machinery and motor vehicles,101.6,NA
2013-07,Prince Edward Island,Depreciation on machinery,102.4,NA
2013-07,Prince Edward Island,Depreciation on motor vehicles,91.3,NA
2013-07,Prince Edward Island,Machinery fuel,104.3,NA
2013-07,Prince Edward Island,Machine repairs,102.9,NA
2013-07,Prince Edward Island,General business costs,103.8,NA
2013-07,Prince Edward Island,Crop production,100.6,NA
2013-07,Prince Edward Island,Commercial seed and plant,108.1,NA
2013-07,Prince Edward Island,Fertilizer,97.9,NA
2013-07,Prince Edward Island,Nitrogen fertilizers,93.9,NA
2013-07,Prince Edward Island,Production insurance,96.7,NA
2013-07,Prince Edward Island,Stabilization premiums,96.7,NA
2013-07,Prince Edward Island,Animal production,100.9,NA
2013-07,Prince Edward Island,Livestock purchases,104.6,NA
2013-07,Prince Edward Island,Cattle,102.5,NA
2013-07,Prince Edward Island,Hogs,121.1,NA
2013-07,Prince Edward Island,Commercial feed,103.6,NA
2013-07,Prince Edward Island,Prepared feed,106.1,NA
2013-07,Prince Edward Island,Grain feed,92.9,NA
2013-07,Nova Scotia,Farm input total,101.6,NA
2013-07,Nova Scotia,Buildings,101.7,NA
2013-07,Nova Scotia,Machinery and motor vehicles,102.1,NA
2013-07,Nova Scotia,Depreciation on machinery and motor vehicles,100,NA
2013-07,Nova Scotia,Depreciation on machinery,102.3,NA
2013-07,Nova Scotia,Depreciation on motor vehicles,91.8,NA
2013-07,Nova Scotia,Machinery fuel,104.5,NA
2013-07,Nova Scotia,Machine repairs,102.8,NA
2013-07,Nova Scotia,General business costs,103.2,NA
2013-07,Nova Scotia,Crop production,100.1,NA
2013-07,Nova Scotia,Commercial seed and plant,102.7,NA
2013-07,Nova Scotia,Fertilizer,97.9,NA
2013-07,Nova Scotia,Nitrogen fertilizers,93.9,NA
2013-07,Nova Scotia,Production insurance,118.6,NA
2013-07,Nova Scotia,Stabilization premiums,118.6,NA
2013-07,Nova Scotia,Animal production,101.6,NA
2013-07,Nova Scotia,Livestock purchases,105.6,NA
2013-07,Nova Scotia,Cattle,102.6,NA
2013-07,Nova Scotia,Hogs,121.3,NA
2013-07,Nova Scotia,Commercial feed,105.1,NA
2013-07,Nova Scotia,Prepared feed,106.2,NA
2013-07,Nova Scotia,Grain feed,93.9,NA
2013-07,New Brunswick,Farm input total,101.6,NA
2013-07,New Brunswick,Buildings,100.8,NA
2013-07,New Brunswick,Machinery and motor vehicles,102.7,NA
2013-07,New Brunswick,Depreciation on machinery and motor vehicles,101.5,NA
2013-07,New Brunswick,Depreciation on machinery,102.4,NA
2013-07,New Brunswick,Depreciation on motor vehicles,92.1,NA
2013-07,New Brunswick,Machinery fuel,104.7,NA
2013-07,New Brunswick,Machine repairs,102.5,NA
2013-07,New Brunswick,General business costs,104.9,NA
2013-07,New Brunswick,Crop production,100.7,NA
2013-07,New Brunswick,Commercial seed and plant,105.9,NA
2013-07,New Brunswick,Fertilizer,97.6,NA
2013-07,New Brunswick,Nitrogen fertilizers,93.5,NA
2013-07,New Brunswick,Production insurance,110,NA
2013-07,New Brunswick,Animal production,100.8,NA
2013-07,New Brunswick,Livestock purchases,107.4,NA
2013-07,New Brunswick,Cattle,102.5,NA
2013-07,New Brunswick,Hogs,117.5,NA
2013-07,New Brunswick,Commercial feed,101.9,NA
2013-07,New Brunswick,Prepared feed,102.9,NA
2013-07,New Brunswick,Grain feed,92.5,NA
2013-07,Quebec,Farm input total,104.4,NA
2013-07,Quebec,Buildings,102.3,NA
2013-07,Quebec,Machinery and motor vehicles,103,NA
2013-07,Quebec,Depreciation on machinery and motor vehicles,101,NA
2013-07,Quebec,Depreciation on machinery,102.2,NA
2013-07,Quebec,Depreciation on motor vehicles,92,NA
2013-07,Quebec,Machinery fuel,106.9,NA
2013-07,Quebec,Machine repairs,102.6,NA
2013-07,Quebec,General business costs,104.1,NA
2013-07,Quebec,Crop production,101.8,NA
2013-07,Quebec,Commercial seed and plant,102.3,NA
2013-07,Quebec,Fertilizer,92.3,NA
2013-07,Quebec,Nitrogen fertilizers,88.5,NA
2013-07,Quebec,Production insurance,107.1,NA
2013-07,Quebec,Stabilization premiums,107.1,NA
2013-07,Quebec,Animal production,106.3,NA
2013-07,Quebec,Livestock purchases,110.1,NA
2013-07,Quebec,Cattle,102.9,NA
2013-07,Quebec,Hogs,120.2,NA
2013-07,Quebec,Commercial feed,104.8,NA
2013-07,Quebec,Prepared feed,107.4,NA
2013-07,Quebec,Grain feed,87.7,NA
2013-07,Ontario,Farm input total,100.2,NA
2013-07,Ontario,Buildings,104,NA
2013-07,Ontario,Machinery and motor vehicles,101.6,NA
2013-07,Ontario,Depreciation on machinery and motor vehicles,100.5,NA
2013-07,Ontario,Depreciation on machinery,102.1,NA
2013-07,Ontario,Depreciation on motor vehicles,92,NA
2013-07,Ontario,Machinery fuel,102.4,NA
2013-07,Ontario,Machine repairs,102.8,NA
2013-07,Ontario,General business costs,104.7,NA
2013-07,Ontario,Crop production,95.8,NA
2013-07,Ontario,Commercial seed and plant,103.4,NA
2013-07,Ontario,Fertilizer,84.9,NA
2013-07,Ontario,Nitrogen fertilizers,83.9,NA
2013-07,Ontario,Production insurance,100.9,NA
2013-07,Ontario,Stabilization premiums,100.9,NA
2013-07,Ontario,Animal production,99.7,NA
2013-07,Ontario,Livestock purchases,105.8,NA
2013-07,Ontario,Cattle,102.9,NA
2013-07,Ontario,Hogs,120.7,NA
2013-07,Ontario,Commercial feed,97.1,NA
2013-07,Ontario,Prepared feed,96.9,NA
2013-07,Ontario,Grain feed,98,NA
2013-07,Western Canada,Farm input total,101.8,NA
2013-07,Western Canada,Buildings,103.5,NA
2013-07,Western Canada,Machinery and motor vehicles,102.4,NA
2013-07,Western Canada,Depreciation on machinery and motor vehicles,100.9,NA
2013-07,Western Canada,Depreciation on machinery,102.1,NA
2013-07,Western Canada,Depreciation on motor vehicles,92,NA
2013-07,Western Canada,Machinery fuel,104.8,NA
2013-07,Western Canada,Machine repairs,102.9,NA
2013-07,Western Canada,General business costs,107.1,NA
2013-07,Western Canada,Crop production,97,NA
2013-07,Western Canada,Commercial seed and plant,106.8,NA
2013-07,Western Canada,Fertilizer,87.2,NA
2013-07,Western Canada,Nitrogen fertilizers,86.9,NA
2013-07,Western Canada,Production insurance,103.4,NA
2013-07,Western Canada,Stabilization premiums,102.4,NA
2013-07,Western Canada,Animal production,103.3,NA
2013-07,Western Canada,Livestock purchases,101.9,NA
2013-07,Western Canada,Cattle,100.4,NA
2013-07,Western Canada,Hogs,116.1,NA
2013-07,Western Canada,Commercial feed,105.5,NA
2013-07,Western Canada,Prepared feed,106.8,NA
2013-07,Western Canada,Grain feed,102.5,NA
2013-07,Manitoba,Farm input total,101.5,NA
2013-07,Manitoba,Buildings,103.4,NA
2013-07,Manitoba,Machinery and motor vehicles,102.6,NA
2013-07,Manitoba,Depreciation on machinery and motor vehicles,101.1,NA
2013-07,Manitoba,Depreciation on machinery,102.1,NA
2013-07,Manitoba,Depreciation on motor vehicles,92.1,NA
2013-07,Manitoba,Machinery fuel,104.7,NA
2013-07,Manitoba,Machine repairs,103,NA
2013-07,Manitoba,General business costs,108.1,NA
2013-07,Manitoba,Crop production,97.3,NA
2013-07,Manitoba,Commercial seed and plant,105.9,NA
2013-07,Manitoba,Fertilizer,88.7,NA
2013-07,Manitoba,Nitrogen fertilizers,89.3,NA
2013-07,Manitoba,Production insurance,109.5,NA
2013-07,Manitoba,Stabilization premiums,109.5,NA
2013-07,Manitoba,Animal production,101.4,NA
2013-07,Manitoba,Livestock purchases,106,NA
2013-07,Manitoba,Cattle,101,NA
2013-07,Manitoba,Hogs,114,NA
2013-07,Manitoba,Commercial feed,100.7,NA
2013-07,Manitoba,Prepared feed,101.2,NA
2013-07,Manitoba,Grain feed,99.2,NA
2013-07,Saskatchewan,Farm input total,101,NA
2013-07,Saskatchewan,Buildings,103.6,NA
2013-07,Saskatchewan,Machinery and motor vehicles,102.4,NA
2013-07,Saskatchewan,Depreciation on machinery and motor vehicles,100.8,NA
2013-07,Saskatchewan,Depreciation on machinery,102,NA
2013-07,Saskatchewan,Depreciation on motor vehicles,91.9,NA
2013-07,Saskatchewan,Machinery fuel,104.9,NA
2013-07,Saskatchewan,Machine repairs,102.9,NA
