REF_DATE,GEO,North American Industry Classification System (NAICS),VALUE,STATUS,Classification Code for North American Industry Classification System (NAICS)
2008-01,Canada,Wholesale trade [41],94.3,NA,[41]
2008-01,Canada,Farm product merchant wholesalers [411],97.2,NA,[411]
2008-01,Canada,Farm product merchant wholesalers [4111],97.2,NA,[4111]
2008-01,Canada,Live animal merchant wholesalers [41111],76.9,NA,[41111]
2008-01,Canada,Oilseed and grain merchant wholesalers [41112],100.4,NA,[41112]
2008-01,Canada,Nursery stock and plant merchant wholesalers [41113],83.5,NA,[41113]
2008-01,Canada,Other farm product merchant wholesalers [41119],147.6,NA,[41119]
2008-01,Canada,Petroleum and petroleum products merchant wholesalers [412],96.5,NA,[412]
2008-01,Canada,Petroleum and petroleum products merchant wholesalers [4121],96.5,NA,[4121]
2008-01,Canada,Petroleum and petroleum products merchant wholesalers [41211],96.5,NA,[41211]
2008-01,Canada,"Food, beverage and tobacco merchant wholesalers [413]",87,NA,[413]
2008-01,Canada,Food merchant wholesalers [4131],86.1,NA,[4131]
2008-01,Canada,General-line food merchant wholesalers [41311],95.8,NA,[41311]
2008-01,Canada,Dairy and milk products merchant wholesalers [41312],94.3,NA,[41312]
2008-01,Canada,Poultry and egg merchant wholesalers [41313],82,NA,[41313]
2008-01,Canada,Fish and seafood product merchant wholesalers [41314],89.4,NA,[41314]
2008-01,Canada,Fresh fruit and vegetable merchant wholesalers [41315],108.2,NA,[41315]
2008-01,Canada,Red meat and meat product merchant wholesalers [41316],87,NA,[41316]
2008-01,Canada,Other specialty-line food merchant wholesalers [41319],75.6,NA,[41319]
2008-01,Canada,Beverage merchant wholesalers [4132],93.5,NA,[4132]
