REF_DATE,GEO,North American Industry Classification System (NAICS),VALUE,STATUS,Classification Code for North American Industry Classification System (NAICS)
2013-10,Canada,General freight trucking [4841],100.6,NA,[4841]
2013-10,Canada,"General freight trucking, local [48411]",101.9,NA,[48411]
2013-10,Canada,"General freight trucking, long distance [48412]",100.2,NA,[48412]
2013-10,Canada,Specialized freight trucking [4842],100.7,NA,[4842]
2013-10,Canada,Used household and office goods moving [48421],99.7,NA,[48421]
2013-10,Canada,"Specialized freight (except used goods) trucking, local [48422]",100.8,NA,[48422]
2013-10,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",100.7,NA,[48423]
2014-01,Canada,Truck transportation [484],103,NA,[484]
2014-01,Canada,General freight trucking [4841],103.2,NA,[4841]
2014-01,Canada,"General freight trucking, local [48411]",103.7,NA,[48411]
2014-01,Canada,"General freight trucking, long distance [48412]",102.9,NA,[48412]
2014-01,Canada,Specialized freight trucking [4842],102.7,NA,[4842]
2014-01,Canada,Used household and office goods moving [48421],101.1,NA,[48421]
2014-01,Canada,"Specialized freight (except used goods) trucking, local [48422]",101.8,NA,[48422]
2014-01,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",103.4,NA,[48423]
2014-04,Canada,Truck transportation [484],103.3,NA,[484]
2014-04,Canada,General freight trucking [4841],102.9,NA,[4841]
2014-04,Canada,"General freight trucking, local [48411]",103.4,NA,[48411]
2014-04,Canada,"General freight trucking, long distance [48412]",102.6,NA,[48412]
2014-04,Canada,Specialized freight trucking [4842],104.1,NA,[4842]
2014-04,Canada,Used household and office goods moving [48421],103.6,NA,[48421]
2014-04,Canada,"Specialized freight (except used goods) trucking, local [48422]",102.5,NA,[48422]
2014-04,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",104.8,NA,[48423]
2014-07,Canada,Truck transportation [484],101.6,NA,[484]
2014-07,Canada,General freight trucking [4841],101.5,NA,[4841]
2014-07,Canada,"General freight trucking, local [48411]",101.5,NA,[48411]
2014-07,Canada,"General freight trucking, long distance [48412]",101.3,NA,[48412]
2014-07,Canada,Specialized freight trucking [4842],101.9,NA,[4842]
2014-07,Canada,Used household and office goods moving [48421],104.5,NA,[48421]
2014-07,Canada,"Specialized freight (except used goods) trucking, local [48422]",99.4,NA,[48422]
2014-07,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",102.6,NA,[48423]
2014-10,Canada,Truck transportation [484],100.5,NA,[484]
2014-10,Canada,General freight trucking [4841],100.2,NA,[4841]
2014-10,Canada,"General freight trucking, local [48411]",100.9,NA,[48411]
2014-10,Canada,"General freight trucking, long distance [48412]",99.9,NA,[48412]
2014-10,Canada,Specialized freight trucking [4842],101.1,NA,[4842]
2014-10,Canada,Used household and office goods moving [48421],100.5,NA,[48421]
2014-10,Canada,"Specialized freight (except used goods) trucking, local [48422]",99.5,NA,[48422]
2014-10,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",101.9,NA,[48423]
2015-01,Canada,Truck transportation [484],99.2,NA,[484]
2015-01,Canada,General freight trucking [4841],99.6,NA,[4841]
2015-01,Canada,"General freight trucking, local [48411]",100.4,NA,[48411]
2015-01,Canada,"General freight trucking, long distance [48412]",99.3,NA,[48412]
2015-01,Canada,Specialized freight trucking [4842],98.3,NA,[4842]
2015-01,Canada,Used household and office goods moving [48421],98.3,NA,[48421]
2015-01,Canada,"Specialized freight (except used goods) trucking, local [48422]",98.7,NA,[48422]
2015-01,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",98.2,NA,[48423]
2015-04,Canada,Truck transportation [484],99,NA,[484]
2015-04,Canada,General freight trucking [4841],99.8,NA,[4841]
2015-04,Canada,"General freight trucking, local [48411]",100.5,NA,[48411]
2015-04,Canada,"General freight trucking, long distance [48412]",99.5,NA,[48412]
2015-04,Canada,Specialized freight trucking [4842],97.4,NA,[4842]
2015-04,Canada,Used household and office goods moving [48421],98.4,NA,[48421]
2015-04,Canada,"Specialized freight (except used goods) trucking, local [48422]",96.3,NA,[48422]
2015-04,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",97.8,NA,[48423]
2015-07,Canada,Truck transportation [484],98.3,NA,[484]
2015-07,Canada,General freight trucking [4841],98.9,NA,[4841]
2015-07,Canada,"General freight trucking, local [48411]",99.3,NA,[48411]
2015-07,Canada,"General freight trucking, long distance [48412]",98.6,NA,[48412]
2015-07,Canada,Specialized freight trucking [4842],97.1,NA,[4842]
2015-07,Canada,Used household and office goods moving [48421],100.4,NA,[48421]
2015-07,Canada,"Specialized freight (except used goods) trucking, local [48422]",96.4,NA,[48422]
2015-07,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",97.1,NA,[48423]
2015-10,Canada,Truck transportation [484],97.3,NA,[484]
2015-10,Canada,General freight trucking [4841],98,NA,[4841]
2015-10,Canada,"General freight trucking, local [48411]",98.6,NA,[48411]
2015-10,Canada,"General freight trucking, long distance [48412]",97.7,NA,[48412]
2015-10,Canada,Specialized freight trucking [4842],95.8,NA,[4842]
2015-10,Canada,Used household and office goods moving [48421],94.3,NA,[48421]
2015-10,Canada,"Specialized freight (except used goods) trucking, local [48422]",95.3,NA,[48422]
2015-10,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",96.2,NA,[48423]
2016-01,Canada,Truck transportation [484],96,NA,[484]
2016-01,Canada,General freight trucking [4841],97,NA,[4841]
2016-01,Canada,"General freight trucking, local [48411]",98,NA,[48411]
2016-01,Canada,"General freight trucking, long distance [48412]",96.6,NA,[48412]
2016-01,Canada,Specialized freight trucking [4842],94.1,NA,[4842]
2016-01,Canada,Used household and office goods moving [48421],92.9,NA,[48421]
2016-01,Canada,"Specialized freight (except used goods) trucking, local [48422]",92.6,NA,[48422]
2016-01,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",94.8,NA,[48423]
2016-04,Canada,Truck transportation [484],95.9,NA,[484]
2016-04,Canada,General freight trucking [4841],96.9,NA,[4841]
2016-04,Canada,"General freight trucking, local [48411]",98.6,NA,[48411]
2016-04,Canada,"General freight trucking, long distance [48412]",96.5,NA,[48412]
2016-04,Canada,Specialized freight trucking [4842],93.9,NA,[4842]
2016-04,Canada,Used household and office goods moving [48421],95.6,NA,[48421]
2016-04,Canada,"Specialized freight (except used goods) trucking, local [48422]",91.5,NA,[48422]
2016-04,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",94.8,NA,[48423]
2016-07,Canada,Truck transportation [484],96.3,NA,[484]
2016-07,Canada,General freight trucking [4841],97.3,NA,[4841]
2016-07,Canada,"General freight trucking, local [48411]",99.7,NA,[48411]
2016-07,Canada,"General freight trucking, long distance [48412]",96.8,NA,[48412]
2016-07,Canada,Specialized freight trucking [4842],94.4,NA,[4842]
2016-07,Canada,Used household and office goods moving [48421],100.4,NA,[48421]
2016-07,Canada,"Specialized freight (except used goods) trucking, local [48422]",91.3,NA,[48422]
2016-07,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",95,NA,[48423]
2016-10,Canada,Truck transportation [484],97.1,NA,[484]
2016-10,Canada,General freight trucking [4841],98.6,NA,[4841]
2016-10,Canada,"General freight trucking, local [48411]",100.7,NA,[48411]
2016-10,Canada,"General freight trucking, long distance [48412]",98.1,NA,[48412]
2016-10,Canada,Specialized freight trucking [4842],94.2,NA,[4842]
2016-10,Canada,Used household and office goods moving [48421],98,NA,[48421]
2016-10,Canada,"Specialized freight (except used goods) trucking, local [48422]",91.5,NA,[48422]
2016-10,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",94.9,NA,[48423]
2017-01,Canada,Truck transportation [484],98.3,NA,[484]
2017-01,Canada,General freight trucking [4841],100.2,NA,[4841]
2017-01,Canada,"General freight trucking, local [48411]",102.5,NA,[48411]
2017-01,Canada,"General freight trucking, long distance [48412]",99.7,NA,[48412]
2017-01,Canada,Specialized freight trucking [4842],94.7,NA,[4842]
2017-01,Canada,Used household and office goods moving [48421],97.9,NA,[48421]
2017-01,Canada,"Specialized freight (except used goods) trucking, local [48422]",92.8,NA,[48422]
2017-01,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",95.1,NA,[48423]
2017-04,Canada,Truck transportation [484],99.4,NA,[484]
2017-04,Canada,General freight trucking [4841],101.3,NA,[4841]
2017-04,Canada,"General freight trucking, local [48411]",102.2,NA,[48411]
2017-04,Canada,"General freight trucking, long distance [48412]",100.9,NA,[48412]
2017-04,Canada,Specialized freight trucking [4842],95.9,NA,[4842]
2017-04,Canada,Used household and office goods moving [48421],101,NA,[48421]
