REF_DATE,GEO,Index,VALUE,STATUS
1999-12,Ontario,Electric power selling price over 5000kw,72.1,NA
1999-12,Ontario,Electric power selling price under 5000kw,59.1,NA
1999-12,Prairie Region,Electric power selling price over 5000kw,42.8,NA
1999-12,Prairie Region,Electric power selling price under 5000kw,44.1,NA
1999-12,Manitoba,Electric power selling price over 5000kw,73.7,NA
1999-12,Manitoba,Electric power selling price under 5000kw,77.1,NA
1999-12,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
1999-12,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
1999-12,Alberta,Electric power selling price over 5000kw,26.2,NA
1999-12,Alberta,Electric power selling price under 5000kw,37.6,NA
1999-12,British Columbia,Electric power selling price over 5000kw,57.2,NA
1999-12,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-01,Canada,"Electric power selling price indexes, national total",61.7,NA
2000-01,Canada,Electric power selling price over 5000kw,65,NA
2000-01,Canada,Electric power selling price under 5000kw,60.3,NA
2000-01,Atlantic Region,Electric power selling price over 5000kw,65.5,NA
2000-01,Atlantic Region,Electric power selling price under 5000kw,68.9,NA
2000-01,Newfoundland and Labrador,Electric power selling price over 5000kw,85.5,NA
2000-01,Newfoundland and Labrador,Electric power selling price under 5000kw,84.7,NA
2000-01,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-01,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-01,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-01,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-01,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-01,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-01,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-01,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-01,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-01,Prairie Region,Electric power selling price over 5000kw,42.8,NA
2000-01,Prairie Region,Electric power selling price under 5000kw,44.3,NA
2000-01,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-01,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-01,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-01,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-01,Alberta,Electric power selling price over 5000kw,26.2,NA
2000-01,Alberta,Electric power selling price under 5000kw,37.9,NA
2000-01,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-01,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-02,Canada,"Electric power selling price indexes, national total",61.7,NA
2000-02,Canada,Electric power selling price over 5000kw,65,NA
2000-02,Canada,Electric power selling price under 5000kw,60.3,NA
2000-02,Atlantic Region,Electric power selling price over 5000kw,65.5,NA
2000-02,Atlantic Region,Electric power selling price under 5000kw,68.9,NA
2000-02,Newfoundland and Labrador,Electric power selling price over 5000kw,85.5,NA
2000-02,Newfoundland and Labrador,Electric power selling price under 5000kw,84.7,NA
2000-02,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-02,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-02,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-02,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-02,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-02,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-02,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-02,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-02,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-02,Prairie Region,Electric power selling price over 5000kw,42.8,NA
2000-02,Prairie Region,Electric power selling price under 5000kw,44.3,NA
2000-02,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-02,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-02,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-02,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-02,Alberta,Electric power selling price over 5000kw,26.2,NA
2000-02,Alberta,Electric power selling price under 5000kw,37.9,NA
2000-02,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-02,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-03,Canada,"Electric power selling price indexes, national total",61.7,NA
2000-03,Canada,Electric power selling price over 5000kw,65,NA
2000-03,Canada,Electric power selling price under 5000kw,60.3,NA
2000-03,Atlantic Region,Electric power selling price over 5000kw,65.5,NA
2000-03,Atlantic Region,Electric power selling price under 5000kw,68.9,NA
2000-03,Newfoundland and Labrador,Electric power selling price over 5000kw,85.5,NA
2000-03,Newfoundland and Labrador,Electric power selling price under 5000kw,84.7,NA
2000-03,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-03,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-03,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-03,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-03,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-03,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-03,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-03,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-03,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-03,Prairie Region,Electric power selling price over 5000kw,42.8,NA
2000-03,Prairie Region,Electric power selling price under 5000kw,44.3,NA
2000-03,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-03,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-03,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-03,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-03,Alberta,Electric power selling price over 5000kw,26.2,NA
2000-03,Alberta,Electric power selling price under 5000kw,37.9,NA
2000-03,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-03,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-04,Canada,"Electric power selling price indexes, national total",61.3,NA
2000-04,Canada,Electric power selling price over 5000kw,65.2,NA
2000-04,Canada,Electric power selling price under 5000kw,59.7,NA
2000-04,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-04,Atlantic Region,Electric power selling price under 5000kw,68.8,NA
2000-04,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-04,Newfoundland and Labrador,Electric power selling price under 5000kw,82.2,NA
2000-04,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-04,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-04,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-04,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-04,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-04,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-04,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-04,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-04,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-04,Prairie Region,Electric power selling price over 5000kw,44.3,NA
2000-04,Prairie Region,Electric power selling price under 5000kw,42.1,NA
2000-04,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-04,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-04,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-04,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-04,Alberta,Electric power selling price over 5000kw,28.8,NA
2000-04,Alberta,Electric power selling price under 5000kw,35.2,NA
2000-04,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-04,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-05,Canada,"Electric power selling price indexes, national total",61.4,NA
2000-05,Canada,Electric power selling price over 5000kw,65.2,NA
2000-05,Canada,Electric power selling price under 5000kw,59.8,NA
2000-05,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-05,Atlantic Region,Electric power selling price under 5000kw,68.7,NA
2000-05,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-05,Newfoundland and Labrador,Electric power selling price under 5000kw,82.2,NA
2000-05,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-05,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-05,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-05,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-05,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-05,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-05,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-05,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-05,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-05,Prairie Region,Electric power selling price over 5000kw,44.3,NA
2000-05,Prairie Region,Electric power selling price under 5000kw,42.5,NA
2000-05,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-05,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-05,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-05,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-05,Alberta,Electric power selling price over 5000kw,28.8,NA
2000-05,Alberta,Electric power selling price under 5000kw,35.7,NA
2000-05,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-05,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-06,Canada,"Electric power selling price indexes, national total",61.4,NA
2000-06,Canada,Electric power selling price over 5000kw,65.2,NA
2000-06,Canada,Electric power selling price under 5000kw,59.8,NA
2000-06,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-06,Atlantic Region,Electric power selling price under 5000kw,68.7,NA
2000-06,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-06,Newfoundland and Labrador,Electric power selling price under 5000kw,82.2,NA
2000-06,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-06,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-06,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-06,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-06,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-06,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-06,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-06,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-06,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-06,Prairie Region,Electric power selling price over 5000kw,44.3,NA
2000-06,Prairie Region,Electric power selling price under 5000kw,42.5,NA
2000-06,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-06,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-06,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-06,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-06,Alberta,Electric power selling price over 5000kw,28.8,NA
2000-06,Alberta,Electric power selling price under 5000kw,35.7,NA
2000-06,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-06,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-07,Canada,"Electric power selling price indexes, national total",61.4,NA
2000-07,Canada,Electric power selling price over 5000kw,65.2,NA
2000-07,Canada,Electric power selling price under 5000kw,59.8,NA
2000-07,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-07,Atlantic Region,Electric power selling price under 5000kw,68.7,NA
2000-07,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-07,Newfoundland and Labrador,Electric power selling price under 5000kw,81.3,NA
2000-07,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-07,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-07,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-07,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-07,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-07,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-07,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-07,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-07,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-07,Prairie Region,Electric power selling price over 5000kw,44.3,NA
2000-07,Prairie Region,Electric power selling price under 5000kw,42.7,NA
2000-07,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-07,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-07,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-07,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-07,Alberta,Electric power selling price over 5000kw,28.8,NA
2000-07,Alberta,Electric power selling price under 5000kw,35.8,NA
2000-07,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-07,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-08,Canada,"Electric power selling price indexes, national total",61.5,NA
2000-08,Canada,Electric power selling price over 5000kw,65.2,NA
2000-08,Canada,Electric power selling price under 5000kw,59.9,NA
2000-08,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-08,Atlantic Region,Electric power selling price under 5000kw,68.7,NA
2000-08,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-08,Newfoundland and Labrador,Electric power selling price under 5000kw,81.3,NA
2000-08,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-08,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-08,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-08,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-08,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-08,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-08,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-08,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-08,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-08,Prairie Region,Electric power selling price over 5000kw,44.3,NA
2000-08,Prairie Region,Electric power selling price under 5000kw,42.9,NA
2000-08,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-08,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-08,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-08,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-08,Alberta,Electric power selling price over 5000kw,28.8,NA
2000-08,Alberta,Electric power selling price under 5000kw,36.2,NA
2000-08,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-08,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-09,Canada,"Electric power selling price indexes, national total",61.6,NA
2000-09,Canada,Electric power selling price over 5000kw,65.2,NA
2000-09,Canada,Electric power selling price under 5000kw,60,NA
2000-09,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-09,Atlantic Region,Electric power selling price under 5000kw,68.7,NA
2000-09,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-09,Newfoundland and Labrador,Electric power selling price under 5000kw,81.3,NA
2000-09,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-09,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-09,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-09,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-09,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-09,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-09,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-09,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-09,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-09,Prairie Region,Electric power selling price over 5000kw,44.3,NA
2000-09,Prairie Region,Electric power selling price under 5000kw,43.3,NA
2000-09,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-09,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-09,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-09,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-09,Alberta,Electric power selling price over 5000kw,28.8,NA
2000-09,Alberta,Electric power selling price under 5000kw,36.7,NA
2000-09,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-09,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-10,Canada,"Electric power selling price indexes, national total",61.6,NA
2000-10,Canada,Electric power selling price over 5000kw,65.2,NA
2000-10,Canada,Electric power selling price under 5000kw,60,NA
2000-10,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-10,Atlantic Region,Electric power selling price under 5000kw,68.7,NA
2000-10,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-10,Newfoundland and Labrador,Electric power selling price under 5000kw,81.3,NA
2000-10,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-10,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-10,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-10,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-10,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-10,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-10,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-10,Ontario,Electric power selling price over 5000kw,72.3,NA
2000-10,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-10,Prairie Region,Electric power selling price over 5000kw,44.3,NA
2000-10,Prairie Region,Electric power selling price under 5000kw,43.3,NA
2000-10,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-10,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-10,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-10,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-10,Alberta,Electric power selling price over 5000kw,28.8,NA
2000-10,Alberta,Electric power selling price under 5000kw,36.7,NA
2000-10,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-10,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-11,Canada,"Electric power selling price indexes, national total",61.6,NA
2000-11,Canada,Electric power selling price over 5000kw,65.3,NA
2000-11,Canada,Electric power selling price under 5000kw,60,NA
2000-11,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-11,Atlantic Region,Electric power selling price under 5000kw,68.7,NA
2000-11,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-11,Newfoundland and Labrador,Electric power selling price under 5000kw,81.3,NA
2000-11,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-11,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-11,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-11,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-11,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-11,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-11,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-11,Ontario,Electric power selling price over 5000kw,72.3,NA
2000-11,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-11,Prairie Region,Electric power selling price over 5000kw,44.5,NA
2000-11,Prairie Region,Electric power selling price under 5000kw,43.4,NA
2000-11,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-11,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-11,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-11,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-11,Alberta,Electric power selling price over 5000kw,29.1,NA
2000-11,Alberta,Electric power selling price under 5000kw,36.8,NA
2000-11,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-11,British Columbia,Electric power selling price under 5000kw,57.8,NA
2000-12,Canada,"Electric power selling price indexes, national total",61.6,NA
2000-12,Canada,Electric power selling price over 5000kw,65.2,NA
2000-12,Canada,Electric power selling price under 5000kw,60.1,NA
2000-12,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2000-12,Atlantic Region,Electric power selling price under 5000kw,68.8,NA
2000-12,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2000-12,Newfoundland and Labrador,Electric power selling price under 5000kw,83.9,NA
2000-12,Prince Edward Island,Electric power selling price under 5000kw,65.6,NA
2000-12,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2000-12,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2000-12,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2000-12,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2000-12,Quebec,Electric power selling price over 5000kw,80.5,NA
2000-12,Quebec,Electric power selling price under 5000kw,84.4,NA
2000-12,Ontario,Electric power selling price over 5000kw,72.1,NA
2000-12,Ontario,Electric power selling price under 5000kw,59.1,NA
2000-12,Prairie Region,Electric power selling price over 5000kw,44.5,NA
2000-12,Prairie Region,Electric power selling price under 5000kw,43.4,NA
2000-12,Manitoba,Electric power selling price over 5000kw,73.7,NA
2000-12,Manitoba,Electric power selling price under 5000kw,77.1,NA
2000-12,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2000-12,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2000-12,Alberta,Electric power selling price over 5000kw,29.1,NA
2000-12,Alberta,Electric power selling price under 5000kw,36.8,NA
2000-12,British Columbia,Electric power selling price over 5000kw,57.2,NA
2000-12,British Columbia,Electric power selling price under 5000kw,57.8,NA
2001-01,Canada,"Electric power selling price indexes, national total",63.1,NA
2001-01,Canada,Electric power selling price over 5000kw,65.2,NA
2001-01,Canada,Electric power selling price under 5000kw,62,NA
2001-01,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2001-01,Atlantic Region,Electric power selling price under 5000kw,69.2,NA
2001-01,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2001-01,Newfoundland and Labrador,Electric power selling price under 5000kw,83.9,NA
2001-01,Prince Edward Island,Electric power selling price under 5000kw,68.6,NA
2001-01,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2001-01,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2001-01,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2001-01,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2001-01,Quebec,Electric power selling price over 5000kw,80.5,NA
2001-01,Quebec,Electric power selling price under 5000kw,84.4,NA
2001-01,Ontario,Electric power selling price over 5000kw,72.1,NA
2001-01,Ontario,Electric power selling price under 5000kw,59.1,NA
2001-01,Prairie Region,Electric power selling price over 5000kw,44.5,NA
2001-01,Prairie Region,Electric power selling price under 5000kw,50.1,NA
2001-01,Manitoba,Electric power selling price over 5000kw,73.7,NA
2001-01,Manitoba,Electric power selling price under 5000kw,77.1,NA
2001-01,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2001-01,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2001-01,Alberta,Electric power selling price over 5000kw,29.1,NA
2001-01,Alberta,Electric power selling price under 5000kw,45.3,NA
2001-01,British Columbia,Electric power selling price over 5000kw,57.2,NA
2001-01,British Columbia,Electric power selling price under 5000kw,57.8,NA
2001-02,Canada,"Electric power selling price indexes, national total",63.1,NA
2001-02,Canada,Electric power selling price over 5000kw,65.2,NA
2001-02,Canada,Electric power selling price under 5000kw,62,NA
2001-02,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2001-02,Atlantic Region,Electric power selling price under 5000kw,69.2,NA
2001-02,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2001-02,Newfoundland and Labrador,Electric power selling price under 5000kw,83.9,NA
2001-02,Prince Edward Island,Electric power selling price under 5000kw,68.6,NA
2001-02,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2001-02,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2001-02,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2001-02,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2001-02,Quebec,Electric power selling price over 5000kw,80.5,NA
2001-02,Quebec,Electric power selling price under 5000kw,84.4,NA
2001-02,Ontario,Electric power selling price over 5000kw,72.1,NA
2001-02,Ontario,Electric power selling price under 5000kw,59.1,NA
2001-02,Prairie Region,Electric power selling price over 5000kw,44.5,NA
2001-02,Prairie Region,Electric power selling price under 5000kw,50.1,NA
2001-02,Manitoba,Electric power selling price over 5000kw,73.7,NA
2001-02,Manitoba,Electric power selling price under 5000kw,77.1,NA
2001-02,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2001-02,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2001-02,Alberta,Electric power selling price over 5000kw,29.1,NA
2001-02,Alberta,Electric power selling price under 5000kw,45.3,NA
2001-02,British Columbia,Electric power selling price over 5000kw,57.2,NA
2001-02,British Columbia,Electric power selling price under 5000kw,57.8,NA
2001-03,Canada,"Electric power selling price indexes, national total",63.1,NA
2001-03,Canada,Electric power selling price over 5000kw,65.2,NA
2001-03,Canada,Electric power selling price under 5000kw,62,NA
2001-03,Atlantic Region,Electric power selling price over 5000kw,64.5,NA
2001-03,Atlantic Region,Electric power selling price under 5000kw,69.2,NA
2001-03,Newfoundland and Labrador,Electric power selling price over 5000kw,74.6,NA
2001-03,Newfoundland and Labrador,Electric power selling price under 5000kw,83.9,NA
2001-03,Prince Edward Island,Electric power selling price under 5000kw,68.6,NA
2001-03,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2001-03,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2001-03,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2001-03,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2001-03,Quebec,Electric power selling price over 5000kw,80.5,NA
2001-03,Quebec,Electric power selling price under 5000kw,84.4,NA
2001-03,Ontario,Electric power selling price over 5000kw,72.1,NA
2001-03,Ontario,Electric power selling price under 5000kw,59.1,NA
2001-03,Prairie Region,Electric power selling price over 5000kw,44.5,NA
2001-03,Prairie Region,Electric power selling price under 5000kw,50.1,NA
2001-03,Manitoba,Electric power selling price over 5000kw,73.7,NA
2001-03,Manitoba,Electric power selling price under 5000kw,77.1,NA
2001-03,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2001-03,Saskatchewan,Electric power selling price under 5000kw,68.7,NA
2001-03,Alberta,Electric power selling price over 5000kw,29.1,NA
2001-03,Alberta,Electric power selling price under 5000kw,45.3,NA
2001-03,British Columbia,Electric power selling price over 5000kw,57.2,NA
2001-03,British Columbia,Electric power selling price under 5000kw,57.8,NA
2001-04,Canada,"Electric power selling price indexes, national total",63,NA
2001-04,Canada,Electric power selling price over 5000kw,65.2,NA
2001-04,Canada,Electric power selling price under 5000kw,62,NA
2001-04,Atlantic Region,Electric power selling price over 5000kw,64.4,NA
2001-04,Atlantic Region,Electric power selling price under 5000kw,69.1,NA
2001-04,Newfoundland and Labrador,Electric power selling price over 5000kw,73.2,NA
2001-04,Newfoundland and Labrador,Electric power selling price under 5000kw,81.3,NA
2001-04,Prince Edward Island,Electric power selling price under 5000kw,68.6,NA
2001-04,Nova Scotia,Electric power selling price over 5000kw,58.2,NA
2001-04,Nova Scotia,Electric power selling price under 5000kw,60.4,NA
2001-04,New Brunswick,Electric power selling price over 5000kw,69.4,NA
2001-04,New Brunswick,Electric power selling price under 5000kw,77.1,NA
2001-04,Quebec,Electric power selling price over 5000kw,80.5,NA
2001-04,Quebec,Electric power selling price under 5000kw,84.4,NA
2001-04,Ontario,Electric power selling price over 5000kw,72.1,NA
2001-04,Ontario,Electric power selling price under 5000kw,59.1,NA
2001-04,Prairie Region,Electric power selling price over 5000kw,44.5,NA
2001-04,Prairie Region,Electric power selling price under 5000kw,50.2,NA
2001-04,Manitoba,Electric power selling price over 5000kw,73.7,NA
2001-04,Manitoba,Electric power selling price under 5000kw,77.1,NA
2001-04,Saskatchewan,Electric power selling price over 5000kw,70.1,NA
2001-04,Saskatchewan,Electric power selling price under 5000kw,68.4,NA
2001-04,Alberta,Electric power selling price over 5000kw,29.1,NA
2001-04,Alberta,Electric power selling price under 5000kw,45.4,NA
2001-04,British Columbia,Electric power selling price over 5000kw,57.2,NA
