REF_DATE,GEO,Index,VALUE,STATUS
1984-02,New Brunswick,Electric power selling price over 5000kw,48.9,NA
1984-02,New Brunswick,Electric power selling price under 5000kw,60.1,NA
1984-02,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-02,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-02,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-02,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-02,Prairie Region,Electric power selling price over 5000kw,28.7,NA
1984-02,Prairie Region,Electric power selling price under 5000kw,33.4,NA
1984-02,Manitoba,Electric power selling price over 5000kw,46.9,NA
1984-02,Manitoba,Electric power selling price under 5000kw,49.3,NA
1984-02,Saskatchewan,Electric power selling price over 5000kw,45.2,NA
1984-02,Saskatchewan,Electric power selling price under 5000kw,46.1,NA
1984-02,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-02,Alberta,Electric power selling price under 5000kw,30.7,NA
1984-02,British Columbia,Electric power selling price over 5000kw,45,NA
1984-02,British Columbia,Electric power selling price under 5000kw,44.9,NA
1984-03,Canada,"Electric power selling price indexes, national total",39.9,NA
1984-03,Canada,Electric power selling price over 5000kw,41.6,NA
1984-03,Canada,Electric power selling price under 5000kw,39.1,NA
1984-03,Atlantic Region,Electric power selling price over 5000kw,48.1,NA
1984-03,Atlantic Region,Electric power selling price under 5000kw,56.6,NA
1984-03,Newfoundland and Labrador,Electric power selling price over 5000kw,57.9,NA
1984-03,Newfoundland and Labrador,Electric power selling price under 5000kw,59.7,NA
1984-03,Prince Edward Island,Electric power selling price under 5000kw,78.9,NA
1984-03,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-03,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-03,New Brunswick,Electric power selling price over 5000kw,48.9,NA
1984-03,New Brunswick,Electric power selling price under 5000kw,60.1,NA
1984-03,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-03,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-03,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-03,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-03,Prairie Region,Electric power selling price over 5000kw,28.7,NA
1984-03,Prairie Region,Electric power selling price under 5000kw,33.4,NA
1984-03,Manitoba,Electric power selling price over 5000kw,46.9,NA
1984-03,Manitoba,Electric power selling price under 5000kw,49.3,NA
1984-03,Saskatchewan,Electric power selling price over 5000kw,45.2,NA
1984-03,Saskatchewan,Electric power selling price under 5000kw,46.1,NA
1984-03,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-03,Alberta,Electric power selling price under 5000kw,30.7,NA
1984-03,British Columbia,Electric power selling price over 5000kw,45,NA
1984-03,British Columbia,Electric power selling price under 5000kw,44.9,NA
1984-04,Canada,"Electric power selling price indexes, national total",40.3,NA
1984-04,Canada,Electric power selling price over 5000kw,42,NA
1984-04,Canada,Electric power selling price under 5000kw,39.4,NA
1984-04,Atlantic Region,Electric power selling price over 5000kw,50.2,NA
1984-04,Atlantic Region,Electric power selling price under 5000kw,59.3,NA
1984-04,Newfoundland and Labrador,Electric power selling price over 5000kw,62,NA
1984-04,Newfoundland and Labrador,Electric power selling price under 5000kw,59,NA
1984-04,Prince Edward Island,Electric power selling price under 5000kw,81.8,NA
1984-04,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-04,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-04,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-04,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-04,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-04,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-04,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-04,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-04,Prairie Region,Electric power selling price over 5000kw,29.4,NA
1984-04,Prairie Region,Electric power selling price under 5000kw,34.1,NA
1984-04,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-04,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-04,Saskatchewan,Electric power selling price over 5000kw,45.2,NA
1984-04,Saskatchewan,Electric power selling price under 5000kw,46.1,NA
1984-04,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-04,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-04,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-04,British Columbia,Electric power selling price under 5000kw,47.8,NA
1984-05,Canada,"Electric power selling price indexes, national total",40.3,NA
1984-05,Canada,Electric power selling price over 5000kw,41.9,NA
1984-05,Canada,Electric power selling price under 5000kw,39.4,NA
1984-05,Atlantic Region,Electric power selling price over 5000kw,49.9,NA
1984-05,Atlantic Region,Electric power selling price under 5000kw,59.5,NA
1984-05,Newfoundland and Labrador,Electric power selling price over 5000kw,59.3,NA
1984-05,Newfoundland and Labrador,Electric power selling price under 5000kw,59.8,NA
1984-05,Prince Edward Island,Electric power selling price under 5000kw,82.6,NA
1984-05,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-05,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-05,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-05,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-05,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-05,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-05,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-05,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-05,Prairie Region,Electric power selling price over 5000kw,29.4,NA
1984-05,Prairie Region,Electric power selling price under 5000kw,34.1,NA
1984-05,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-05,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-05,Saskatchewan,Electric power selling price over 5000kw,45.2,NA
1984-05,Saskatchewan,Electric power selling price under 5000kw,46.1,NA
1984-05,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-05,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-05,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-05,British Columbia,Electric power selling price under 5000kw,47.8,NA
1984-06,Canada,"Electric power selling price indexes, national total",40.1,NA
1984-06,Canada,Electric power selling price over 5000kw,41.8,NA
1984-06,Canada,Electric power selling price under 5000kw,39.4,NA
1984-06,Atlantic Region,Electric power selling price over 5000kw,48.8,NA
1984-06,Atlantic Region,Electric power selling price under 5000kw,59,NA
1984-06,Newfoundland and Labrador,Electric power selling price over 5000kw,50.3,NA
1984-06,Newfoundland and Labrador,Electric power selling price under 5000kw,58.5,NA
1984-06,Prince Edward Island,Electric power selling price under 5000kw,78.9,NA
1984-06,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-06,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-06,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-06,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-06,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-06,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-06,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-06,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-06,Prairie Region,Electric power selling price over 5000kw,29.4,NA
1984-06,Prairie Region,Electric power selling price under 5000kw,34.1,NA
1984-06,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-06,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-06,Saskatchewan,Electric power selling price over 5000kw,45.2,NA
1984-06,Saskatchewan,Electric power selling price under 5000kw,46.1,NA
1984-06,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-06,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-06,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-06,British Columbia,Electric power selling price under 5000kw,47.8,NA
1984-07,Canada,"Electric power selling price indexes, national total",40.1,NA
1984-07,Canada,Electric power selling price over 5000kw,41.8,NA
1984-07,Canada,Electric power selling price under 5000kw,39.4,NA
1984-07,Atlantic Region,Electric power selling price over 5000kw,48.8,NA
1984-07,Atlantic Region,Electric power selling price under 5000kw,58.5,NA
1984-07,Newfoundland and Labrador,Electric power selling price over 5000kw,50.2,NA
1984-07,Newfoundland and Labrador,Electric power selling price under 5000kw,55.2,NA
1984-07,Prince Edward Island,Electric power selling price under 5000kw,75.1,NA
1984-07,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-07,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-07,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-07,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-07,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-07,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-07,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-07,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-07,Prairie Region,Electric power selling price over 5000kw,29.4,NA
1984-07,Prairie Region,Electric power selling price under 5000kw,34.1,NA
1984-07,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-07,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-07,Saskatchewan,Electric power selling price over 5000kw,45.2,NA
1984-07,Saskatchewan,Electric power selling price under 5000kw,46.1,NA
1984-07,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-07,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-07,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-07,British Columbia,Electric power selling price under 5000kw,47.8,NA
1984-08,Canada,"Electric power selling price indexes, national total",40.4,NA
1984-08,Canada,Electric power selling price over 5000kw,42,NA
1984-08,Canada,Electric power selling price under 5000kw,39.6,NA
1984-08,Atlantic Region,Electric power selling price over 5000kw,48.8,NA
1984-08,Atlantic Region,Electric power selling price under 5000kw,58.3,NA
1984-08,Newfoundland and Labrador,Electric power selling price over 5000kw,50.2,NA
1984-08,Newfoundland and Labrador,Electric power selling price under 5000kw,54.3,NA
1984-08,Prince Edward Island,Electric power selling price under 5000kw,74.3,NA
1984-08,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-08,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-08,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-08,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-08,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-08,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-08,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-08,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-08,Prairie Region,Electric power selling price over 5000kw,30.5,NA
1984-08,Prairie Region,Electric power selling price under 5000kw,35,NA
1984-08,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-08,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-08,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1984-08,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1984-08,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-08,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-08,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-08,British Columbia,Electric power selling price under 5000kw,47.8,NA
1984-09,Canada,"Electric power selling price indexes, national total",40.4,NA
1984-09,Canada,Electric power selling price over 5000kw,42,NA
1984-09,Canada,Electric power selling price under 5000kw,39.6,NA
1984-09,Atlantic Region,Electric power selling price over 5000kw,48.8,NA
1984-09,Atlantic Region,Electric power selling price under 5000kw,57.8,NA
1984-09,Newfoundland and Labrador,Electric power selling price over 5000kw,50.2,NA
1984-09,Newfoundland and Labrador,Electric power selling price under 5000kw,54.3,NA
1984-09,Prince Edward Island,Electric power selling price under 5000kw,68.5,NA
1984-09,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-09,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-09,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-09,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-09,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-09,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-09,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-09,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-09,Prairie Region,Electric power selling price over 5000kw,30.5,NA
1984-09,Prairie Region,Electric power selling price under 5000kw,35,NA
1984-09,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-09,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-09,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1984-09,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1984-09,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-09,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-09,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-09,British Columbia,Electric power selling price under 5000kw,47.8,NA
1984-10,Canada,"Electric power selling price indexes, national total",40.4,NA
1984-10,Canada,Electric power selling price over 5000kw,42.2,NA
1984-10,Canada,Electric power selling price under 5000kw,39.6,NA
1984-10,Atlantic Region,Electric power selling price over 5000kw,49.6,NA
1984-10,Atlantic Region,Electric power selling price under 5000kw,57.8,NA
1984-10,Newfoundland and Labrador,Electric power selling price over 5000kw,56.7,NA
1984-10,Newfoundland and Labrador,Electric power selling price under 5000kw,54.3,NA
1984-10,Prince Edward Island,Electric power selling price under 5000kw,68.7,NA
1984-10,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-10,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-10,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-10,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-10,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-10,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-10,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-10,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-10,Prairie Region,Electric power selling price over 5000kw,30.5,NA
1984-10,Prairie Region,Electric power selling price under 5000kw,35,NA
1984-10,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-10,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-10,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1984-10,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1984-10,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-10,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-10,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-10,British Columbia,Electric power selling price under 5000kw,47.8,NA
1984-11,Canada,"Electric power selling price indexes, national total",40.4,NA
1984-11,Canada,Electric power selling price over 5000kw,42.3,NA
1984-11,Canada,Electric power selling price under 5000kw,39.6,NA
1984-11,Atlantic Region,Electric power selling price over 5000kw,50.9,NA
1984-11,Atlantic Region,Electric power selling price under 5000kw,58.1,NA
1984-11,Newfoundland and Labrador,Electric power selling price over 5000kw,67.9,NA
1984-11,Newfoundland and Labrador,Electric power selling price under 5000kw,57.9,NA
1984-11,Prince Edward Island,Electric power selling price under 5000kw,70.2,NA
1984-11,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-11,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-11,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-11,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-11,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-11,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-11,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-11,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-11,Prairie Region,Electric power selling price over 5000kw,30.5,NA
1984-11,Prairie Region,Electric power selling price under 5000kw,35,NA
1984-11,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-11,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-11,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1984-11,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1984-11,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-11,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-11,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-11,British Columbia,Electric power selling price under 5000kw,47.8,NA
1984-12,Canada,"Electric power selling price indexes, national total",40.5,NA
1984-12,Canada,Electric power selling price over 5000kw,42.4,NA
1984-12,Canada,Electric power selling price under 5000kw,39.6,NA
1984-12,Atlantic Region,Electric power selling price over 5000kw,51.9,NA
1984-12,Atlantic Region,Electric power selling price under 5000kw,58.4,NA
1984-12,Newfoundland and Labrador,Electric power selling price over 5000kw,76.2,NA
1984-12,Newfoundland and Labrador,Electric power selling price under 5000kw,63.6,NA
1984-12,Prince Edward Island,Electric power selling price under 5000kw,68.8,NA
1984-12,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1984-12,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1984-12,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1984-12,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1984-12,Quebec,Electric power selling price over 5000kw,50.8,NA
1984-12,Quebec,Electric power selling price under 5000kw,54.8,NA
1984-12,Ontario,Electric power selling price over 5000kw,39.9,NA
1984-12,Ontario,Electric power selling price under 5000kw,34.4,NA
1984-12,Prairie Region,Electric power selling price over 5000kw,30.5,NA
1984-12,Prairie Region,Electric power selling price under 5000kw,35,NA
1984-12,Manitoba,Electric power selling price over 5000kw,50.7,NA
1984-12,Manitoba,Electric power selling price under 5000kw,53.2,NA
1984-12,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1984-12,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1984-12,Alberta,Electric power selling price over 5000kw,19.2,NA
1984-12,Alberta,Electric power selling price under 5000kw,31.1,NA
1984-12,British Columbia,Electric power selling price over 5000kw,47.8,NA
1984-12,British Columbia,Electric power selling price under 5000kw,47.8,NA
1985-01,Canada,"Electric power selling price indexes, national total",41.6,NA
1985-01,Canada,Electric power selling price over 5000kw,43.4,NA
1985-01,Canada,Electric power selling price under 5000kw,40.7,NA
1985-01,Atlantic Region,Electric power selling price over 5000kw,54,NA
1985-01,Atlantic Region,Electric power selling price under 5000kw,59.6,NA
1985-01,Newfoundland and Labrador,Electric power selling price over 5000kw,92.7,NA
1985-01,Newfoundland and Labrador,Electric power selling price under 5000kw,69.9,NA
1985-01,Prince Edward Island,Electric power selling price under 5000kw,77.3,NA
1985-01,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-01,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-01,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1985-01,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1985-01,Quebec,Electric power selling price over 5000kw,50.8,NA
1985-01,Quebec,Electric power selling price under 5000kw,54.8,NA
1985-01,Ontario,Electric power selling price over 5000kw,43,NA
1985-01,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-01,Prairie Region,Electric power selling price over 5000kw,30.5,NA
1985-01,Prairie Region,Electric power selling price under 5000kw,35.1,NA
1985-01,Manitoba,Electric power selling price over 5000kw,50.7,NA
1985-01,Manitoba,Electric power selling price under 5000kw,53.2,NA
1985-01,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-01,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-01,Alberta,Electric power selling price over 5000kw,19.2,NA
1985-01,Alberta,Electric power selling price under 5000kw,31.3,NA
1985-01,British Columbia,Electric power selling price over 5000kw,47.8,NA
1985-01,British Columbia,Electric power selling price under 5000kw,47.8,NA
1985-02,Canada,"Electric power selling price indexes, national total",41.7,NA
1985-02,Canada,Electric power selling price over 5000kw,43.4,NA
1985-02,Canada,Electric power selling price under 5000kw,40.9,NA
1985-02,Atlantic Region,Electric power selling price over 5000kw,53.4,NA
1985-02,Atlantic Region,Electric power selling price under 5000kw,59.8,NA
1985-02,Newfoundland and Labrador,Electric power selling price over 5000kw,88.5,NA
1985-02,Newfoundland and Labrador,Electric power selling price under 5000kw,70.3,NA
1985-02,Prince Edward Island,Electric power selling price under 5000kw,79.7,NA
1985-02,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-02,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-02,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1985-02,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1985-02,Quebec,Electric power selling price over 5000kw,50.8,NA
1985-02,Quebec,Electric power selling price under 5000kw,54.8,NA
1985-02,Ontario,Electric power selling price over 5000kw,43,NA
1985-02,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-02,Prairie Region,Electric power selling price over 5000kw,31.1,NA
1985-02,Prairie Region,Electric power selling price under 5000kw,35.7,NA
1985-02,Manitoba,Electric power selling price over 5000kw,50.7,NA
1985-02,Manitoba,Electric power selling price under 5000kw,53.2,NA
1985-02,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-02,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-02,Alberta,Electric power selling price over 5000kw,20.2,NA
1985-02,Alberta,Electric power selling price under 5000kw,32.1,NA
1985-02,British Columbia,Electric power selling price over 5000kw,47.8,NA
1985-02,British Columbia,Electric power selling price under 5000kw,47.8,NA
1985-03,Canada,"Electric power selling price indexes, national total",41.7,NA
1985-03,Canada,Electric power selling price over 5000kw,43.6,NA
1985-03,Canada,Electric power selling price under 5000kw,40.9,NA
1985-03,Atlantic Region,Electric power selling price over 5000kw,54.4,NA
1985-03,Atlantic Region,Electric power selling price under 5000kw,59.5,NA
1985-03,Newfoundland and Labrador,Electric power selling price over 5000kw,96.6,NA
1985-03,Newfoundland and Labrador,Electric power selling price under 5000kw,67,NA
1985-03,Prince Edward Island,Electric power selling price under 5000kw,78.3,NA
1985-03,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-03,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-03,New Brunswick,Electric power selling price over 5000kw,51.9,NA
1985-03,New Brunswick,Electric power selling price under 5000kw,63.7,NA
1985-03,Quebec,Electric power selling price over 5000kw,50.8,NA
1985-03,Quebec,Electric power selling price under 5000kw,54.8,NA
1985-03,Ontario,Electric power selling price over 5000kw,43,NA
1985-03,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-03,Prairie Region,Electric power selling price over 5000kw,31.1,NA
1985-03,Prairie Region,Electric power selling price under 5000kw,35.7,NA
1985-03,Manitoba,Electric power selling price over 5000kw,50.7,NA
1985-03,Manitoba,Electric power selling price under 5000kw,53.2,NA
1985-03,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-03,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-03,Alberta,Electric power selling price over 5000kw,20.2,NA
1985-03,Alberta,Electric power selling price under 5000kw,32.1,NA
1985-03,British Columbia,Electric power selling price over 5000kw,47.8,NA
1985-03,British Columbia,Electric power selling price under 5000kw,47.8,NA
1985-04,Canada,"Electric power selling price indexes, national total",42,NA
1985-04,Canada,Electric power selling price over 5000kw,43.7,NA
1985-04,Canada,Electric power selling price under 5000kw,41.1,NA
1985-04,Atlantic Region,Electric power selling price over 5000kw,55.4,NA
1985-04,Atlantic Region,Electric power selling price under 5000kw,61.7,NA
1985-04,Newfoundland and Labrador,Electric power selling price over 5000kw,94,NA
1985-04,Newfoundland and Labrador,Electric power selling price under 5000kw,67,NA
1985-04,Prince Edward Island,Electric power selling price under 5000kw,80,NA
1985-04,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-04,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-04,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-04,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-04,Quebec,Electric power selling price over 5000kw,50.8,NA
1985-04,Quebec,Electric power selling price under 5000kw,54.8,NA
1985-04,Ontario,Electric power selling price over 5000kw,43,NA
1985-04,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-04,Prairie Region,Electric power selling price over 5000kw,31.6,NA
1985-04,Prairie Region,Electric power selling price under 5000kw,36.4,NA
1985-04,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-04,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-04,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-04,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-04,Alberta,Electric power selling price over 5000kw,20.2,NA
1985-04,Alberta,Electric power selling price under 5000kw,32.7,NA
1985-04,British Columbia,Electric power selling price over 5000kw,47.8,NA
1985-04,British Columbia,Electric power selling price under 5000kw,47.8,NA
1985-05,Canada,"Electric power selling price indexes, national total",42.2,NA
1985-05,Canada,Electric power selling price over 5000kw,44,NA
1985-05,Canada,Electric power selling price under 5000kw,41.5,NA
1985-05,Atlantic Region,Electric power selling price over 5000kw,53.6,NA
1985-05,Atlantic Region,Electric power selling price under 5000kw,62.2,NA
1985-05,Newfoundland and Labrador,Electric power selling price over 5000kw,79.3,NA
1985-05,Newfoundland and Labrador,Electric power selling price under 5000kw,67,NA
1985-05,Prince Edward Island,Electric power selling price under 5000kw,84.3,NA
1985-05,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-05,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-05,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-05,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-05,Quebec,Electric power selling price over 5000kw,52,NA
1985-05,Quebec,Electric power selling price under 5000kw,56.1,NA
1985-05,Ontario,Electric power selling price over 5000kw,43,NA
1985-05,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-05,Prairie Region,Electric power selling price over 5000kw,31.6,NA
1985-05,Prairie Region,Electric power selling price under 5000kw,36.4,NA
1985-05,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-05,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-05,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-05,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
1985-05,Alberta,Electric power selling price over 5000kw,20.2,NA
1985-05,Alberta,Electric power selling price under 5000kw,32.7,NA
1985-05,British Columbia,Electric power selling price over 5000kw,47.8,NA
1985-05,British Columbia,Electric power selling price under 5000kw,48.7,NA
1985-06,Canada,"Electric power selling price indexes, national total",42.1,NA
1985-06,Canada,Electric power selling price over 5000kw,43.8,NA
1985-06,Canada,Electric power selling price under 5000kw,41.3,NA
1985-06,Atlantic Region,Electric power selling price over 5000kw,52.5,NA
1985-06,Atlantic Region,Electric power selling price under 5000kw,62,NA
1985-06,Newfoundland and Labrador,Electric power selling price over 5000kw,70.5,NA
1985-06,Newfoundland and Labrador,Electric power selling price under 5000kw,71,NA
1985-06,Prince Edward Island,Electric power selling price under 5000kw,80.3,NA
1985-06,Nova Scotia,Electric power selling price over 5000kw,49.3,NA
1985-06,Nova Scotia,Electric power selling price under 5000kw,63.9,NA
1985-06,New Brunswick,Electric power selling price over 5000kw,54.5,NA
1985-06,New Brunswick,Electric power selling price under 5000kw,66.5,NA
1985-06,Quebec,Electric power selling price over 5000kw,52,NA
1985-06,Quebec,Electric power selling price under 5000kw,56.1,NA
1985-06,Ontario,Electric power selling price over 5000kw,43,NA
1985-06,Ontario,Electric power selling price under 5000kw,36.8,NA
1985-06,Prairie Region,Electric power selling price over 5000kw,31,NA
1985-06,Prairie Region,Electric power selling price under 5000kw,35.7,NA
1985-06,Manitoba,Electric power selling price over 5000kw,53.3,NA
1985-06,Manitoba,Electric power selling price under 5000kw,55.8,NA
1985-06,Saskatchewan,Electric power selling price over 5000kw,50.7,NA
1985-06,Saskatchewan,Electric power selling price under 5000kw,53.5,NA
